SCHOOL NAME,ADDRESS,CITY,COUNTY,ZIP,SCHOOL NURSE,SCHOOL NURSE TYPE,SCHOOL TYPE,ENROLLED,% IMMUNE DTAP,% EXEMPT DTAP,% COMPLIANCE DTAP,% IMMUNE POLIO,% EXEMPT POLIO,% COMPLIANCE POLIO,% IMMUNE MMR,% EXEMPT MMR,% COMPLIANCE MMR,% IMMUNE HEP B,% EXEMPT HEP B,% COMPLIANCE HEP B,% IMMUNE VAR,% EXEMPT VAR,% COMPLIANCE VAR,% PBE,% MEDICAL EXEMPT,% PBE ALL
SOLENG TOM ELEMENTARY SCHOOL,10520 E CAMINO QUINCE,TUCSON,PIMA,85748,YES,RN,PUBLIC,75,96%,4%,100%,96%,4%,100%,96%,4%,100%,97%,3%,100%,97%,3%,100%,4%,0%,4%
SOLOMON ELEMENTARY SCHOOL,2250 S STEVENS AVE,SOLOMON,GRAHAM,85546,YES,LPN,PUBLIC,22,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
SONOMA RANCH ELEMENTARY SCHOOL,601 N BISCAYNE DR,GILBERT,MARICOPA,85233,YES,RN,PUBLIC,69,97%,1%,99%,96%,1%,99%,96%,3%,99%,99%,1%,100%,99%,1%,100%,3%,0%,1%
SONORAN FOOTHILLS SCHOOL,32150 N NORTH FOOTHILLS DR,PHOENIX,MARICOPA,85085,YES,RN,PUBLIC,96,94%,3%,97%,94%,3%,97%,94%,3%,97%,94%,3%,97%,98%,2%,100%,3%,0%,3%
SONORAN HEIGHTS ELEMENTARY,11405 N GREER RANCH PKWY,SURPRISE,MARICOPA,85379,YES,RN,PUBLIC,79,92%,5%,100%,92%,6%,100%,92%,8%,100%,92%,8%,100%,97%,3%,100%,10%,1%,4%
SONORAN SCIENCE ACADEMY - PEORIA,17667 N 91ST AVE,PEORIA,MARICOPA,85382,NO,,CHARTER,34,88%,12%,100%,85%,15%,100%,85%,15%,100%,88%,12%,100%,88%,12%,100%,12%,0%,12%
SONORAN SCIENCE ACADEMY - PHOENIX,4837 E MCDOWELL RD,PHOENIX,MARICOPA,85008,NO,,CHARTER,32,97%,3%,100%,97%,3%,100%,81%,19%,100%,97%,3%,100%,97%,3%,100%,19%,0%,3%
SONORAN SCIENCE ACADEMY - TUCSON,2325 E. SUNSET RD,TUCSON,PIMA,85741,NO,,CHARTER,52,98%,2%,100%,96%,4%,100%,96%,4%,100%,98%,2%,100%,98%,2%,100%,4%,0%,2%
SONORAN SCIENCE ACADEMY EAST,7450 E STELLA RD,TUCSON,PIMA,85730,NO,,CHARTER,59,95%,3%,98%,95%,3%,98%,95%,3%,100%,98%,2%,100%,97%,3%,100%,3%,0%,2%
SONORAN SCIENCE ACADEMY-DAVIS MONTHAN,5741 E. IRONWOOD ST,TUCSON,PIMA,85708,NO,,CHARTER,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SONORAN SKY ELEMENTARY SCHOOL-85260,12990 N 75TH ST,SCOTTSDALE,MARICOPA,85260,YES,RN,PUBLIC,93,91%,9%,100%,90%,10%,100%,92%,8%,100%,91%,9%,100%,95%,5%,100%,11%,1%,4%
SONORAN SKY ELEMENTARY SCHOOL-85307,10150 W MISSOURI AVE,GLENDALE,MARICOPA,85307,NO,,PUBLIC,54,91%,7%,100%,93%,7%,100%,91%,7%,100%,93%,7%,100%,93%,7%,100%,7%,0%,4%
SONSHINE CHRISTIAN SCHOOL,1916 N FRANK REED RD,NOGALES,SANTA CRUZ,85621,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SOPORI ELEMENTARY SCHOOL,5000 W ARIVACA RD,AMADO,PIMA,85645,YES,RN,PUBLIC,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SOUSA ELEMENTARY SCHOOL,616 N MOUNTAIN RD,MESA,MARICOPA,85207,YES,RN,PUBLIC,73,99%,1%,100%,99%,1%,100%,97%,3%,100%,99%,1%,100%,97%,3%,100%,3%,0%,3%
SOUTH PHOENIX PREP AND ARTS ACADEMY,7450 S 40TH ST,PHOENIX,MARICOPA,85042,NO,,CHARTER,74,95%,5%,100%,95%,5%,100%,95%,5%,100%,95%,5%,100%,95%,5%,100%,3%,0%,3%
SOUTH POINTE PUBLIC CHARTER ELEMENTARY,2033 E SOUTHERN AVE,PHOENIX,MARICOPA,85040,NO,,CHARTER,47,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
SOUTHGATE ACADEMY,850 W VALENCIA RD,TUCSON,PIMA,85706,NO,,CHARTER,59,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
SOUTHSIDE COMMUNITY SCHOOL,2701 S CAMPBELL AVE,TUCSON,PIMA,85713,NO,,CHARTER,27,96%,4%,100%,96%,4%,100%,96%,4%,100%,96%,4%,100%,96%,4%,100%,4%,0%,4%
SOUTHWEST ELEMENTARY SCHOOL,1111 W DOBBINS RD,PHOENIX,MARICOPA,85041,YES,LPN,PUBLIC,55,98%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
SOUTHWESTERN CHRISTIAN SCHOOL,3261 S AVENUE 6 E,YUMA,YUMA,85365,NO,,PRIVATE,24,67%,4%,96%,88%,4%,96%,79%,4%,100%,88%,4%,100%,96%,4%,100%,4%,0%,4%
SPECTRUM ELEMENTARY,2846 S SPECTRUM WAY,GILBERT,MARICOPA,85295,YES,RN,PUBLIC,73,97%,3%,100%,97%,3%,100%,97%,3%,100%,97%,3%,100%,97%,3%,100%,3%,0%,3%
ST ANDREWS PRESCHOOL & KINDERGARTEN,7650 N PASEO DEL NORTE,TU,PIMA,85704,NO,,PRIVATE,26,85%,15%,100%,88%,12%,100%,88%,12%,100%,96%,4%,100%,92%,8%,100%,15%,0%,4%
ST MARIA GORETTI PRESCHOOL,6261 N GRANITE REEF RD,SCOTTSDALE,MARICOPA,85250,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ST MARK'S PRESCHOOL & KINDERGARTEN,3809 E 3RD ST,TUCSON,PIMA,85716,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ST. JOHN BOSCO CATHOLIC SCHOOL PROGRAM,16035 S 48TH ST,PHOENIX,MARICOPA,85048,YES,RN,PRIVATE,32,94%,6%,100%,94%,6%,100%,97%,3%,100%,97%,3%,100%,97%,3%,100%,6%,0%,0%
STANFIELD ELEMENTARY SCHOOL,515 S STANFIELD RD,STANFIELD,PINAL,85172,NO,,PUBLIC,40,98%,3%,100%,98%,3%,100%,98%,3%,100%,98%,3%,100%,98%,3%,100%,3%,0%,3%
STAR CHARTER SCHOOL,145 LEUPP RD,FLAGSTAFF,COCONINO,86004,NO,,CHARTER,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
STARLIGHT PARK SCHOOL,7960 W OSBORN RD,PHOENIX,MARICOPA,85033,NO,,PUBLIC,107,98%,0%,99%,98%,0%,99%,98%,0%,99%,98%,0%,99%,100%,0%,100%,0%,0%,0%
STARLINE ELEMENTARY SCHOOL,3150 STARLINE DR,LAKE HAVASU CITY,MOHAVE,86406,NO,,PUBLIC,72,100%,0%,100%,97%,3%,100%,94%,4%,100%,96%,3%,100%,99%,0%,99%,6%,0%,6%
STEP UP SCHOOL,44 E 5TH ST,MESA,MARICOPA,85201,NO,,CHARTER,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
STETSON HILLS ELEMENTARY,25475 N STETSON HILLS LOOP RD,GLENDALE,MARICOPA,85083,YES,RN,PUBLIC,90,90%,8%,98%,92%,8%,100%,92%,8%,100%,94%,6%,100%,93%,7%,100%,9%,0%,7%
STEVEN R JASINSKI ELEMENTARY SCHOOL,4280 S 246TH AVE,BUCKEYE,MARICOPA,85326,NO,,PUBLIC,65,94%,6%,100%,94%,6%,100%,94%,6%,100%,94%,6%,100%,94%,6%,100%,6%,0%,6%
STEVENSON ELEMENTARY SCHOOL,2200 11TH ST,DOUGLAS,COCHISE,85607,YES,RN,PUBLIC,72,97%,0%,100%,96%,0%,100%,97%,0%,100%,99%,0%,100%,100%,0%,100%,0%,0%,0%
STEVENSON ELEMENTARY SCHOOL,638 S 96TH ST,MESA,MARICOPA,85208,YES,RN,PUBLIC,96,96%,3%,100%,97%,3%,100%,96%,3%,100%,97%,3%,100%,97%,3%,100%,3%,0%,3%
STURGEON CROMER ELEMENTARY SCHOOL,7150 E SILVER SADDLE RD,FLAGSTAFF,COCONINO,86004,YES,RN,PUBLIC,86,95%,3%,99%,95%,3%,99%,95%,3%,99%,97%,3%,100%,95%,3%,99%,3%,0%,3%
SUMMIT ACADEMY,1560 W SUMMIT PL,CHANDLER,MARICOPA,85224,YES,RN,PUBLIC,88,92%,8%,100%,93%,7%,100%,91%,9%,100%,94%,6%,100%,95%,5%,100%,10%,0%,3%
SUMMIT SCHOOL OF AHWATUKEE,4515 E MUIRWOOD DR,PHOENIX,MARICOPA,85048,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SUMMIT VIEW ELEMENTARY,1900 E SUMMIT ST,TUCSON,PIMA,85756,YES,RN,PUBLIC,68,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
SUN CANYON ELEMENTARY SCHOOL,8150 W DURANGO ST,PHOENIX,MARICOPA,85043,NO,,PUBLIC,85,99%,0%,100%,99%,0%,100%,99%,0%,100%,99%,0%,100%,100%,0%,100%,0%,0%,0%
SUN VALLEY CHARTER SCHOOL,"5806 S 35TH AVE, BLDG E",PHOENIX,MARICOPA,85041,NO,,CHARTER,77,95%,5%,100%,95%,5%,100%,95%,5%,100%,95%,5%,100%,95%,5%,100%,5%,0%,5%
SUN VALLEY ELEMENTARY SCHOOL,8361 N 95TH AVE,PEORIA,MARICOPA,85345,YES,LPN,PUBLIC,84,93%,4%,99%,93%,4%,99%,92%,4%,99%,95%,4%,99%,95%,4%,99%,4%,0%,4%
SUN VALLEY INDIAN SCHOOL,8450 S SUN VALLEY RD,SUN VALLEY,NAVAJO,86029,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SUNBURST ELEMENTARY SCHOOL,14218 N 47TH AVE,GLENDALE,MARICOPA,85306,NO,,PUBLIC,97,96%,1%,99%,99%,1%,100%,99%,1%,100%,99%,1%,100%,99%,1%,100%,3%,0%,1%
SUNDANCE ELEMENTARY SCHOOL-85326,23800 W HADLEY ST,BUCKEYE,MARICOPA,85326,NO,,PUBLIC,75,93%,4%,100%,95%,3%,100%,95%,3%,100%,95%,4%,100%,96%,4%,100%,5%,1%,3%
SUNDANCE ELEMENTARY SCHOOL-85345,7051 W CHOLLA ST,PEORIA,MARICOPA,85345,YES,LPN,PUBLIC,65,97%,0%,97%,98%,0%,98%,98%,0%,98%,97%,0%,97%,100%,0%,100%,0%,0%,0%
SUNFLOWER CENTER,5490 W PARADISE LANE,PEORIA,MARICOPA,85306,YES,RN,PUBLIC,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SUNLAND ELEMENTARY SCHOOL,5401 S 7TH AVE,PHOENIX,MARICOPA,85041,NO,,PUBLIC,61,97%,3%,100%,98%,2%,100%,98%,2%,100%,98%,2%,100%,98%,2%,100%,2%,2%,0%
SUNNYSLOPE ELEMENTARY SCHOOL,240 E VOGEL AVE,PHOENIX,MARICOPA,85020,NO,,PUBLIC,66,94%,6%,100%,97%,3%,100%,97%,3%,100%,98%,2%,100%,98%,2%,100%,6%,0%,0%
SUNRIDGE ELEMENTARY SCHOOL,6244 W ROOSEVELT ST,PHOENIX,MARICOPA,85043,NO,,PUBLIC,89,98%,0%,100%,99%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
SUNRISE DRIVE ELEMENTARY SCHOOL,5301 E SUNRISE DR,TUCSON,PIMA,85718,YES,RN,PUBLIC,81,94%,4%,100%,94%,4%,100%,94%,4%,100%,95%,4%,100%,99%,1%,100%,4%,0%,4%
SUNRISE ELEMENTARY,2645 LANDON DR,BULLHEAD CITY,MOHAVE,86429,NO,,PUBLIC,89,90%,7%,100%,90%,7%,100%,91%,7%,100%,96%,4%,100%,96%,4%,100%,7%,0%,7%
SUNRISE ELEMENTARY SCHOOL,9943 S 28TH ST,YUMA,YUMA,85367,YES,RN,PUBLIC,88,98%,1%,100%,98%,1%,100%,97%,1%,99%,97%,1%,99%,99%,1%,100%,1%,0%,1%
SUNRISE ELEMENTARY SCHOOL,17624 N 31ST AVE,PHOENIX,MARICOPA,85053,YES,RN,PUBLIC,74,96%,4%,100%,96%,4%,100%,96%,4%,100%,93%,5%,100%,96%,4%,100%,5%,0%,4%
SUNSET CANYON SCHOOL,2727 E SIESTA LN,PHOENIX,MARICOPA,85050,YES,RN,PUBLIC,37,95%,5%,100%,95%,5%,100%,95%,5%,100%,95%,5%,100%,95%,5%,100%,5%,0%,5%
SUNSET ELEMENTARY SCHOOL,6602 W OSBORN RD,PHOENIX,MARICOPA,85033,YES,RN,PUBLIC,111,97%,0%,100%,100%,0%,100%,100%,0%,100%,99%,0%,100%,100%,0%,100%,0%,0%,0%
SUNSET HEIGHTS ELEMENTARY SCHOOL,9687 W ADAM AVE,PEORIA,MARICOPA,85382,YES,RN,PUBLIC,104,95%,5%,100%,94%,5%,100%,95%,5%,100%,96%,4%,100%,97%,3%,100%,6%,0%,3%
SUNSET HILLS ELEMENTARY,17825 WEST SIERRA MONTANA LOOP,SURPRISE,MARICOPA,85388,NO,,PUBLIC,81,90%,9%,100%,91%,9%,100%,93%,7%,100%,94%,6%,100%,95%,5%,100%,9%,0%,5%
SUNSET RIDGE ELEMENTARY-85086,35707 N 33RD LN,PHOENIX,MARICOPA,85086,YES,RN,PUBLIC,55,98%,2%,100%,98%,2%,100%,98%,2%,100%,98%,2%,100%,98%,2%,100%,2%,0%,2%
SUNSET RIDGE ELEMENTARY-85305,8490 W MISSOURI AVE,GLENDALE,MARICOPA,85305,NO,,PUBLIC,62,97%,3%,100%,97%,3%,100%,98%,2%,100%,100%,0%,100%,100%,0%,100%,3%,0%,3%
SUNSET SCHOOL,4626 W MOUNTAIN VIEW RD,GLENDALE,MARICOPA,85302,NO,RN,PUBLIC,71,93%,6%,100%,93%,7%,100%,94%,4%,100%,93%,6%,100%,96%,4%,100%,7%,0%,4%
SUNSET VISTA ELEMENTARY,7775 W ORANGEWOOD AVE,GLENDALE,MARICOPA,85303,YES,LPN,PUBLIC,77,96%,1%,97%,97%,1%,99%,99%,1%,100%,99%,1%,100%,100%,0%,100%,1%,1%,1%
SUPERSTITION SPRINGS ELEMENTARY,7125 E MONTEREY AVE,MESA,MARICOPA,85209,YES,RN,PUBLIC,108,94%,6%,100%,94%,6%,100%,94%,6%,100%,95%,5%,100%,96%,4%,100%,6%,0%,4%
SURPRISE ELEMENTARY SCHOOL,12907 W GREENWAY RD,EL MIRAGE,MARICOPA,85335,YES,LPN,PUBLIC,90,93%,4%,98%,96%,4%,100%,94%,4%,99%,98%,2%,100%,98%,2%,100%,4%,0%,0%
SWEETWATER SCHOOL,4602 W SWEETWATER AVE,GLENDALE,MARICOPA,85304,YES,RN,PUBLIC,50,90%,8%,100%,90%,8%,100%,94%,6%,100%,94%,6%,100%,98%,2%,100%,8%,0%,0%
SYCAMORE ELEMENTARY,16701 S HOUGTON RD,VAIL,PIMA,85641,NO,,PUBLIC,85,98%,2%,100%,98%,2%,100%,98%,2%,100%,98%,2%,100%,98%,2%,100%,2%,0%,2%
SYNERGY PUBLIC SCHOOL,2701 W BETHANY HOME RD,PHOENIX,MARICOPA,85017,NO,,CHARTER,117,85%,0%,85%,97%,0%,97%,80%,0%,80%,98%,0%,98%,80%,0%,80%,0%,0%,0%
T DALE HANCOCK ELEMENTARY,2425 S PLEASANT DR,CHANDLER,MARICOPA,85286,NO,,PUBLIC,92,95%,4%,99%,95%,4%,99%,96%,4%,100%,96%,3%,100%,97%,3%,100%,3%,0%,1%
T G BARR SCHOOL,2041 E VINEYARD RD,PHOENIX,MARICOPA,85042,NO,,PUBLIC,39,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
TAFT ELEMENTARY SCHOOL,9800 E QUARTERLINE RD,MESA,MARICOPA,85207,YES,RN,PUBLIC,57,96%,4%,100%,96%,4%,100%,98%,2%,100%,98%,2%,100%,96%,4%,100%,4%,0%,0%
TANQUE  VERDE LUTHERAN CHURCH PRESCHOOL & KINDERGARTEN,8625 E TANQUE VERDE RD,TUCSON,PIMA,85749,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TANQUE VERDE ELEMENTARY SCHOOL,2600 N FENNIMORE AVE,TUCSON,PIMA,85749,YES,RN,PUBLIC,79,94%,5%,100%,96%,4%,100%,96%,4%,100%,95%,5%,100%,100%,0%,100%,6%,0%,3%
TARTESSO ELEMENTARY SCHOOL,29677 W INDIANOLA RD,BUCKEYE,MARICOPA,85322,NO,,PUBLIC,92,97%,2%,100%,98%,2%,100%,98%,1%,100%,98%,2%,100%,98%,2%,100%,2%,0%,2%
TAVAN ELEMENTARY SCHOOL,4610 E OSBORN RD,PHOENIX,MARICOPA,85018,YES,RN,PUBLIC,108,95%,5%,100%,97%,3%,100%,94%,6%,100%,96%,4%,100%,99%,1%,100%,7%,1%,1%
TAYLOR ELEMENTARY SCHOOL,20 S 300 EAST,TAYLOR,NAVAJO,85939,NO,,PUBLIC,73,92%,8%,100%,92%,8%,100%,90%,10%,100%,92%,8%,100%,92%,8%,100%,10%,0%,7%
TAYLOR HICKS SCHOOL,1845 CAMPBELL AVE,PRESCOTT,YAVAPAI,86301,YES,RN,PUBLIC,72,92%,7%,100%,93%,7%,100%,93%,7%,100%,89%,11%,100%,93%,7%,100%,11%,0%,7%
TELESIS PREPARATORY,2598 STARLITE LN,LAKE HAVASU CITY,MOHAVE,86403,NO,,CHARTER,23,87%,13%,100%,87%,13%,100%,83%,17%,100%,87%,13%,100%,96%,4%,100%,17%,0%,9%
TEMPE MONTESSORI SCHOOL,410 S EL DORADO RD,MESA,MARICOPA,85202,NO,,PRIVATE,39,72%,26%,100%,72%,26%,100%,69%,28%,100%,74%,26%,100%,74%,26%,100%,13%,0%,13%
TERRAMAR ELEMENTARY,7000 W HAPPY VALLEY RD,PEORIA,MARICOPA,85383,YES,RN,PUBLIC,93,91%,9%,100%,91%,9%,100%,91%,9%,100%,89%,11%,100%,94%,6%,100%,11%,0%,9%
TERRITORIAL EARLY CHILDHOOD CENTER,1088 MAHAN LANE,CHINO VALLEY,YAVAPAI,86323,YES,RN,PRIVATE,163,86%,14%,100%,87%,13%,100%,86%,14%,100%,93%,7%,100%,93%,7%,100%,19%,0%,4%
THE BEGINNING SCHOOL,4440 N CAMPBELL AVE,TUCSON,PIMA,85718,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
THE BEREAN ACADEMY,4699 E HIGHWAY 90,SIERRA VISTA,COCHISE,85635,NO,,CHARTER,50,64%,20%,84%,64%,20%,84%,84%,0%,84%,64%,20%,84%,80%,0%,80%,20%,0%,20%
THE CHILDREN'S CENTER FOR NEURODEVELOPMENTAL STUDIES,5430 W GLENN DR,GLENDALE,MARICOPA,85301,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
THE FAMILY SCHOOL,1127 W MCDOWELL RD,PHOENIX,MARICOPA,85007,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
THE FURNACE - CROSSROADS CHRISTIAN EDUCATION,3855 E EVANS BLVD,TUCSON,PIMA,85714,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
THE PAIDEIA ACADEMY OF SOUTH PHOENIX,7777 S 15TH TER,PHOENIX,MARICOPA,85042,YES,RN,CHARTER,115,90%,2%,91%,90%,2%,92%,90%,2%,91%,92%,2%,100%,95%,2%,97%,2%,0%,2%
THE PEAK SCHOOL,2229 E SPRUCE AVE,FLAGSTAFF,COCONINO,86004,NO,,CHARTER,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
THE SHELBY SCHOOL,249 W. STANDAGE DR,PAYSON,GILA,85541,NO,,CHARTER,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
THOMAS A EDISON SCHOOL,804 N 18TH ST,PHOENIX,MARICOPA,85006,YES,RN,PUBLIC,82,95%,1%,100%,98%,1%,100%,98%,1%,100%,99%,1%,100%,99%,1%,100%,1%,0%,1%
THOMAS M KNOLES ELEMENTARY SCHOOL,4005 E BUTLER AVE,FLAGSTAFF,COCONINO,86004,YES,RN,PUBLIC,73,95%,5%,100%,96%,4%,100%,95%,5%,100%,96%,4%,100%,96%,4%,100%,7%,0%,4%
THOMPSON RANCH ELEMENTARY,11800 W THOMPSON RANCH RD,EL MIRAGE,MARICOPA,85335,YES,RN,PUBLIC,81,98%,2%,100%,98%,2%,100%,96%,4%,100%,98%,2%,100%,98%,2%,100%,5%,0%,1%
THORNYDALE ELEMENTARY SCHOOL,7751 N OLDFATHER RD,TUCSON,PIMA,85741,NO,,PUBLIC,42,95%,2%,98%,95%,2%,98%,93%,2%,95%,98%,2%,100%,95%,5%,100%,5%,0%,5%
THUNDERBIRD CHRISTIAN ELEMENTARY,7440 E. SUTTON DRIVE,SCOTTSDALE,MARICOPA,85260,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TIERRA DEL SOL ELEMENTARY SCHOOL,16551 S SOMERTON AVE,SOMERTON,YUMA,85350,YES,RN,PUBLIC,97,99%,0%,100%,100%,0%,100%,98%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
TOLSON ELEMENTARY SCHOOL,1000 S GREASEWOOD RD,TUCSON,PIMA,85745,YES,RN,PUBLIC,55,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
TOMAHAWK ELEMENTARY SCHOOL,7820 W TURNEY AVE,PHOENIX,MARICOPA,85033,YES,LPN,PUBLIC,104,97%,0%,97%,100%,0%,100%,96%,0%,96%,100%,0%,100%,100%,0%,100%,0%,0%,0%
TONALEA ELEMENTARY SCHOOL,6720 E CONTINENTAL DR,SCOTTSDALE,MARICOPA,85257,YES,RN,PRIVATE,52,96%,2%,98%,96%,2%,98%,94%,2%,96%,98%,2%,100%,98%,2%,100%,2%,0%,2%
TONTO BASIN ELEMENTARY SCHOOL,ONE SCHOOL ST,TONTO BASIN,GILA,85553,NO,,PUBLIC,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TOPOCK ELEMENTARY SCHOOL,5083 TULE DR,TOPOCK,MOHAVE,86436,NO,,PUBLIC,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TOWN & COUNTRY ELEMENTARY SCHOOL,1313 S LENZNER AVE,SIERRA VISTA,COCHISE,85635,YES,RN,PUBLIC,50,98%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
TOWNE MEADOWS ELEMENTARY SCHOOL,1101 N RECKER RD,HIGLEY,MARICOPA,85234,YES,RN,PUBLIC,76,96%,4%,100%,95%,5%,100%,97%,3%,100%,95%,1%,100%,97%,3%,100%,7%,0%,7%
TRAILSIDE POINT ELEMENTARY,7272 W VINEYARD RD,LAVEEN,MARICOPA,85339,NO,,PUBLIC,111,96%,2%,99%,93%,3%,96%,93%,3%,96%,96%,3%,100%,99%,1%,100%,3%,0%,1%
TRES RIOS ELEMENTARY SCHOOL,5025 S 103RD AVE,TOLLESON,MARICOPA,85353,YES,LPN,PUBLIC,73,97%,0%,100%,97%,0%,100%,100%,0%,100%,97%,0%,100%,100%,0%,100%,0%,0%,0%
TRI-CITY CHRISTIAN ACADEMY,2211 W GERMANN RD,CHANDLER,MARICOPA,85286,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TRINITY CHRISTIAN SCHOOL,1071 MOGOLLON RD,PRESCOTT,YAVAPAI,86301,NO,,PRIVATE,28,79%,21%,100%,79%,21%,100%,79%,21%,100%,79%,21%,100%,82%,18%,100%,21%,0%,18%
TRINITY LUTHERAN ELEMENTARY SCHOOL,830 PLAZA CIR,LITCHFIELD PARK,MARICOPA,85340,NO,,PRIVATE,32,91%,9%,100%,91%,9%,100%,91%,9%,100%,88%,13%,100%,91%,9%,100%,13%,0%,9%
TRIUMPHANT LEARNING CENTER,201 E MAIN ST,SAFFORD,GRAHAM,85546,NO,,CHARTER,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TSAILE ELEMENTARY SCHOOL,RTE 12,TSAILE,APACHE,86556,NO,,PUBLIC,62,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,100%,0%,100%,0%,0%,0%
TSINAABAAS HABITIIN ELEMENTARY SCHOOL,"HWY 89, 2 MILES EAST OF GAP TRADING POST",TUBA CITY,COCONINO,86045,NO,,PUBLIC,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TUBA CITY ELEMENTARY SCHOOL,MAPLE STREET,TUBA CITY,COCONINO,86045,NO,,PUBLIC,66,98%,0%,98%,98%,0%,100%,94%,0%,94%,100%,0%,100%,98%,0%,98%,0%,0%,0%
TUCSON COMMUNITY SCHOOL,2109 E HEDRICK DR,TUCSON,PIMA,85719,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
