SCHOOL NAME,ADDRESS,CITY,COUNTY,ZIP,SCHOOL NURSE,SCHOOL NURSE TYPE,SCHOOL TYPE,ENROLLED,% IMMUNE DTAP,% EXEMPT DTAP,% COMPLIANCE DTAP,% IMMUNE POLIO,% EXEMPT POLIO,% COMPLIANCE POLIO,% IMMUNE MMR,% EXEMPT MMR,% COMPLIANCE MMR,% IMMUNE HEP B,% EXEMPT HEP B,% COMPLIANCE HEP B,% IMMUNE VAR,% EXEMPT VAR,% COMPLIANCE VAR,% PBE,% MEDICAL EXEMPT,% PBE ALL
LOS NINOS ELEMENTARY SCHOOL,5445 S ALVERNON WAY,TUCSON,PIMA,85706,YES,RN,PUBLIC,52,100%,0%,100%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
INCA ELEMENTARY SCHOOL,236000 W DURANGO ST,BUCKEYE,MARICOPA,85326,NO,,PUBLIC,63,87%,8%,95%,87.3%,7.9%,95.2%,90.5%,7.9%,98.4%,92.1%,7.9%,100.0%,100.0%,0.0%,100.0%,7.9%,0.0%,0.0%
BUCKEYE PRIMARY SCHOOL,210 S 6TH ST,BUCKEYE,MARICOPA,85326,NO,,PUBLIC,126,85%,10%,94%,89.7%,9.5%,99.2%,85.7%,9.5%,95.2%,90.5%,9.5%,100.0%,90.5%,9.5%,100.0%,9.5%,0.0%,9.5%
MADISON TRADITIONAL ACADEMY,925 E MARYLAND AVE,PHOENIX,MARICOPA,85014,NO,,PUBLIC,69,99%,1%,100%,98.6%,1.4%,100.0%,98.6%,1.4%,100.0%,97.1%,2.9%,100.0%,98.6%,1.4%,100.0%,4.3%,0.0%,0.0%
MADISON CAMELVIEW ELEMENTARY,2002 E CAMPBELL AVE,PHOENIX,MARICOPA,85016,NO,,PUBLIC,118,88%,7%,97%,89.8%,5.9%,98.3%,90.7%,5.1%,97.5%,90.7%,6.8%,98.3%,93.2%,6.8%,100.0%,6.8%,0.0%,2.5%
MADISON RICHARD SIMIS SCHOOL,7302 N 10TH ST,PHOENIX,MARICOPA,85020,YES,RN,PUBLIC,175,97%,3%,100%,95.4%,4.0%,99.4%,95.4%,4.0%,99.4%,96.0%,3.4%,99.4%,96.0%,4.0%,100.0%,4.0%,0.0%,2.9%
MADISON ROSE LANE SCHOOL,1155 E ROSE LN,PHOENIX,MARICOPA,85014,YES,RN,PUBLIC,146,90%,7%,100%,91.1%,6.8%,100.0%,93.2%,6.8%,100.0%,93.8%,6.2%,100.0%,93.8%,6.2%,100.0%,6.8%,0.0%,6.2%
LOS AMIGOS ELEMENTARY SCHOOL,2200 E DREXEL RD,TUCSON,PIMA,85706,YES,RN,PUBLIC,89,99%,1%,100%,98.9%,1.1%,100.0%,98.9%,1.1%,100.0%,98.9%,1.1%,100.0%,97.8%,1.1%,98.9%,1.1%,0.0%,1.1%
MADISON HEIGHTS ELEMENTARY SCHOOL,7150 N 22ND ST,PHOENIX,MARICOPA,85020,NO,,PUBLIC,117,89%,1%,90%,88.0%,0.9%,88.9%,89.7%,0.9%,90.6%,92.3%,0.9%,93.2%,96.6%,0.9%,97.4%,0.9%,0.0%,0.0%
GLENDALE LANDMARK MIDDLE SCHOOL,5730 W MYRTLE AVE,GLENDALE,MARICOPA,85301,YES,LPN,PUBLIC,67,87%,0%,87%,88.1%,0.0%,88.1%,85.1%,0.0%,85.1%,91.0%,0.0%,91.0%,94.0%,0.0%,94.0%,1.5%,0.0%,1.5%
HAROLD W SMITH SCHOOL,6534 N 63RD AVE,GLENDALE,MARICOPA,85301,YES,RN,PUBLIC,75,85%,0%,85%,86.7%,0.0%,86.7%,81.3%,0.0%,81.3%,92.0%,0.0%,92.0%,96.0%,0.0%,96.0%,5.3%,0.0%,5.3%
WILLIAM C JACK SCHOOL,6600 W MISSOURI AVE,GLENDALE,MARICOPA,85301,NO,,PUBLIC,106,94%,2%,96%,93.4%,1.9%,95.3%,93.4%,1.9%,95.3%,95.3%,1.9%,97.2%,96.2%,1.9%,98.1%,1.9%,0.0%,1.9%
DON MENSENDICK SCHOOL,5535 N. 67TH AVE,GLENDALE,MARICOPA,85301,NO,,PUBLIC,54,91%,4%,94%,90.7%,3.7%,94.4%,92.6%,3.7%,96.3%,92.6%,3.7%,96.3%,92.6%,3.7%,96.3%,3.7%,0.0%,3.7%
GLENN F BURTON SCHOOL,4801 W MARYLAND AVE,GLENDALE,MARICOPA,85301,NO,,PUBLIC,64,95%,0%,95%,96.9%,0.0%,96.9%,95.3%,0.0%,95.3%,98.4%,0.0%,98.4%,98.4%,0.0%,98.4%,4.7%,0.0%,4.7%
GLENDALE AMERICAN SCHOOL,8530 N 55TH AVE,GLENDALE,MARICOPA,85302,NO,,PUBLIC,62,85%,0%,85%,85.5%,0.0%,85.5%,87.1%,0.0%,87.1%,91.9%,0.0%,91.9%,91.9%,0.0%,91.9%,1.6%,0.0%,1.6%
HORIZON SCHOOL,8520 N 47TH AVE,GLENDALE,MARICOPA,85302,YES,RN,PUBLIC,96,90%,0%,90%,93.8%,0.0%,93.8%,91.7%,0.0%,91.7%,94.8%,0.0%,94.8%,100.0%,0.0%,100.0%,6.3%,0.0%,0.0%
CHALLENGER MIDDLE SCHOOL,6905 W MARYLAND AVE,GLENDALE,MARICOPA,85303,NO,,PUBLIC,93,94%,0%,94%,95.7%,0.0%,95.7%,93.5%,0.0%,93.5%,94.6%,0.0%,94.6%,98.9%,0.0%,98.9%,0.0%,0.0%,0.0%
BICENTENNIAL SOUTH SCHOOL,7240 W COLTER ST,GLENDALE,MARICOPA,85303,YES,RN,PUBLIC,94,97%,2%,99%,96.8%,2.1%,98.9%,97.9%,2.1%,100.0%,96.8%,2.1%,98.9%,97.9%,2.1%,100.0%,2.1%,0.0%,2.1%
DISCOVERY SCHOOL,7910 W MARYLAND AVE,GLENDALE,MARICOPA,85303,YES,LPN,PUBLIC,51,96%,0%,96%,96.1%,0.0%,96.1%,98.0%,0.0%,98.0%,98.0%,0.0%,98.0%,100.0%,0.0%,100.0%,3.9%,2.0%,3.9%
DESERT SPIRIT,7355 W ORANGEWOOD AVE,GLENDALE,MARICOPA,85303,NO,,PUBLIC,69,96%,1%,97%,95.7%,2.9%,98.6%,94.2%,1.4%,95.7%,98.6%,1.4%,100.0%,95.7%,1.4%,97.1%,1.4%,0.0%,1.4%
SUNSET VISTA ELEMENTARY,7775 W ORANGEWOOD AVE,GLENDALE,MARICOPA,85303,YES,LPN,PUBLIC,69,88%,0%,88%,88.4%,0.0%,88.4%,89.9%,0.0%,89.9%,92.8%,0.0%,92.8%,95.7%,0.0%,95.7%,0.0%,1.4%,0.0%
MICHAEL ANDERSON SCHOOL,45 S 3RD AVE,AVONDALE,MARICOPA,85323,YES,LPN,PUBLIC,82,82%,4%,85%,89.0%,3.7%,92.7%,85.4%,3.7%,89.0%,93.9%,3.7%,97.6%,95.1%,3.7%,98.8%,3.7%,0.0%,3.7%
MISSION MANOR ELEMENTARY SCHOOL,600 W SANTA ROSA ST,TUCSON,PIMA,85706,YES,RN,PUBLIC,65,100%,0%,100%,100.0%,0.0%,100.0%,98.5%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
WILDFLOWER ACCELERATED ACADEMY,325 S WILDFLOWER DR,GOODYEAR,MARICOPA,85338,YES,RN,PUBLIC,94,85%,2%,87%,84.0%,2.1%,88.3%,85.1%,2.1%,89.4%,93.6%,2.1%,97.9%,94.7%,2.1%,98.9%,2.1%,0.0%,2.1%
DESERT STAR SCHOOL,2131 S 157TH AVE,GOODYEAR,MARICOPA,85338,YES,LPN,PUBLIC,61,84%,0%,84%,85.2%,0.0%,85.2%,85.2%,0.0%,85.2%,91.8%,0.0%,91.8%,95.1%,0.0%,95.1%,1.6%,0.0%,1.6%
DESERT THUNDER SCHOOL,16750 W GARFIELD ST,GOODYEAR,MARICOPA,85338,YES,LPN,PUBLIC,114,91%,8%,100%,91.2%,7.9%,100.0%,92.1%,7.9%,100.0%,92.1%,7.0%,100.0%,97.4%,2.6%,100.0%,7.9%,0.0%,7.9%
COPPER TRAILS ELEMENTARY,16875 WEST CANYON TRAILS BLVD,GOODYEAR,MARICOPA,85338,YES,LPN,PUBLIC,72,97%,3%,100%,97.2%,2.8%,100.0%,97.2%,2.8%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,2.8%,0.0%,0.0%
CENTERRA MIRAGE ELEMENTARY,15151 WEST CENTERRA DRIVE SOUTH,GOODYEAR,MARICOPA,85338,YES,LPN,PUBLIC,57,89%,11%,100%,89.5%,10.5%,100.0%,89.5%,10.5%,100.0%,93.0%,7.0%,100.0%,93.0%,7.0%,100.0%,10.5%,0.0%,7.0%
FOWLER ELEMENTARY SCHOOL,6707 W VAN BUREN ST,PHOENIX,MARICOPA,85043,YES,RN,PUBLIC,56,100%,0%,100%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
SUNRIDGE ELEMENTARY SCHOOL,6244 W ROOSEVELT ST,PHOENIX,MARICOPA,85043,NO,,PUBLIC,56,96%,2%,100%,96.4%,1.8%,100.0%,96.4%,1.8%,100.0%,96.4%,1.8%,100.0%,98.2%,1.8%,100.0%,1.8%,0.0%,1.8%
SUMMIT VIEW ELEMENTARY,1900 E SUMMIT ST,TUCSON,PIMA,85756,YES,RN,PUBLIC,50,100%,0%,100%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
SUN CANYON ELEMENTARY SCHOOL,8150 W DURANGO ST,PHOENIX,MARICOPA,85043,YES,RN,PUBLIC,99,85%,2%,91%,93.9%,0.0%,96.0%,93.9%,2.0%,97.0%,96.0%,2.0%,99.0%,97.0%,2.0%,99.0%,2.0%,0.0%,1.0%
WESTERN VALLEY ELEMENTARY SCHOOL,6250 W DURANGO ST,PHOENIX,MARICOPA,85043,YES,RN,PUBLIC,69,88%,3%,96%,89.9%,1.4%,95.7%,89.9%,2.9%,95.7%,91.3%,0.0%,95.7%,98.6%,1.4%,100.0%,4.3%,0.0%,0.0%
TUSCANO ELEMENTARY SCHOOL,3850 S 79TH AVE,PHOENIX,MARICOPA,85043,YES,RN,PUBLIC,103,96%,2%,99%,96.1%,1.9%,98.1%,96.1%,1.9%,98.1%,98.1%,1.9%,100.0%,98.1%,1.9%,100.0%,2.9%,0.0%,0.0%
ARLINGTON ELEMENTARY SCHOOL,9410 S 355TH AVE,ARLINGTON,MARICOPA,85322,NO,,PUBLIC,27,81%,7%,89%,85.2%,7.4%,92.6%,85.2%,7.4%,92.6%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,7.4%,0.0%,0.0%
PALO VERDE ELEMENTARY SCHOOL,10700 S PALO VERDE RD,PALO VERDE,MARICOPA,85343,NO,,PUBLIC,51,96%,4%,100%,96.1%,3.9%,100.0%,96.1%,3.9%,100.0%,94.1%,5.9%,100.0%,100.0%,0.0%,100.0%,5.9%,0.0%,3.9%
LAVEEN ELEMENTARY SCHOOL,4141 W MCNEIL STREET,LAVEEN,MARICOPA,85339,NO,,PUBLIC,68,90%,3%,94%,89.7%,2.9%,94.1%,89.7%,2.9%,94.1%,95.6%,2.9%,100.0%,95.6%,2.9%,98.5%,2.9%,0.0%,2.9%
MAURICE C CASH SCHOOL,3851 W ROESER RD,PHOENIX,MARICOPA,85041,YES,LPN,PUBLIC,88,97%,1%,98%,97.7%,1.1%,98.9%,97.7%,1.1%,98.9%,98.9%,1.1%,100.0%,98.9%,1.1%,100.0%,1.1%,0.0%,1.1%
VISTA DEL SUR TRADITIONAL SCHOOL,3908 W SOUTH MOUNTAIN AVE,LAVEEN,MARICOPA,85339,NO,,PUBLIC,116,94%,5%,100%,94.8%,5.2%,100.0%,94.8%,5.2%,100.0%,95.7%,3.4%,100.0%,95.7%,4.3%,100.0%,5.2%,0.0%,3.4%
CHEATHAM ELEMENTARY SCHOOL,4725 W SOUTH MOUNTAIN AVE,LAVEEN,MARICOPA,85339,YES,LPN,PUBLIC,63,76%,16%,92%,82.5%,15.9%,98.4%,82.5%,15.9%,98.4%,85.7%,12.7%,98.4%,84.1%,12.7%,96.8%,14.3%,0.0%,7.9%
RIVERA ELEMENTARY,5102 S CHERRY AVE,TUCSON,PIMA,85706,YES,RN,PUBLIC,58,97%,0%,98%,94.8%,0.0%,98.3%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
TRAILSIDE POINT ELEMENTARY,7275 W VINEYARD RD,LAVEEN,MARICOPA,85339,NO,,PUBLIC,94,91%,5%,97%,93.6%,5.3%,98.9%,90.4%,5.3%,95.7%,94.7%,5.3%,100.0%,94.7%,5.3%,100.0%,6.4%,0.0%,5.3%
DESERT MEADOWS ELEMENTARY SCHOOL,6855 W MEADOWS LOOP E,LAVEEN,MARICOPA,85339,NO,,PUBLIC,63,97%,2%,100%,96.8%,1.6%,100.0%,96.8%,1.6%,100.0%,96.8%,1.6%,100.0%,98.4%,1.6%,100.0%,1.6%,0.0%,1.6%
ROGERS RANCH SCHOOL,6735 S 47TH AVE,LAVEEN,MARICOPA,85339,NO,,PUBLIC,107,95%,3%,98%,95.3%,2.8%,98.1%,96.3%,2.8%,99.1%,97.2%,1.9%,99.1%,98.1%,1.9%,100.0%,2.8%,0.0%,1.9%
PASEO POINTE SCHOOL,8800 S 55TH AVE,LAVEEN,MARICOPA,85339,NO,,PUBLIC,129,98%,2%,99%,98.4%,1.6%,100.0%,98.4%,1.6%,100.0%,97.7%,1.6%,99.2%,98.4%,1.6%,100.0%,1.6%,0.0%,1.6%
UNION ELEMENTARY SCHOOL,3834 S 91ST AVE,TOLLESON,MARICOPA,85353,YES,RN,PUBLIC,108,94%,6%,100%,94.4%,5.6%,100.0%,94.4%,5.6%,100.0%,94.4%,5.6%,100.0%,94.4%,5.6%,100.0%,5.6%,0.0%,0.0%
DOS RIOS ELEMENTARY,2150 S 87TH AVE,TOLLESON,MARICOPA,85353,NO,,PUBLIC,59,97%,3%,100%,98.3%,1.7%,100.0%,96.6%,3.4%,100.0%,98.3%,1.7%,100.0%,100.0%,0.0%,100.0%,3.4%,0.0%,3.4%
LITTLETON ELEMENTARY SCHOOL,1252 S 115TH AVE,CASHION,MARICOPA,85323,YES,RN,PUBLIC,81,99%,1%,100%,98.8%,1.2%,100.0%,97.5%,1.2%,100.0%,98.8%,1.2%,100.0%,98.8%,1.2%,100.0%,1.2%,0.0%,1.2%
COLLIER ELEMENTARY SCHOOL,350 S 118TH AVE,AVONDALE,MARICOPA,85323,YES,LPN,PUBLIC,83,96%,4%,100%,96.4%,3.6%,100.0%,96.4%,3.6%,100.0%,96.4%,3.6%,100.0%,96.4%,3.6%,100.0%,3.6%,0.0%,3.6%
COLLIER ELEMENTARY SCHOOL,3900 N BEAR CANYON RD,TUCSON,PIMA,85749,YES,RN,PUBLIC,23,100%,0%,100%,100.0%,0.0%,100.0%,95.7%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
SANTA CLARA ELEMENTARY SCHOOL,6910 S SANTA CLARA AVE,TUCSON,PIMA,85756,YES,RN,PUBLIC,60,97%,0%,98%,98.3%,0.0%,98.3%,98.3%,0.0%,98.3%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
COUNTRY PLACE ELEMENTARY,10207 W COUNTRY PLACE BLVD,TOLLESON,MARICOPA,85353,NO,,PUBLIC,86,93%,3%,100%,94.2%,3.5%,100.0%,96.5%,3.5%,100.0%,95.3%,2.3%,100.0%,97.7%,2.3%,100.0%,3.5%,0.0%,1.2%
ESTRELLA VISTA ELEMENTARY,11905 W COCOPAH CIR,AVONDALE,MARICOPA,85323,NO,,PUBLIC,82,95%,4%,100%,95.1%,3.7%,100.0%,96.3%,3.7%,100.0%,95.1%,3.7%,100.0%,96.3%,3.7%,100.0%,3.7%,0.0%,3.7%
TRES RIOS ELEMENTARY SCHOOL,5025 S 103RD AVE,TOLLESON,MARICOPA,85353,NO,,PUBLIC,71,94%,3%,97%,94.4%,2.8%,97.2%,95.8%,2.8%,98.6%,95.8%,2.8%,98.6%,95.8%,2.8%,98.6%,2.8%,0.0%,2.8%
FINE ARTS ACADEMY,1700 S. 103RD AVE,TOLLESON,MARICOPA,85353,YES,RN,PUBLIC,83,98%,1%,100%,97.6%,1.2%,100.0%,97.6%,1.2%,100.0%,97.6%,1.2%,100.0%,98.8%,1.2%,100.0%,1.2%,0.0%,1.2%
CESAR E CHAVEZ COMMUNITY SCHOOL,4001 S 3RD ST,PHOENIX,MARICOPA,85040,NO,,PUBLIC,53,98%,2%,100%,98.1%,1.9%,100.0%,98.1%,1.9%,100.0%,98.1%,1.9%,100.0%,98.1%,1.9%,100.0%,1.9%,0.0%,1.9%
SUNLAND ELEMENTARY SCHOOL,5401 S 7TH AVE,PHOENIX,MARICOPA,85041,NO,,PUBLIC,41,93%,0%,93%,95.1%,0.0%,95.1%,95.1%,0.0%,100.0%,92.7%,0.0%,92.7%,100.0%,0.0%,100.0%,2.4%,0.0%,0.0%
VALLEY VIEW SCHOOL,8220 S 7TH AVE,PHOENIX,MARICOPA,85041,NO,,PUBLIC,49,88%,12%,100%,87.8%,12.2%,100.0%,87.8%,12.2%,100.0%,87.8%,12.2%,100.0%,87.8%,12.2%,100.0%,12.2%,0.0%,12.2%
C J JORGENSEN SCHOOL,1701 W ROESER RD,PHOENIX,MARICOPA,85041,YES,RN,PUBLIC,25,96%,0%,100%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
IRENE LOPEZ SCHOOL,4610 S. 12TH ST,PHOENIX,MARICOPA,85040,YES,RN,PUBLIC,37,97%,0%,100%,100.0%,0.0%,100.0%,97.3%,0.0%,100.0%,100.0%,0.0%,100.0%,97.3%,0.0%,97.3%,0.0%,0.0%,0.0%
MARTIN LUTHER KING JR ELEMENTARY SCHOOL,4615 S 22ND ST,PHOENIX,MARICOPA,85040,YES,LPN,CHARTER,66,80%,2%,100%,90.9%,1.5%,100.0%,93.9%,1.5%,100.0%,95.5%,1.5%,100.0%,98.5%,1.5%,100.0%,1.5%,0.0%,1.5%
T G BARR SCHOOL,2041 E VINEYARD RD,PHOENIX,MARICOPA,85042,YES,LPN,PUBLIC,36,97%,0%,97%,97.2%,0.0%,100.0%,91.7%,0.0%,94.4%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
V H LASSEN ELEMENTARY SCHOOL,909 W VINEYARD RD,PHOENIX,MARICOPA,85041,NO,,PUBLIC,21,95%,0%,100%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
JOHN F KENNEDY ELEMENTARY SCHOOL,6825 S 10TH ST,PHOENIX,MARICOPA,85042,NO,,PUBLIC,77,100%,0%,100%,97.4%,0.0%,97.4%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
IGNACIO CONCHOS ELEMENTARY SCHOOL,1718 W. VINEYARD RD,PHOENIX,MARICOPA,85041,YES,LPN,PUBLIC,38,100%,0%,100%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
JOHN R DAVIS SCHOOL,6209 S 15TH AVE,PHOENIX,MARICOPA,85041,NO,,PUBLIC,35,91%,0%,94%,91.4%,0.0%,94.3%,91.4%,0.0%,94.3%,91.4%,0.0%,94.3%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
MAXINE O BUSH ELEMENTARY SCHOOL,602 E SIESTA WAY,PHOENIX,MARICOPA,85042,YES,RN,PUBLIC,29,90%,7%,100%,93.1%,6.9%,100.0%,93.1%,6.9%,100.0%,93.1%,6.9%,100.0%,93.1%,6.9%,100.0%,6.9%,0.0%,6.9%
SOUTHWEST ELEMENTARY SCHOOL,1111 W DOBBINS RD,PHOENIX,MARICOPA,85041,NO,,PUBLIC,63,92%,2%,100%,98.4%,1.6%,100.0%,98.4%,1.6%,100.0%,98.4%,1.6%,100.0%,100.0%,0.0%,100.0%,1.6%,0.0%,1.6%
ED & VERMA PASTOR ELEMENTARY SCHOOL,2101 W ALTA VISTA RD,PHOENIX,MARICOPA,85041,YES,LPN,PUBLIC,38,100%,0%,100%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
CLOVES C CAMPBELL SR ELEMENTARY SCHOOL,2624 E S MOUNTAIN AVE,PHOENIX,MARICOPA,85042,YES,LPN,PUBLIC,40,88%,8%,95%,87.5%,7.5%,95.0%,87.5%,7.5%,95.0%,87.5%,7.5%,95.0%,87.5%,7.5%,95.0%,7.5%,0.0%,7.5%
BERNARD BLACK ELEMENTARY,6550 S 27TH AVE,PHOENIX,MARICOPA,85041,YES,RN,PUBLIC,55,80%,0%,80%,81.8%,0.0%,81.8%,81.8%,0.0%,81.8%,85.5%,0.0%,85.5%,92.7%,0.0%,92.7%,0.0%,0.0%,0.0%
ALHAMBRA TRADITIONAL SCHOOL,5725 N 27TH AVE,PHOENIX,MARICOPA,85017,YES,LPN,PUBLIC,72,90%,4%,94%,91.7%,4.2%,95.8%,93.1%,4.2%,97.2%,94.4%,4.2%,98.6%,95.8%,4.2%,100.0%,4.2%,0.0%,4.2%
JAMES W. RICE ELEMENTARY SCHOOL,4530 WEST CAMPBELL AVENUE,PHOENIX,MARICOPA,85031,YES,RN,PUBLIC,73,99%,0%,100%,98.6%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
BARCELONA ELEMENTARY SCHOOL,6530 N 44TH AVE,GLENDALE,MARICOPA,85301,YES,RN,PUBLIC,84,88%,5%,93%,91.7%,4.8%,96.4%,92.9%,4.8%,97.6%,96.4%,3.6%,100.0%,96.4%,3.6%,100.0%,4.8%,0.0%,3.6%
CAROL G. PECK ELEMENTARY SCHOOL,5810 N 49TH AVE,GLENDALE,MARICOPA,85301,NO,,PUBLIC,75,89%,3%,92%,90.7%,2.7%,93.3%,82.7%,2.7%,86.7%,88.0%,2.7%,93.3%,96.0%,2.7%,98.7%,2.7%,0.0%,2.7%
CATALINA VENTURA SCHOOL,6331 N 39TH AVE,PHOENIX,MARICOPA,85019,NO,,PUBLIC,76,89%,8%,97%,92.1%,7.9%,100.0%,92.1%,7.9%,100.0%,92.1%,7.9%,100.0%,92.1%,7.9%,100.0%,5.3%,2.6%,0.0%
CORDOVA ELEMENTARY SCHOOL,5631 N 35TH AVE,PHOENIX,MARICOPA,85017,YES,LPN,PUBLIC,67,99%,0%,100%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
GRANADA PRIMARY SCHOOL,3232 W CAMPBELL AVE,PHOENIX,MARICOPA,85017,NO,,PUBLIC,150,93%,1%,93%,98.0%,0.7%,98.7%,96.7%,0.7%,97.3%,98.7%,0.7%,99.3%,99.3%,0.7%,100.0%,0.7%,0.0%,0.7%
SEVILLA PRIMARY SCHOOL,3801 W MISSOURI AVE,PHOENIX,MARICOPA,85019,YES,LPN,PUBLIC,130,99%,0%,100%,99.2%,0.0%,100.0%,99.2%,0.0%,99.2%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
WESTWOOD PRIMARY SCHOOL-85015,4711 N 23RD AVE,PHOENIX,MARICOPA,85015,NO,,PUBLIC,124,86%,2%,89%,90.3%,2.4%,92.7%,94.4%,2.4%,96.8%,94.4%,2.4%,96.8%,97.6%,2.4%,100.0%,2.4%,0.0%,2.4%
MADRID NEIGHBORHOOD SCHOOL,3736 W OSBORN RD,PHOENIX,MARICOPA,85019,NO,,PUBLIC,54,100%,0%,100%,98.1%,1.9%,100.0%,98.1%,1.9%,100.0%,100.0%,0.0%,100.0%,98.1%,1.9%,100.0%,1.9%,0.0%,0.0%
VALENCIA NEW COMER SCHOOL,3802 W MARYLAND AVE,PHOENIX,MARICOPA,85019,YES,LPN,PUBLIC,<20,65%,0%,65%,70.6%,0.0%,70.6%,94.1%,0.0%,94.1%,82.4%,0.0%,82.4%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
LITCHFIELD ELEMENTARY SCHOOL,13825 W WIGWAM BLVD,LITCHFIELD PARK,MARICOPA,85340,YES,LPN,PUBLIC,98,94%,3%,97%,93.9%,3.1%,96.9%,92.9%,3.1%,95.9%,95.9%,3.1%,99.0%,96.9%,3.1%,100.0%,4.1%,0.0%,3.1%
OCOTILLO ELEMENTARY SCHOOL,5702 S CAMPBELL AVE,TUCSON,PIMA,85706,YES,RN,PUBLIC,84,98%,0%,100%,100.0%,0.0%,100.0%,97.6%,1.2%,98.8%,97.6%,2.4%,100.0%,98.8%,1.2%,100.0%,2.4%,0.0%,1.2%
SCOTT L LIBBY ELEMENTARY SCHOOL,18701 W THOMAS RD,LITCHFIELD PARK,MARICOPA,85340,YES,LPN,PUBLIC,67,88%,3%,91%,89.6%,3.0%,92.5%,86.6%,3.0%,89.6%,92.5%,3.0%,95.5%,97.0%,3.0%,100.0%,3.0%,0.0%,3.0%
PALM VALLEY ELEMENTARY,2801 N 135TH AVE,AVONDALE,MARICOPA,85340,YES,LPN,PUBLIC,91,90%,9%,100%,90.1%,8.8%,100.0%,90.1%,7.7%,97.8%,91.2%,7.7%,100.0%,93.4%,5.5%,98.9%,8.8%,0.0%,5.5%
RANCHO SANTA FE ELEMENTARY SCHOOL,2150 RANCHO SANTA FE BLVD,AVONDALE,MARICOPA,85323,YES,RN,PUBLIC,89,87%,7%,93%,85.4%,6.7%,93.3%,85.4%,6.7%,92.1%,86.5%,6.7%,93.3%,89.9%,6.7%,97.8%,5.6%,1.1%,4.5%
CORTE SIERRA ELEMENTARY SCHOOL,3300 N SANTE FE TRAIL,AVONDALE,MARICOPA,85392,YES,RN,PUBLIC,81,90%,7%,98%,90.1%,7.4%,97.5%,90.1%,7.4%,97.5%,91.4%,7.4%,98.8%,91.4%,8.6%,100.0%,8.6%,0.0%,7.4%
DREAMING SUMMIT ELEMENTARY,13335 W MISSOURI AVE,LITCHFIELD PARK,MARICOPA,85340,YES,RN,PUBLIC,108,93%,4%,99%,92.6%,3.7%,98.1%,92.6%,3.7%,97.2%,96.3%,3.7%,100.0%,96.3%,3.7%,100.0%,3.7%,0.0%,3.7%
BARBARA B ROBEY ELEMENTARY - 85340,5340 N WIGWAM CREEK BLVD,LITCHFIELD PARK,MARICOPA,85340,YES,LPN,PUBLIC,91,96%,0%,96%,95.6%,0.0%,95.6%,95.6%,0.0%,95.6%,97.8%,0.0%,97.8%,100.0%,0.0%,100.0%,0.0%,1.1%,0.0%
VERRADO ELEMENTARY SCHOOL - W SUNRISE LN,20873 W SUNRISE LN,BUCKEYE,MARICOPA,85396,YES,LPN,PUBLIC,145,97%,3%,100%,96.6%,3.4%,100.0%,96.6%,3.4%,100.0%,96.6%,3.4%,100.0%,96.6%,3.4%,100.0%,3.4%,0.0%,3.4%
