SCHOOL NAME,ADDRESS,CITY,COUNTY,ZIP,SCHOOL NURSE,SCHOOL NURSE TYPE,SCHOOL TYPE,ENROLLED,% IMMUNE DTAP,% EXEMPT DTAP,% COMPLIANCE DTAP,% IMMUNE POLIO,% EXEMPT POLIO,% COMPLIANCE POLIO,% IMMUNE MMR,% EXEMPT MMR,% COMPLIANCE MMR,% IMMUNE HEP B,% EXEMPT HEP B,% COMPLIANCE HEP B,% IMMUNE VAR,% EXEMPT VAR,% COMPLIANCE VAR,% PBE,% MEDICAL EXEMPT,% PBE ALL
DESERT CHRISTIAN K-8 SCHOOL,9415 E WRIGHTSTOWN RD,TUCSON,PIMA,85715,NO,,PRIVATE,25,92.0%,8.0%,100.0%,92.0%,8.0%,100.0%,92.0%,8.0%,100.0%,92.0%,8.0%,100.0%,92.0%,8.0%,100.0%,8.0%,0.0%,8.0%
DESERT COVE ELEMENTARY SCHOOL,11020 N 28TH ST,PHOENIX,MARICOPA,85028,YES,RN,CHARTER,71,93.0%,4.2%,97.2%,95.8%,4.2%,100.0%,90.1%,5.6%,95.8%,91.5%,4.2%,95.8%,94.4%,5.6%,100.0%,5.6%,0.0%,5.6%
DESERT GARDEN ELEMENTARY SCHOOL,7020 W OCOTILLO RD,GLENDALE,MARICOPA,85303,YES,LPN,PUBLIC,157,95.5%,1.9%,98.1%,96.2%,1.9%,98.7%,97.5%,1.9%,99.4%,96.8%,1.9%,99.4%,98.1%,1.9%,100.0%,1.9%,0.0%,1.9%
DESERT GARDEN MONTESSORI,5130 E WARNER RD,PHOENIX,MARICOPA,85044,NO,,PRIVATE,26,76.9%,0.0%,92.3%,76.9%,0.0%,92.3%,76.9%,0.0%,92.3%,80.8%,0.0%,92.3%,92.3%,0.0%,92.3%,0.0%,0.0%,0.0%
DESERT HARBOR ELEMENTARY SCHOOL,15585 N 91ST AVE,PEORIA,MARICOPA,,YES,RN,CHARTER,78,97.4%,0.0%,97.4%,100.0%,0.0%,100.0%,96.2%,0.0%,96.2%,98.7%,0.0%,98.7%,97.4%,1.3%,98.7%,1.3%,0.0%,0.0%
DESERT HORIZON ELEMENTARY SCHOOL,8525 W OSBORN RD,PHOENIX,MARICOPA,85037,NO,,PUBLIC,97,99.0%,0.0%,99.0%,99.0%,0.0%,99.0%,99.0%,0.0%,99.0%,99.0%,0.0%,99.0%,99.0%,0.0%,99.0%,0.0%,0.0%,0.0%
DESERT MARIGOLD SCHOOL,6210 S 28TH ST,PHOENIX,MARICOPA,85042,NO,,CHARTER,36,50.0%,44.4%,94.4%,50.0%,44.4%,94.4%,50.0%,44.4%,94.4%,61.1%,36.1%,97.2%,58.3%,41.7%,100.0%,44.4%,0.0%,36.1%
DESERT MEADOWS ELEMENTARY SCHOOL,6855 W MEADOWS LOOP E,LAVEEN,MARICOPA,85339,YES,RN,PUBLIC,98,90.8%,9.2%,100.0%,90.8%,9.2%,100.0%,90.8%,9.2%,100.0%,91.8%,8.2%,100.0%,91.8%,8.2%,100.0%,9.2%,0.0%,8.2%
DESERT MESA ELEMENTARY SCHOOL,2350 S AVENUE 7 1/2 E,YUMA,YUMA,,YES,RN,PUBLIC,119,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
DESERT MIRAGE ELEMENTARY SCHOOL,8605 W MARYLAND AVE,GLENDALE,MARICOPA,85305,NO,,PUBLIC,90,95.6%,2.2%,100.0%,97.8%,0.0%,100.0%,100.0%,0.0%,100.0%,96.7%,2.2%,100.0%,100.0%,0.0%,100.0%,2.2%,0.0%,0.0%
DESERT MOUNTAIN ELEMENTARY,22301 S HAWES RD,QUEEN CREEK,MARICOPA,85242,YES,RN,PUBLIC,110,90.9%,7.3%,100.0%,90.9%,8.2%,100.0%,90.0%,10.0%,100.0%,91.8%,7.3%,100.0%,96.4%,3.6%,100.0%,12.7%,0.0%,2.7%
DESERT MOUNTAIN SCHOOL,35959 NORTH 7TH AVENUE,PHOENIX,MARICOPA,85086,YES,RN,PUBLIC,63,88.9%,11.1%,100.0%,90.5%,9.5%,100.0%,88.9%,11.1%,100.0%,87.3%,12.7%,100.0%,90.5%,9.5%,100.0%,12.7%,0.0%,12.7%
DESERT OASIS ELEMENTARY SCHOOL-85037,8802 W MCDOWELL RD,PHOENIX,MARICOPA,85037,NO,,PUBLIC,82,95.1%,N/A,100.0%,96.3%,1.2%,100.0%,95.1%,1.2%,100.0%,97.6%,1.2%,100.0%,98.8%,1.2%,100.0%,1.2%,0.0%,1.2%
DESERT OASIS ELEMENTARY SCHOOL-85387,17161 W BAJADA RD,SURPRISE,MARICOPA,85387,NO,,PUBLIC,38,94.7%,N/A,100.0%,94.7%,2.6%,100.0%,94.7%,2.6%,100.0%,97.4%,2.6%,100.0%,100.0%,0.0%,100.0%,2.6%,0.0%,2.6%
DESERT PALMS ELEMENTARY SCHOOL,11441 N 55TH AVE,GLENDALE,MARICOPA,85304,YES,LPN,PUBLIC,49,91.8%,4.1%,95.9%,91.8%,4.1%,95.9%,89.8%,4.1%,93.9%,95.9%,4.1%,100.0%,95.9%,4.1%,100.0%,4.1%,0.0%,4.1%
DESERT SAGE ELEMENTARY SCHOOL,4035 W ALAMEDA,GLENDALE,MARICOPA,85310,YES,RN,PUBLIC,105,92.4%,5.7%,99.0%,91.4%,5.7%,99.0%,92.4%,5.7%,99.0%,92.4%,5.7%,99.0%,93.3%,5.7%,99.0%,5.7%,0.0%,5.7%
DESERT SHADOWS ELEMENTARY SCHOOL,5902 E SWEETWATER AVE,SCOTTSDALE,MARICOPA,85254,YES,RN,PUBLIC,75,98.7%,1.3%,100.0%,96.0%,2.7%,98.7%,88.0%,9.3%,100.0%,93.3%,6.7%,100.0%,96.0%,4.0%,100.0%,10.7%,0.0%,6.7%
DESERT SHADOWS MIDDLE SCHOOL,340 BLVD DEL REY DAVID,NOGALES,SANTA CRUZ,85621,YES,RN,PUBLIC,47,95.7%,2.1%,100.0%,95.7%,2.1%,100.0%,95.7%,2.1%,100.0%,95.7%,2.1%,100.0%,97.9%,2.1%,100.0%,2.1%,0.0%,2.1%
DESERT SKY COMMUNITY SCHOOL,1350 S ARCADIA AVE,TUCSON,PIMA,85712,NO,,CHARTER,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DESERT SONORA ELEMENTARY SCHOOL,301 N CARLISLE AVE,SOMERTON,YUMA,85350,YES,RN,PUBLIC,97,97.9%,0.0%,100.0%,99.0%,0.0%,100.0%,97.9%,1.0%,100.0%,99.0%,0.0%,100.0%,100.0%,0.0%,100.0%,1.0%,0.0%,0.0%
DESERT SPIRIT,7355 W ORANGEWOOD AVE,GLENDALE,MARICOPA,85303,YES,RN,PUBLIC,69,95.7%,1.4%,100.0%,97.1%,1.4%,100.0%,95.7%,2.9%,100.0%,97.1%,1.4%,100.0%,98.6%,1.4%,100.0%,2.9%,0.0%,1.4%
DESERT SPRINGS ACADEMY,10129 E SPEEDWAY BLVD,TUCSON,PIMA,85748,NO,,CHARTER,200,25.0%,25.0%,75.0%,50.0%,25.0%,87.5%,50.0%,25.0%,87.5%,50.0%,25.0%,87.5%,75.0%,12.5%,87.5%,25.0%,50.0%,25.0%
DESERT SPRINGS PREPARATORY ELEMENTARY SCHOOL,6010 E ACOMA DR,SCOTTSDALE,MARICOPA,85254,YES,RN,PUBLIC,59,98.3%,1.7%,100.0%,98.3%,1.7%,100.0%,96.6%,3.4%,100.0%,98.3%,1.7%,100.0%,100.0%,0.0%,100.0%,6.8%,0.0%,0.0%
DESERT STAR ACADEMY,"5599 S HWY 95, UNIT 2",FORT MOHAVE,MOHAVE,,YES,LPN,CHARTER,42,92.9%,4.8%,100.0%,95.2%,4.8%,100.0%,95.2%,4.8%,100.0%,95.2%,4.8%,100.0%,95.2%,4.8%,100.0%,4.8%,0.0%,4.8%
DESERT STAR SCHOOL,2131 S 157TH AVE,GOODYEAR,MARICOPA,85338,YES,RN,PUBLIC,65,98.5%,1.5%,100.0%,98.5%,1.5%,100.0%,98.5%,1.5%,100.0%,98.5%,1.5%,100.0%,96.9%,1.5%,98.5%,1.5%,0.0%,1.5%
DESERT SUN CHILD DEVELOPMENT - KINDERGARTEN,1512 W ELLIOT RD,CHANDLER,MARICOPA,85224,NO,,PRIVATE,24,87.5%,8.3%,100.0%,87.5%,8.3%,100.0%,87.5%,8.3%,100.0%,87.5%,8.3%,100.0%,91.7%,8.3%,100.0%,8.3%,4.2%,8.3%
DESERT SUN ELEMENTARY SCHOOL,27880 N 64TH ST,SCOTTSDALE,MARICOPA,85266,NO,,PUBLIC,61,83.6%,16.4%,100.0%,82.0%,18.0%,100.0%,85.2%,14.8%,100.0%,85.2%,14.8%,100.0%,91.8%,8.2%,100.0%,19.7%,3.3%,6.6%
DESERT THUNDER SCHOOL,16750 W GARFIELD ST,GOODYEAR,MARICOPA,85338,YES,LPN,PUBLIC,99,90.9%,8.1%,100.0%,99.0%,0.0%,100.0%,92.9%,5.1%,100.0%,93.9%,5.1%,100.0%,100.0%,0.0%,100.0%,5.1%,3.0%,5.1%
DESERT TRAILS ELEMENTARY SCHOOL,4315 E CASHMAN DR,PHOENIX,MARICOPA,85050,YES,RN,PUBLIC,82,96.3%,3.7%,100.0%,96.3%,3.7%,100.0%,96.3%,3.7%,100.0%,95.1%,4.9%,100.0%,96.3%,3.7%,100.0%,3.7%,0.0%,3.7%
DESERT VALLEY ELEMENTARY,1066 MARINA BLVD,BULLHEAD CITY,MOHAVE,86442,NO,,PUBLIC,123,97.6%,0.0%,100.0%,100.0%,0.0%,100.0%,98.4%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
DESERT VALLEY ELEMENTARY SCHOOL,12901 N 63RD AVE,GLENDALE,MARICOPA,85304,YES,RN,PUBLIC,61,95.1%,1.6%,96.7%,100.0%,0.0%,100.0%,96.7%,1.6%,98.4%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,3.3%,0.0%,0.0%
DESERT VIEW ACADEMY,3777 W 16TH ST,YUMA,YUMA,85364,NO,,CHARTER,166,92.8%,1.2%,97.6%,97.6%,1.2%,100.0%,96.4%,1.2%,100.0%,97.0%,1.2%,100.0%,97.6%,1.2%,98.8%,1.2%,0.0%,0.6%
DESERT VIEW ELEMENTARY,1508 N 10TH AVE,SAN LUIS,YUMA,85349,NO,,PUBLIC,78,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
DESERT VIEW ELEMENTARY SCHOOL,8621 N 3RD ST,PHOENIX,MARICOPA,85020,YES,RN,PUBLIC,66,92.4%,N/A,100.0%,93.9%,6.1%,100.0%,92.4%,7.6%,100.0%,97.0%,3.0%,100.0%,97.0%,3.0%,100.0%,7.6%,0.0%,0.0%
DESERT VIEW LEARNING CENTER,4027 E LINCOLN DR,PARADISE VALLEY,MARICOPA,,NO,,PRIVATE,22,90.9%,4.5%,95.5%,81.8%,4.5%,86.4%,72.7%,4.5%,77.3%,50.0%,4.5%,54.5%,95.5%,4.5%,100.0%,4.5%,0.0%,4.5%
DESERT VISTA ELEMENTARY SCHOOL,3701 E BROADWAY AVE,APACHE JUNCTION,PINAL,85119,YES,LPN,PUBLIC,68,94.1%,1.5%,100.0%,92.6%,1.5%,100.0%,95.6%,1.5%,100.0%,95.6%,1.5%,100.0%,98.5%,1.5%,100.0%,1.5%,0.0%,1.5%
DESERT WILLOW ELEMENTARY SCHOOL,4322 E DESERT WILLOW PKWY,CAVE CREEK,MARICOPA,85331,NO,,PUBLIC,92,94.6%,4.3%,100.0%,95.7%,4.3%,100.0%,97.8%,2.2%,100.0%,95.7%,4.3%,100.0%,98.9%,1.1%,100.0%,7.6%,0.0%,2.2%
DESERT WILLOW ELEMENTARY SCHOOL,9400 E ESMOND LOOP,TUCSON,PIMA,85747,NO,,PUBLIC,127,97.6%,2.4%,100.0%,97.6%,2.4%,100.0%,96.9%,3.1%,100.0%,98.4%,1.6%,100.0%,96.1%,3.9%,100.0%,2.4%,0.8%,1.6%
DESERT WILLOW ELEMENTARY SCHOOL,3700 PROSPECTOR ST,KINGMAN,MOHAVE,86401,NO,,PUBLIC,75,96.0%,4.0%,100.0%,96.0%,4.0%,100.0%,96.0%,4.0%,100.0%,94.7%,5.3%,100.0%,100.0%,0.0%,100.0%,8.0%,0.0%,1.3%
DESERT WILLOW ELEMENTARY SCHOOL,2172N ARIZOLA RD,CASA GRANDE,PINAL,85122,YES,RN,PUBLIC,69,94.2%,5.8%,100.0%,94.2%,5.8%,100.0%,94.2%,5.8%,100.0%,94.2%,5.8%,100.0%,94.2%,5.8%,100.0%,4.3%,1.4%,4.3%
DESTINY SCHOOL,22 PRICKLY PEAR DR,GLOBE,GILA,85501,NO,,CHARTER,44,90.9%,6.8%,100.0%,93.2%,6.8%,100.0%,90.9%,6.8%,100.0%,93.2%,6.8%,100.0%,93.2%,6.8%,100.0%,6.8%,0.0%,6.8%
DIAMOND CANYON ELEMENTARY,40004 NORTH LIBERTY BELL WAY,PHOENIX,MARICOPA,85086,YES,RN,PUBLIC,64,92.2%,7.8%,100.0%,93.8%,6.3%,100.0%,92.2%,7.8%,100.0%,92.2%,7.8%,100.0%,95.3%,4.7%,100.0%,7.8%,0.0%,7.8%
DIAMONDBACK ELEMENTARY SCHOOL,2550 TESOTA WAY,BULLHEAD CITY,MOHAVE,86442,YES,RN,PUBLIC,92,97.8%,0.0%,100.0%,97.8%,0.0%,100.0%,97.8%,0.0%,100.0%,98.9%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
DIETZ K-8 SCHOOL,7575 E PALMA ST,TUCSON,PIMA,85710,YES,RN,PUBLIC,41,92.7%,4.9%,100.0%,95.1%,4.9%,100.0%,92.7%,4.9%,97.6%,97.6%,2.4%,100.0%,95.1%,4.9%,100.0%,4.9%,0.0%,2.4%
DILCON COMMUNITY SCHOOL,,DILKON,NAVAJO,,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DILWORTH BRINTON ELEMENTARY,11455 E SUNLAND AVE,MESA,MARICOPA,85208,YES,RN,PUBLIC,76,97.4%,2.6%,100.0%,97.4%,2.6%,100.0%,97.4%,2.6%,100.0%,98.7%,1.3%,100.0%,98.7%,1.3%,100.0%,2.6%,0.0%,1.3%
DISCOVERY PLUS ACADEMY,852 W 250 N,PIMA,GRAHAM,85543,NO,,CHARTER,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
DISCOVERY SCHOOL,7910 W MARYLAND AVE,GLENDALE,MARICOPA,85303,YES,RN,PUBLIC,49,98.0%,2.0%,100.0%,100.0%,0.0%,100.0%,98.0%,2.0%,100.0%,100.0%,0.0%,100.0%,98.0%,2.0%,100.0%,2.0%,0.0%,0.0%
DOBSON ACADEMY A-BALL CHARTER SCHOOL,2207 N DOBSON RD,CHANDLER,MARICOPA,85224,NO,,CHARTER,66,87.9%,9.1%,100.0%,89.4%,9.1%,100.0%,83.3%,9.1%,100.0%,87.9%,9.1%,100.0%,90.9%,9.1%,100.0%,9.1%,0.0%,9.1%
DOROTHY HALL ELEMENTARY,5777 E 45TH PLACE,YUMA,YUMA,85365,NO,,PUBLIC,66,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
DOROTHY STINSON SCHOOL,2013 S 8TH AVE,SAFFORD,GRAHAM,85546,YES,RN,PUBLIC,98,91.8%,5.1%,98.0%,92.9%,5.1%,98.0%,92.9%,6.1%,99.0%,95.9%,4.1%,100.0%,96.9%,3.1%,100.0%,5.1%,0.0%,3.1%
DOS RIOS ELEMENTARY,2150 S 87TH AVE,TOLLESON,MARICOPA,85353,NO,,PUBLIC,76,97.4%,0.0%,100.0%,98.7%,0.0%,100.0%,98.7%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
DOVE MOUNTAIN K-8,5650 W MOORE RD,MARANA,PIMA,85658,NO,,PUBLIC,101,93.1%,4.0%,97.0%,93.1%,4.0%,97.0%,93.1%,4.0%,97.0%,96.0%,2.0%,98.0%,97.0%,2.0%,99.0%,4.0%,0.0%,2.0%
DR DANIEL BRIGHT ELEMENTARY SCHOOL,1500 S MONTE TESORO DR,COTTONWOOD,YAVAPAI,86326,YES,RN,PUBLIC,62,77.4%,22.6%,100.0%,82.3%,17.7%,100.0%,83.9%,16.1%,100.0%,83.9%,16.1%,100.0%,90.3%,9.7%,100.0%,22.6%,0.0%,9.7%
DR HOWARD K CONLEY ELEMENTARY SCHOOL,500 S ARROWHEAD DR,CHANDLER,MARICOPA,85224,NO,,PUBLIC,88,94.3%,3.4%,100.0%,94.3%,3.4%,100.0%,97.7%,2.3%,100.0%,96.6%,1.1%,100.0%,97.7%,2.3%,100.0%,3.4%,1.1%,0.0%
DR. CHARLES A. BEJARANO ELEMENTARY SCHOOL,4635 E RAGUS RD B,MIAMI,GILA,85539,NO,,PUBLIC,69,82.6%,1.4%,100.0%,92.8%,1.4%,100.0%,79.7%,1.4%,100.0%,94.2%,1.4%,100.0%,98.6%,1.4%,100.0%,1.4%,0.0%,0.0%
DR. GARY AND ANNETTE AUXIER ELEMENTARY SCHOOL,22700 S POWER RD,QUEEN CREEK,MARICOPA,85142,NO,,PUBLIC,119,93.3%,6.7%,100.0%,92.4%,7.6%,100.0%,91.6%,8.4%,100.0%,93.3%,6.7%,100.0%,94.1%,5.9%,100.0%,9.2%,0.0%,5.9%
DRACHMAN PRIMARY MAGNET SCHOOL,1085 S 10TH AVE,TUCSON,PIMA,85701,YES,RN,PUBLIC,60,98.3%,1.7%,100.0%,98.3%,1.7%,100.0%,98.3%,1.7%,100.0%,98.3%,1.7%,100.0%,98.3%,1.7%,100.0%,1.7%,0.0%,1.7%
DREAMING SUMMIT ELEMENTARY,13335 W MISSOURI AVE,LITCHFIELD PARK,MARICOPA,85340,YES,LPN,PUBLIC,108,89.8%,0.9%,93.5%,90.7%,0.9%,94.4%,88.9%,0.9%,92.6%,90.7%,0.9%,94.4%,99.1%,0.9%,100.0%,2.8%,0.0%,1.9%
DREXEL ELEMENTARY SCHOOL,801 E DREXEL RD,TUCSON,PIMA,85706,YES,RN,PUBLIC,78,100.0%,N/A,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
DUNCAN ELEMENTARY SCHOOL,MCGRATH AVE,DUNCAN,GREENLEE,85534,NO,,PUBLIC,26,88.5%,7.7%,100.0%,88.5%,7.7%,100.0%,92.3%,7.7%,100.0%,92.3%,7.7%,100.0%,92.3%,7.7%,100.0%,7.7%,0.0%,7.7%
DUNHAM ELEMENTARY SCHOOL,9850 E 29TH ST,TUCSON,PIMA,85748,YES,RN,PUBLIC,30,96.7%,3.3%,100.0%,96.7%,3.3%,100.0%,96.7%,3.3%,100.0%,96.7%,3.3%,100.0%,96.7%,3.3%,100.0%,3.3%,0.0%,3.3%
DWIGHT PATTERSON ELEMENTARY,615 S CHESHIRE,MESA,MARICOPA,85208,YES,RN,PUBLIC,88,96.6%,3.4%,100.0%,96.6%,3.4%,100.0%,96.6%,3.4%,100.0%,96.6%,3.4%,100.0%,96.6%,3.4%,100.0%,3.4%,0.0%,3.4%
DYSART ELEMENTARY SCHOOL,12950 W VARNEY RD,EL MIRAGE,MARICOPA,85335,NO,,PUBLIC,89,94.4%,5.6%,100.0%,93.3%,6.7%,100.0%,89.9%,10.1%,100.0%,94.4%,5.6%,100.0%,93.3%,6.7%,100.0%,11.2%,0.0%,5.6%
E C NASH SCHOOL,515 W KELSO ST,TUCSON,PIMA,,NO,,PUBLIC,50,94.0%,2.0%,98.0%,94.0%,2.0%,100.0%,94.0%,2.0%,98.0%,94.0%,2.0%,100.0%,98.0%,2.0%,100.0%,2.0%,0.0%,2.0%
EAGLE COLLEGE PREP,2450 W SOUTH MOUNTAIN AVE,PHOENIX,MARICOPA,85041,NO,,CHARTER,79,92.4%,1.3%,93.7%,94.9%,1.3%,96.2%,94.9%,1.3%,96.2%,92.4%,1.3%,93.7%,97.5%,1.3%,98.7%,1.3%,0.0%,1.3%
EAGLE COLLEGE PREP - MARYVALE,3950 N 53RD AVE,PHOENIX,MARICOPA,85031,NO,,CHARTER,46,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,95.7%,4.3%,100.0%,4.3%,0.0%,0.0%
EAGLE COLLEGE PREP - MESA,1619 E MAIN ST,MESA,MARICOPA,85203,NO,,CHARTER,38,97.4%,2.6%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,2.6%,0.0%,2.6%
EAGLE COLLEGE PREP HARMONY,2435 E PECAN RD,PHOENIX,MARICOPA,85040,NO,,CHARTER,26,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
EAGLE RIDGE ELEMENTARY SCHOOL,19801 N 13TH ST,PHOENIX,MARICOPA,85024,YES,RN,PUBLIC,74,90.5%,5.4%,95.9%,91.9%,5.4%,97.3%,91.9%,5.4%,97.3%,90.5%,5.4%,95.9%,91.9%,5.4%,97.3%,5.4%,0.0%,5.4%
EAGLERIDGE ENRICHMENT PROGRAM,1313 W MEDINA AVE,MESA,MARICOPA,85202,YES,RN,PUBLIC,76,56.6%,43.4%,100.0%,60.5%,39.5%,100.0%,56.6%,43.4%,100.0%,67.1%,32.9%,100.0%,100.0%,0.0%,100.0%,46.1%,0.0%,30.3%
ECHO CANYON K-8,4330 NORTH 62ND STREET,SCOTTSDALE,MARICOPA,85251,YES,RN,PUBLIC,29,93.1%,6.9%,100.0%,93.1%,6.9%,100.0%,93.1%,6.9%,100.0%,93.1%,6.9%,100.0%,93.1%,6.9%,100.0%,6.9%,0.0%,6.9%
ECHO MOUNTAIN PRIMARY SCHOOL,1750 E GROVERS AVE,PHOENIX,MARICOPA,85022,YES,RN,PRIVATE,136,89.0%,6.6%,96.3%,89.7%,6.6%,97.1%,91.2%,5.9%,97.1%,90.4%,5.9%,97.1%,94.9%,4.4%,99.3%,6.6%,0.0%,4.4%
ED & VERMA PASTOR ELEMENTARY SCHOOL,2101 W ALTA VISTA RD,PHOENIX,MARICOPA,85041,YES,LPN,PUBLIC,49,93.9%,4.1%,100.0%,95.9%,4.1%,100.0%,95.9%,4.1%,100.0%,95.9%,4.1%,100.0%,95.9%,4.1%,100.0%,4.1%,0.0%,4.1%
ED PASTOR ELEMENTARY 4,985 N 6TH AVE,SAN LUIS,YUMA,85349,YES,LPN,PUBLIC,80,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
EDISON ELEMENTARY SCHOOL,545 N HORNE,MESA,MARICOPA,85203,YES,RN,PUBLIC,97,91.8%,6.2%,99.0%,94.8%,4.1%,99.0%,95.9%,3.1%,99.0%,96.9%,3.1%,100.0%,100.0%,0.0%,100.0%,6.2%,3.1%,3.1%
EDISON SCHOOL OF INNOVATION,8340 W NORTHERN AVE,GLENDALE,MARICOPA,85305,NO,,CHARTER,22,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
EDUPRIZE SCHOOL,4567 W ROBERTS RD,QUEEN CREEK,PINAL,85142,YES,RN,CHARTER,230,86.1%,13.9%,100.0%,86.5%,13.5%,100.0%,87.8%,12.2%,100.0%,88.3%,11.7%,100.0%,89.6%,10.4%,100.0%,14.8%,0.0%,8.7%
EDUPRIZE SCHOOL - GILBERT,580 W MELODY DR,GILBERT,MARICOPA,85233,YES,RN,CHARTER,189,76.7%,10.6%,98.4%,75.1%,11.1%,98.4%,76.7%,9.0%,98.9%,84.7%,10.6%,97.9%,91.5%,7.9%,99.5%,12.2%,0.5%,2.6%
EISENHOWER ELEMENTARY SCHOOL,848 N MESA DR,MESA,MARICOPA,85201,YES,RN,PUBLIC,71,94.4%,1.4%,95.8%,98.6%,1.4%,100.0%,98.6%,1.4%,100.0%,97.2%,1.4%,100.0%,100.0%,0.0%,100.0%,1.4%,0.0%,1.4%
EL DORADO PRIVATE SCHOOL,20624 N 76TH ST,SCOTTSDALE,MARICOPA,85255,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
EL MIRAGE ELEMENTARY SCHOOL,12308 W THUNDERBIRD RD,EL MIRAGE,MARICOPA,85335,NO,,PUBLIC,79,93.7%,3.8%,100.0%,93.7%,3.8%,98.7%,96.2%,3.8%,100.0%,97.5%,2.5%,100.0%,97.5%,2.5%,100.0%,3.8%,0.0%,2.5%
ELLSWORTH ELEMENTARY,38454 N CAROLINA AVE,QUEEN CREEK,PINAL,85140,NO,,PUBLIC,77,93.5%,5.2%,100.0%,94.8%,5.2%,100.0%,96.1%,3.9%,100.0%,96.1%,3.9%,100.0%,96.1%,3.9%,100.0%,5.2%,0.0%,2.6%
ELVIRA ELEMENTARY SCHOOL,250 W ELVIRA RD,TUCSON,PIMA,85756,YES,RN,PUBLIC,101,98.0%,N/A,100.0%,99.0%,1.0%,100.0%,99.0%,1.0%,100.0%,99.0%,1.0%,100.0%,99.0%,1.0%,100.0%,1.0%,0.0%,1.0%
EMERSON ELEMENTARY SCHOOL,415 N WESTWOOD RD,MESA,MARICOPA,85201,YES,RN,PUBLIC,115,97.4%,2.6%,100.0%,98.3%,1.7%,100.0%,97.4%,2.6%,100.0%,98.3%,1.7%,100.0%,100.0%,0.0%,100.0%,1.7%,0.9%,0.0%
EMMANUEL CHRISTIAN ACADEMY,3120 HUALAPAI MOUNTAIN RD,KINGMAN,MOHAVE,86401,NO,,PRIVATE,26,80.8%,19.2%,100.0%,76.9%,23.1%,100.0%,76.9%,23.1%,100.0%,80.8%,19.2%,100.0%,80.8%,19.2%,100.0%,23.1%,0.0%,11.5%
EMMANUEL LUTHERAN SCHOOL,715 W SOUTHERN AVE,TEMPE,MARICOPA,85282,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ENCANTO ELEMENTARY SCHOOL,1420 W OSBORN RD,PHOENIX,MARICOPA,85013,NO,,PUBLIC,173,92.5%,N/A,98.3%,92.5%,4.0%,98.3%,96.0%,4.0%,100.0%,93.6%,4.0%,98.8%,96.0%,4.0%,100.0%,4.0%,0.0%,4.0%
ENTZ ELEMENTARY SCHOOL,4132 E ADOBE ST,MESA,MARICOPA,85205,YES,RN,PUBLIC,88,92.0%,4.5%,100.0%,94.3%,4.5%,100.0%,94.3%,4.5%,100.0%,95.5%,4.5%,100.0%,95.5%,4.5%,100.0%,4.5%,0.0%,4.5%
