SCHOOL NAME,ADDRESS,CITY,COUNTY,ZIP,SCHOOL NURSE,SCHOOL NURSE TYPE,SCHOOL TYPE,ENROLLED,% IMMUNE DTAP,% EXEMPT DTAP,% COMPLIANCE DTAP,% IMMUNE POLIO,% EXEMPT POLIO,% COMPLIANCE POLIO,% IMMUNE MMR,% EXEMPT MMR,% COMPLIANCE MMR,% IMMUNE HEP B,% EXEMPT HEP B,% COMPLIANCE HEP B,% IMMUNE VAR,% EXEMPT VAR,% COMPLIANCE VAR,% PBE,% MEDICAL EXEMPT,% PBE ALL
BALES ELEMENTARY SCHOOL,25400 W MARICOPA RD,BUCKEYE,MARICOPA,85326,NO,,PUBLIC,52,90.4%,N/A,100.0%,90.4%,5.8%,100.0%,92.3%,5.8%,100.0%,92.3%,5.8%,100.0%,94.2%,5.8%,100.0%,5.8%,0.0%,5.8%
BARBARA B ROBEY ELEMENTARY,5340 N WIGWAM CREEK BLVD,LITCHFIELD PARK,MARICOPA,85340,YES,LPN,PUBLIC,99,94.9%,4.0%,100.0%,94.9%,4.0%,100.0%,96.0%,4.0%,100.0%,96.0%,4.0%,100.0%,96.0%,4.0%,100.0%,4.0%,0.0%,4.0%
BARBARA BUSH ELEMENTARY SCHOOL,4925 E INGRAM ST,MESA,MARICOPA,85205,YES,RN,PUBLIC,84,89.3%,9.5%,100.0%,90.5%,9.5%,100.0%,91.7%,8.3%,100.0%,94.0%,6.0%,100.0%,94.0%,6.0%,100.0%,9.5%,0.0%,4.8%
BARCELONA ELEMENTARY SCHOOL,6530 N 44TH AVE,GLENDALE,MARICOPA,85301,YES,RN,PUBLIC,78,92.3%,3.8%,100.0%,96.2%,3.8%,100.0%,96.2%,3.8%,100.0%,96.2%,3.8%,100.0%,96.2%,3.8%,100.0%,3.8%,1.3%,3.8%
BASHA ELEMENTARY,3535 S BASHA RD,CHANDLER,MARICOPA,85248,NO,,PUBLIC,80,93.8%,6.3%,100.0%,93.8%,6.3%,100.0%,93.8%,6.3%,100.0%,96.3%,3.8%,100.0%,98.8%,1.3%,100.0%,8.8%,0.0%,1.3%
BASIS - FLAGSTAFF,1700 N GEMINI DR,FLAGSTAFF,COCONINO,86001,YES,RN,CHARTER,58,91.4%,8.6%,100.0%,87.9%,12.1%,100.0%,86.2%,13.8%,100.0%,86.2%,13.8%,100.0%,89.7%,10.3%,100.0%,15.5%,0.0%,6.9%
BASIS - MESA,5010 S EASTMARK PKWY,MESA,MARICOPA,85212,NO,,CHARTER,66,89.4%,9.1%,100.0%,87.9%,10.6%,100.0%,89.4%,7.6%,100.0%,89.4%,7.6%,100.0%,93.9%,6.1%,100.0%,10.6%,0.0%,6.1%
BASIS - ORO VALLEY PRIMARY,11129 N. ORACLE RD.,ORO VALLEY,PIMA,85737,NO,,CHARTER,126,95.2%,4.8%,100.0%,94.4%,5.6%,100.0%,96.0%,4.0%,100.0%,96.0%,4.0%,100.0%,97.6%,2.4%,100.0%,5.6%,0.0%,2.4%
BASIS - PEORIA PRIMARY,25950 N. LAKE PLEASANT PKWY,PEORIA,MARICOPA,85383,NO,,CHARTER,126,95.2%,4.8%,100.0%,95.2%,4.8%,100.0%,95.2%,4.8%,100.0%,95.2%,4.8%,100.0%,96.8%,3.2%,100.0%,6.3%,0.0%,3.2%
BASIS - PHOENIX PRIMARY,11850 N 32ND ST,PHOENIX,MARICOPA,85028,NO,,CHARTER,115,95.7%,4.3%,100.0%,95.7%,4.3%,100.0%,95.7%,4.3%,100.0%,96.5%,3.5%,100.0%,95.7%,4.3%,100.0%,4.3%,0.0%,4.3%
BASIS - SCOTTSDALE PRIMARY WEST CAMPUS,7496 E TIERRA BUENA LANE,SCOTTSDALE,MARICOPA,85260,NO,,CHARTER,92,97.8%,2.2%,100.0%,97.8%,2.2%,100.0%,91.3%,8.7%,100.0%,97.8%,2.2%,100.0%,96.7%,3.3%,100.0%,8.7%,0.0%,1.1%
BASIS - TUCSON MIDDLE SCHOOL,3825 E 2ND ST,TUCSON,PIMA,85716,NO,,CHARTER,160,96.9%,3.1%,100.0%,96.9%,3.1%,100.0%,96.9%,3.1%,100.0%,96.9%,3.1%,100.0%,99.4%,0.6%,100.0%,3.1%,0.6%,2.5%
BASIS CHANDLER PRIMARY NORTH CAMPUS,1800 E CHANDLER BLVD,CHANDLER,MARICOPA,85225,NO,,CHARTER,120,94.2%,5.8%,100.0%,87.5%,5.0%,92.5%,94.2%,5.8%,100.0%,94.2%,5.8%,100.0%,95.0%,5.0%,100.0%,7.5%,0.0%,3.3%
BASIS CHANDLER PRIMARY SOUTH CAMPUS,4825 S ARIZONA AVENUE,CHANDLER,MARICOPA,85248,NO,,CHARTER,91,94.5%,5.5%,100.0%,94.5%,5.5%,100.0%,94.5%,5.5%,100.0%,94.5%,5.5%,100.0%,95.6%,4.4%,100.0%,7.7%,0.0%,5.5%
BASIS GOODYEAR,15800 W SHERMAN ST,GOODYEAR,MARICOPA,85338,NO,,CHARTER,95,94.7%,5.3%,100.0%,94.7%,5.3%,100.0%,95.8%,4.2%,100.0%,96.8%,3.2%,100.0%,96.8%,3.2%,100.0%,5.3%,0.0%,3.2%
BASIS GOODYEAR PRIMARY,15800 W SHERMAN ST,GOODYEAR,MARICOPA,85338,NO,,CHARTER,95,94.7%,5.3%,100.0%,94.7%,5.3%,100.0%,95.8%,4.2%,100.0%,96.8%,3.2%,100.0%,96.8%,3.2%,100.0%,5.3%,0.0%,3.2%
BASIS PHOENIX CENTRAL PRIMARY,201 E INDIANOLA AVE,PHOENIX,MARICOPA,85012,NO,,CHARTER,104,92.3%,7.7%,100.0%,92.3%,7.7%,100.0%,93.3%,6.7%,100.0%,93.3%,6.7%,100.0%,97.1%,2.9%,100.0%,10.6%,0.0%,2.9%
BASIS PHOENIX SOUTH PRIMARY SCHOOL,5700 S 19TH AVE,PHOENIX,MARICOPA,85041,NO,,CHARTER,85,90.6%,4.7%,100.0%,91.8%,4.7%,100.0%,91.8%,4.7%,100.0%,92.9%,5.9%,100.0%,95.3%,4.7%,100.0%,4.7%,3.5%,4.7%
BASIS PRESCOTT,1901 PRESCOTT LAKES PKWY,PRESCOTT,YAVAPAI,86301,NO,,PUBLIC,65,78.5%,21.5%,100.0%,72.3%,27.7%,100.0%,75.4%,24.6%,100.0%,83.1%,16.9%,100.0%,83.1%,16.9%,100.0%,27.7%,0.0%,13.8%
BASIS SCOTTSDALE PRIMARY,11440 N 136TH ST,SCOTTSDALE,MARICOPA,85259,NO,,CHARTER,107,88.8%,11.2%,100.0%,89.7%,10.3%,100.0%,91.6%,8.4%,100.0%,91.6%,8.4%,100.0%,94.4%,5.6%,100.0%,11.2%,0.9%,5.6%
BAYER PRIVATE SCHOOL,23555 N 67TH AVE GLENDALE MARICOPA 85310,,MARICOPA,,YES,RN,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BEAVER CREEK SCHOOL,4810 E BEAVER CREEK RD,RIMROCK,YAVAPAI,86335,NO,,PUBLIC,53,88.7%,7.5%,96.2%,88.7%,7.5%,96.2%,88.7%,7.5%,96.2%,90.6%,7.5%,98.1%,92.5%,7.5%,100.0%,7.5%,0.0%,7.5%
BEAVER DAM ELEMENTARY SCHOOL,3436 E RIO VIRGIN RD.,LITTLEFIELD,MOHAVE,86432,NO,,PUBLIC,34,91.2%,8.8%,100.0%,91.2%,8.8%,100.0%,88.2%,11.8%,100.0%,91.2%,8.8%,100.0%,91.2%,8.8%,100.0%,11.8%,0.0%,5.9%
BELEN SOTO ELEMENTARY SCHOOL,18601 W CAMPBELL AVE,GOODYEAR,MARICOPA,85395,YES,Both,PUBLIC,71,98.6%,1.4%,100.0%,98.6%,1.4%,100.0%,98.6%,1.4%,100.0%,97.2%,1.4%,100.0%,98.6%,1.4%,100.0%,1.4%,0.0%,1.4%
BELLA VISTA ELEMENTARY SCHOOL,801 N LENZNER AVE,SIERRA VISTA,COCHISE,85635,YES,RN,PUBLIC,47,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
BELLAIR ELEMENTARY SCHOOL,4701 W GROVERS AVE,GLENDALE,MARICOPA,85308,YES,LPN,PUBLIC,48,93.8%,6.3%,100.0%,93.8%,6.3%,100.0%,93.8%,6.3%,100.0%,93.8%,6.3%,100.0%,93.8%,6.3%,100.0%,6.3%,0.0%,6.3%
BENCHMARK SCHOOL,4120 E ACOMA DR,PHOENIX,MARICOPA,85032,NO,,CHARTER,66,89.4%,10.6%,100.0%,78.8%,10.6%,95.5%,54.5%,10.6%,100.0%,77.3%,10.6%,97.0%,83.3%,10.6%,93.9%,10.6%,0.0%,10.6%
BENJAMIN FRANKLIN CHARTER SCHOOL - CRIMSON,22120 E. QUEEN CREEK RD,QUEEN CREEK,MARICOPA,85142,NO,,CHARTER,102,82.4%,17.6%,100.0%,82.4%,17.6%,100.0%,80.4%,19.6%,100.0%,87.3%,12.7%,100.0%,85.3%,14.7%,100.0%,20.6%,0.0%,11.8%
BENJAMIN FRANKLIN CHARTER SCHOOL - GILBERT,320 E WARNER RD,GILBERT,MARICOPA,85296,YES,RN,CHARTER,95,87.4%,12.6%,100.0%,88.4%,11.6%,100.0%,90.5%,9.5%,100.0%,89.5%,10.5%,100.0%,90.5%,9.5%,100.0%,15.8%,0.0%,8.4%
BENJAMIN FRANKLIN CHARTER SCHOOL - POWER RD,22951 S POWER RD,GILBERT,MARICOPA,85298,NO,,CHARTER,65,83.1%,16.9%,100.0%,83.1%,16.9%,100.0%,83.1%,16.9%,100.0%,86.2%,13.8%,100.0%,89.2%,10.8%,100.0%,21.5%,0.0%,9.2%
BENNETT ACADEMY - VENTURE SITE,1535 W DUNLAP AVE,PHOENIX,MARICOPA,85021,NO,,CHARTER,28,78.6%,17.9%,96.4%,78.6%,17.9%,96.4%,78.6%,17.9%,96.4%,75.0%,21.4%,96.4%,82.1%,17.9%,100.0%,21.4%,0.0%,17.9%
BENSON PRIMARY SCHOOL,360 S PATAGONIA ST,BENSON,COCHISE,85602,NO,,PUBLIC,88,86.4%,6.8%,100.0%,86.4%,6.8%,100.0%,81.8%,6.8%,100.0%,87.5%,6.8%,100.0%,93.2%,6.8%,100.0%,5.7%,1.1%,5.7%
BERNARD BLACK ELEMENTARY,6550 S 27TH AVE,PHOENIX,MARICOPA,85041,YES,RN,PUBLIC,55,98.2%,0.0%,98.2%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,98.2%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
BICENTENNIAL SOUTH SCHOOL,7240 W COLTER ST,GLENDALE,MARICOPA,85303,YES,RN,PUBLIC,119,95.8%,2.5%,100.0%,96.6%,2.5%,100.0%,97.5%,2.5%,100.0%,97.5%,2.5%,100.0%,97.5%,2.5%,100.0%,2.5%,0.0%,2.5%
BILTMORE PREPARATORY ACADEMY,4601 N 34TH ST,PHOENIX,MARICOPA,85018,YES,LPN,PUBLIC,104,96.2%,N/A,100.0%,97.1%,2.9%,100.0%,97.1%,2.9%,100.0%,97.1%,2.9%,100.0%,96.2%,3.8%,100.0%,3.8%,0.0%,3.8%
BLACK MOUNTAIN ELEMENTARY SCHOOL,33016 N 60TH ST,CAVE CREEK,MARICOPA,85327,YES,RN,PUBLIC,56,87.5%,12.5%,100.0%,85.7%,14.3%,100.0%,83.9%,16.1%,100.0%,87.5%,12.5%,100.0%,89.3%,10.7%,100.0%,17.9%,0.0%,8.9%
BLACK MOUNTAIN ELEMENTARY SCHOOL,3404 N SANTA MARIA RD,GOLDEN VALLEY,MOHAVE,86413,YES,LPN,PUBLIC,57,96.5%,3.5%,100.0%,96.5%,3.5%,100.0%,98.2%,1.8%,100.0%,96.5%,3.5%,100.0%,98.2%,1.8%,100.0%,3.5%,0.0%,1.8%
BLAKE PRIMARY SCHOOL,701 S NAVAJO AVE,PARKER,LA PAZ,85344,NO,,PUBLIC,134,96.3%,3.0%,100.0%,97.0%,3.0%,100.0%,94.8%,3.0%,100.0%,94.8%,3.0%,100.0%,97.0%,3.0%,100.0%,3.0%,0.0%,3.0%
BLENMAN ELEMENTARY SCHOOL,1695 N COUNTRY CLUB RD,TUCSON,PIMA,85716,YES,RN,PUBLIC,42,95.2%,0.0%,100.0%,97.6%,0.0%,100.0%,100.0%,0.0%,100.0%,97.6%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
BLOOM ELEMENTARY SCHOOL,8310 E PIMA ST,TUCSON,PIMA,85715,YES,RN,PUBLIC,70,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,98.6%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
BLUE RIDGE ELEMENTARY SCHOOL,1200 W WHITE MOUNTAIN BLVD,LAKESIDE,NAVAJO,85929,NO,,PUBLIC,113,89.4%,10.6%,100.0%,89.4%,10.6%,100.0%,87.6%,12.4%,100.0%,89.4%,10.6%,100.0%,89.4%,10.6%,100.0%,12.4%,0.0%,10.6%
BONILLAS ELEMENTARY BASIC CURRICULUM MAGN,4757 E WINSETT BLVD,TUCSON,PIMA,85711,YES,RN,PUBLIC,65,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,98.5%,1.5%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,1.5%,0.0%
BONITA ELEMENTARY SCHOOL,18008 S FT GRANT RD,BONITA,GRAHAM,85643,NO,,PUBLIC,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BONNIE BRENNAN SCHOOL,100 COCHISE DR,WINSLOW,NAVAJO,86047,NO,,PUBLIC,144,99.3%,0.0%,100.0%,99.3%,0.0%,100.0%,98.6%,0.7%,100.0%,99.3%,0.0%,100.0%,100.0%,0.0%,100.0%,0.7%,0.0%,0.0%
BOOTH-FICKETT MATH/SCIENCE K-8 MAGNET SCHOOL,450 S MONTEGO DR,TUCSON,PIMA,85710,YES,RN,PUBLIC,39,97.4%,0.0%,97.4%,97.4%,0.0%,97.4%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,97.4%,0.0%,97.4%,0.0%,0.0%,0.0%
BORMAN ELEMENTARY SCHOOL,6630 LIGHTNING DR (DMAFB),TUCSON,PIMA,85708,YES,RN,PUBLIC,100,99.0%,1.0%,100.0%,98.0%,1.0%,100.0%,99.0%,1.0%,100.0%,98.0%,1.0%,100.0%,99.0%,1.0%,100.0%,1.0%,0.0%,1.0%
BORTON PRIMARY MAGNET SCHOOL,700 E 22ND ST,TUCSON,PIMA,85713,YES,RN,PUBLIC,54,90.7%,9.3%,100.0%,92.6%,7.4%,100.0%,92.6%,7.4%,100.0%,96.3%,3.7%,100.0%,94.4%,5.6%,100.0%,11.1%,1.9%,3.7%
BOULDER CREEK ELEMENTARY,8045 E PORTOBELLO AVE,MESA,MARICOPA,85212,YES,RN,PUBLIC,76,94.7%,2.6%,100.0%,93.4%,3.9%,100.0%,96.1%,3.9%,100.0%,96.1%,3.9%,100.0%,96.1%,3.9%,100.0%,3.9%,1.3%,3.9%
BOULDER CREEK ELEMENTARY SCHOOL,22801 N 22ND ST,PHOENIX,MARICOPA,85024,YES,RN,PUBLIC,105,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,99.0%,0.0%,100.0%,100.0%,0.0%,100.0%,96.2%,3.8%,100.0%,5.7%,0.0%,3.8%
BRET TARVER ELEMENTARY,4308 N 51ST AVE,PHOENIX,MARICOPA,85031,YES,LPN,PUBLIC,104,99.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,2.9%,0.0%,0.0%
BRIDGES ELEMENTARY SCHOOL,5205 S SOBOBA ST,GILBERT,MARICOPA,85298,YES,LPN,PUBLIC,98,91.8%,8.2%,100.0%,96.9%,3.1%,100.0%,91.8%,8.2%,100.0%,94.9%,5.1%,100.0%,95.9%,4.1%,100.0%,9.2%,0.0%,2.0%
BRIDGES PRESCHOOL - TEMPE,7570 S WILLOW DR,TEMPE,MARICOPA,85283,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BRIGHT BEGINNINGS SCHOOL #1,400 N ANDERSEN BLVD,CHANDLER,MARICOPA,85224,NO,,CHARTER,49,98.0%,2.0%,100.0%,98.0%,2.0%,100.0%,93.9%,6.1%,100.0%,95.9%,4.1%,100.0%,95.9%,4.1%,100.0%,6.1%,0.0%,2.0%
BROADMOR ELEMENTARY SCHOOL,311 E AEPLI DR,TEMPE,MARICOPA,85282,YES,RN,PUBLIC,101,98.0%,N/A,100.0%,98.0%,2.0%,100.0%,97.0%,3.0%,100.0%,97.0%,3.0%,100.0%,98.0%,2.0%,100.0%,3.0%,1.0%,2.0%
BRUNSON-LEE ELEMENTARY SCHOOL,1350 N 48TH ST,PHOENIX,MARICOPA,85008,YES,RN,PUBLIC,54,92.6%,N/A,100.0%,94.4%,3.7%,100.0%,96.3%,3.7%,100.0%,94.4%,3.7%,100.0%,96.3%,3.7%,100.0%,3.7%,0.0%,3.7%
BUCKEYE PRIMARY SCHOOL,210 S 6TH ST,BUCKEYE,MARICOPA,85326,YES,LPN,PUBLIC,85,95.3%,4.7%,100.0%,95.3%,4.7%,100.0%,94.1%,5.9%,100.0%,97.6%,2.4%,100.0%,95.3%,4.7%,100.0%,5.9%,0.0%,2.4%
BURK ELEMENTARY SCHOOL,545 N BURK ST,GILBERT,MARICOPA,85234,NO,,PUBLIC,49,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
BURKE BASIC SCHOOL,131 E SOUTHERN AVE,MESA,MARICOPA,85210,YES,LPN,CHARTER,140,99.3%,0.7%,100.0%,99.3%,0.7%,100.0%,99.3%,0.7%,100.0%,99.3%,0.7%,100.0%,99.3%,0.7%,100.0%,0.7%,0.0%,0.7%
BUTTERFIELD ELEMENTARY SCHOOL,3400 W MASSINGALE RD,TUCSON,PIMA,85741,NO,,PUBLIC,78,88.5%,3.8%,96.2%,89.7%,3.8%,97.4%,88.5%,3.8%,96.2%,94.9%,3.8%,98.7%,94.9%,3.8%,98.7%,3.8%,0.0%,2.6%
BUTTERFIELD ELEMENTARY SCHOOL,43800 W HONEYCUTT RD,MARICOPA,PINAL,85239,YES,RN,PUBLIC,100,88.0%,6.0%,98.0%,90.0%,6.0%,98.0%,89.0%,6.0%,97.0%,93.0%,6.0%,99.0%,94.0%,6.0%,100.0%,6.0%,0.0%,6.0%
C E ROSE ELEMENTARY SCHOOL,710 W MICHIGAN DR,TUCSON,PIMA,85714,YES,RN,PUBLIC,95,98.9%,0.0%,98.9%,98.9%,0.0%,98.9%,98.9%,0.0%,98.9%,98.9%,0.0%,98.9%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
C I WAGGONER SCHOOL,1050 E CARVER RD,TEMPE,MARICOPA,85284,NO,,PUBLIC,77,94.8%,N/A,100.0%,96.1%,3.9%,100.0%,96.1%,3.9%,100.0%,96.1%,3.9%,100.0%,96.1%,3.9%,100.0%,3.9%,1.3%,3.9%
C J JORGENSEN SCHOOL,1701 W ROESER RD,PHOENIX,MARICOPA,85041,YES,LPN,PUBLIC,50,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,92.0%,0.0%,92.0%,98.0%,2.0%,100.0%,100.0%,0.0%,100.0%,2.0%,0.0%,0.0%
C W MCGRAW ELEMENTARY SCHOOL,2345 S ARIZONA AVE,YUMA,YUMA,85364,NO,,PUBLIC,91,94.5%,1.1%,95.6%,93.4%,1.1%,94.5%,93.4%,1.1%,94.5%,96.7%,1.1%,97.8%,95.6%,1.1%,96.7%,1.1%,0.0%,1.1%
CACTUS VIEW ELEMENTARY SCHOOL,17602 N CENTRAL AVE,PHOENIX,MARICOPA,85022,YES,RN,PUBLIC,119,95.8%,3.4%,99.2%,95.8%,3.4%,99.2%,96.6%,3.4%,100.0%,95.0%,4.2%,99.2%,97.5%,2.5%,100.0%,5.0%,0.8%,2.5%
CACTUS WREN ELEMENTARY SCHOOL,9650 N 39TH AVE,PHOENIX,MARICOPA,85051,NO,,PUBLIC,43,97.7%,N/A,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
CALABASAS SCHOOL,131 CAMINO MARICOPA,RIO RICO,SANTA CRUZ,85648,YES,LPN,PUBLIC,98,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
CALIBRE ACADEMY SURPRISE,15688 W ACOMA DR,SURPRISE,MARICOPA,85379,NO,,CHARTER,61,93.4%,3.3%,96.7%,93.4%,3.3%,96.7%,93.4%,3.3%,96.7%,98.4%,1.6%,100.0%,98.4%,1.6%,100.0%,3.3%,0.0%,1.6%
CALVARY CHAPEL CHRISTIAN SCHOOL,8725 E SPEEDWAY BLVD,TUCSON,PIMA,85710,NO,,PRIVATE,21,90.5%,4.8%,95.2%,95.2%,4.8%,100.0%,90.5%,4.8%,95.2%,95.2%,4.8%,100.0%,90.5%,4.8%,95.2%,4.8%,0.0%,4.8%
CALVARY CHRISTIAN ACADEMY,1605 S MCCULLOCH BLVD,LAKE HAVASU CITY,MOHAVE,86406,NO,,PRIVATE,33,87.9%,9.1%,100.0%,93.9%,3.0%,100.0%,84.8%,12.1%,100.0%,93.9%,3.0%,100.0%,90.9%,3.0%,93.9%,3.0%,0.0%,3.0%
CALVARY NORTH PRESCHOOL,14201 N 32ND ST PHOENIX MARICOPA 85032,,MARICOPA,,NO,,PRIVATE,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CAMBRIDGE ACADEMY - MESA CAMPUS,9412 E BROWN RD,MESA,MARICOPA,85207,NO,,CHARTER,37,89.2%,10.8%,100.0%,89.2%,10.8%,100.0%,89.2%,10.8%,100.0%,89.2%,10.8%,100.0%,100.0%,0.0%,100.0%,10.8%,0.0%,10.8%
CAMBRIDGE ACADEMY - QUEEN CREEK,20365 E OCOTILLO RD,MESA,MARICOPA,85207,NO,,CHARTER,23,82.6%,17.4%,100.0%,82.6%,17.4%,100.0%,82.6%,17.4%,100.0%,82.6%,17.4%,100.0%,82.6%,17.4%,100.0%,17.4%,0.0%,17.4%
CAMELBACK ACADEMY,7634 W CAMELBACK RD,GLENDALE,MARICOPA,85303,NO,,CHARTER,55,98.2%,1.8%,100.0%,96.4%,1.8%,100.0%,98.2%,1.8%,100.0%,98.2%,1.8%,100.0%,100.0%,0.0%,100.0%,1.8%,0.0%,0.0%
CAMP VERDE MIDDLE SCHOOL,370 CAMP LINCOLN RD,CAMP VERDE,YAVAPAI,86322,YES,RN,PUBLIC,112,77.7%,4.5%,83.9%,78.6%,5.4%,84.8%,76.8%,5.4%,83.0%,86.6%,5.4%,92.0%,91.1%,4.5%,95.5%,6.3%,0.0%,4.5%
CAMPO BELLO ELEMENTARY SCHOOL,2625 E GROVES AVE,PHOENIX,MARICOPA,85032,YES,RN,PUBLIC,93,92.5%,4.3%,96.8%,92.5%,4.3%,96.8%,88.2%,5.4%,93.5%,93.5%,3.2%,96.8%,93.5%,4.3%,97.8%,5.4%,0.0%,3.2%
CANDEO SCHOOLS,9965 W CALLE LEJOS,PEORIA,MARICOPA,85383,NO,,CHARTER,75,85.3%,14.7%,100.0%,85.3%,14.7%,100.0%,85.3%,14.7%,100.0%,85.3%,14.7%,100.0%,85.3%,14.7%,100.0%,14.7%,0.0%,13.3%
CANON SCHOOL,18800 E SCHOOL HOUSE RD,BLACK CANYON CITY,YAVAPAI,85324,NO,,PUBLIC,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
CANYON BREEZE ELEMENTARY,11675 W ENCANTO BLVD,AVONDALE,MARICOPA,85392,NO,,PUBLIC,61,95.1%,0.0%,95.1%,98.4%,0.0%,98.4%,96.7%,0.0%,96.7%,98.4%,0.0%,98.4%,100.0%,0.0%,100.0%,3.3%,0.0%,3.3%
CANYON DE CHELLY ELEMENTARY SCHOOL,HWY 191,CHINLE,APACHE,86503,NO,,PUBLIC,43,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
CANYON ELEMENTARY SCHOOL,5490 W PARADISE LN,GLENDALE,MARICOPA,85306,YES,RN,PUBLIC,30,90.0%,6.7%,100.0%,90.0%,6.7%,100.0%,90.0%,6.7%,100.0%,93.3%,6.7%,100.0%,96.7%,3.3%,100.0%,6.7%,0.0%,6.7%
CANYON POINTE ACADEMY,4941 W UNION HILLS DR,GLENDALE,MARICOPA,85308,NO,,CHARTER,21,90.5%,9.5%,100.0%,90.5%,9.5%,100.0%,90.5%,9.5%,100.0%,90.5%,9.5%,100.0%,95.2%,4.8%,100.0%,4.8%,4.8%,0.0%
CANYON RIDGE ELEMENTARY,17359 WEST SURPRISE FARMS LOOP NORTH,SURPRISE,MARICOPA,85388,YES,RN,PUBLIC,88,90.9%,9.1%,100.0%,89.8%,10.2%,100.0%,92.0%,8.0%,100.0%,92.0%,8.0%,100.0%,94.3%,5.7%,100.0%,10.2%,0.0%,6.8%
CANYON RIM ELEMENTARY,3045 S CANYON RIM,MESA,MARICOPA,85212,YES,RN,PUBLIC,92,87.0%,9.8%,100.0%,89.1%,9.8%,100.0%,90.2%,9.8%,100.0%,91.3%,8.7%,100.0%,92.4%,7.6%,100.0%,12.0%,0.0%,2.2%
CANYON SPRINGS,42901 N 45TH AVE,ANTHEM,MARICOPA,85087,YES,RN,PUBLIC,78,92.3%,6.4%,98.7%,92.3%,6.4%,98.7%,91.0%,7.7%,98.7%,91.0%,7.7%,98.7%,94.9%,5.1%,100.0%,9.0%,0.0%,6.4%
CANYON VIEW ELEMENTARY SCHOOL,5725 N SABINO CANYON RD,TUCSON,PIMA,85750,YES,RN,PUBLIC,62,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,98.4%,1.6%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,1.6%,0.0%,0.0%
CAPITOL ELEMENTARY SCHOOL,330 N 16TH AVE,PHOENIX,MARICOPA,85007,YES,RN,PUBLIC,59,100.0%,N/A,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
CAPPS MIDDLE SCHOOL (GR 4-6),3375 BUCKSKIN CANYON RD,HEBER,NAVAJO,85928,YES,RN,PUBLIC,25,80.0%,8.0%,92.0%,88.0%,4.0%,92.0%,88.0%,8.0%,96.0%,96.0%,4.0%,100.0%,92.0%,8.0%,100.0%,8.0%,0.0%,4.0%
CAREER SUCCESS SCHOOL - SAGE CAMPUS,3120 N 32ND ST,PHOENIX,MARICOPA,85018,NO,,CHARTER,< 20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
