SCHOOL NAME,ADDRESS,CITY,COUNTY,ZIP,SCHOOL NURSE,SCHOOL NURSE TYPE,SCHOOL TYPE,ENROLLED,% IMMUNE TDAP,% EXEMPT TDAP,% COMPLIANCE TDAP,% IMMUNE MCV4,% EXEMPT MCV4,% COMPLIANCE MCV4,% IMMUNE POLIO,% EXEMPT POLIO,% COMPLIANCE POLIO,% IMMUNE MMR,% EXEMPT MMR,% COMPLIANCE MMR,% IMMUNE HEP B,% EXEMPT HEP B,% COMPLIANCE HEP B,% IMMUNE VAR,% EXEMPT VAR,% COMPLIANCE VAR,% PBE,% MEDICAL EXEMPT,% PBE ALL
FREDONIA ELEMENTARY SCHOOL,222 N 200 EAST,FREDONIA,COCONINO,86022,NO,,PUBLIC,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
FREEDOM ACADEMY - E PARADISE LN,3916 E PARADISE LN,PHOENIX,MARICOPA,85032,NO,,CHARTER,39,76.9%,23.1%,100.0%,71.8%,28.2%,100.0%,76.9%,23.1%,100.0%,79.5%,20.5%,100.0%,79.5%,20.5%,100.0%,82.1%,17.9%,100.0%,30.8%,0.0%,17.9%
FREEDOM ELEMENTARY SCHOOL - 85326,22150 W. SUNDANCE PKWY S,BUCKEYE,MARICOPA,85326,YES,RN,PUBLIC,80,75.0%,7.5%,82.5%,73.8%,7.5%,81.3%,92.5%,7.5%,100.0%,91.3%,7.5%,98.8%,92.5%,7.5%,100.0%,92.5%,7.5%,100.0%,7.5%,0.0%,7.5%
FREEDOM TRADITIONAL ACADEMY - 85374,15800 N PARKVIEW PL,SURPRISE,MARICOPA,85374,NO,,PUBLIC,34,88.2%,2.9%,91.2%,88.2%,2.9%,91.2%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,97.1%,2.9%,100.0%,2.9%,0.0%,2.9%
FRONTIER ELEMENTARY SCHOOL,21258 N 81ST AVE,PEORIA,MARICOPA,85382,YES,RN,PUBLIC,95,85.3%,14.7%,100.0%,85.3%,14.7%,100.0%,97.9%,2.1%,100.0%,97.9%,2.1%,100.0%,96.8%,3.2%,100.0%,97.9%,2.1%,100.0%,14.7%,0.0%,2.1%
FRYE ELEMENTARY SCHOOL,801 E FRYE RD,CHANDLER,MARICOPA,85225,NO,,PUBLIC,77,97.4%,0.0%,98.7%,98.7%,0.0%,98.7%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,2.6%,0.0%,0.0%
FUTURE INVESTMENT MIDDLE SCHOOL,1854 S ALVERNON WAY,TUCSON,PIMA,85711,NO,,CHARTER,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
G FRANK DAVIDSON,6935 W OSBORN RD,PHOENIX,MARICOPA,85033,YES,LPN,PUBLIC,80,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
GADSDEN ELEMENTARY SCHOOL,18745 GADSDEN ST,GADSDEN,YUMA,85349,NO,,PUBLIC,78,96.2%,0.0%,100.0%,96.2%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
GALLEGO INTERMEDIATE FINE ARTS MAGNET SCHOOL,3700 E ALVORD RD,TUCSON,PIMA,85706,YES,RN,PUBLIC,89,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
GALVESTON ELEMENTARY SCHOOL,661 E GALVESTON ST,CHANDLER,MARICOPA,85225,NO,,PUBLIC,52,86.5%,0.0%,86.5%,86.5%,0.0%,86.5%,98.1%,1.9%,100.0%,98.1%,1.9%,100.0%,98.1%,1.9%,100.0%,98.1%,1.9%,100.0%,1.9%,0.0%,0.0%
GANADO MIDDLE SCHOOL,HWY 264,GANADO,APACHE,86505,NO,,PUBLIC,118,94.9%,0.0%,95.8%,94.1%,0.0%,94.9%,99.2%,0.0%,99.2%,99.2%,0.0%,99.2%,99.2%,0.0%,99.2%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
GARDEN LAKES ELEMENTARY SCHOOL,10825 W GARDEN LAKES PKWY,AVONDALE,MARICOPA,85392,NO,,PUBLIC,104,44.2%,3.8%,48.1%,46.2%,3.8%,50.0%,98.1%,0.0%,98.1%,97.1%,0.0%,97.1%,98.1%,0.0%,98.1%,100.0%,0.0%,100.0%,3.8%,0.0%,0.0%
GARFIELD SCHOOL,811 N 13TH ST,PHOENIX,MARICOPA,85006,NO,,PUBLIC,77,89.6%,10.4%,100.0%,89.6%,0.0%,89.6%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
GARY A KNOX ELEMENTARY,2926 S 21ST DR,YUMA,YUMA,85364,NO,,PUBLIC,98,100.0%,0.0%,100.0%,90.8%,0.0%,90.8%,99.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
GATEWAY POINTE ELEMENTARY,2069 S DELATORRE DR,HIGLEY,MARICOPA,85236,NO,,PUBLIC,210,97.1%,2.9%,100.0%,97.1%,2.9%,100.0%,97.1%,2.9%,100.0%,97.1%,2.9%,100.0%,97.1%,2.9%,100.0%,97.1%,2.9%,100.0%,2.9%,0.0%,2.9%
GATEWAY POLYTECHNIC ACADEMY,5149 S SIGNAL BUTTE RD,MESA,MARICOPA,85212,NO,,PUBLIC,116,86.2%,6.0%,93.1%,83.6%,8.6%,93.1%,95.7%,4.3%,100.0%,92.2%,6.9%,100.0%,93.1%,6.9%,100.0%,95.7%,4.3%,100.0%,9.5%,0.0%,7.8%
GATEWAY SCHOOL,1100 N 35TH ST,PHOENIX,MARICOPA,85008,YES,RN,PUBLIC,93,75.3%,4.3%,80.6%,72.0%,3.2%,76.3%,96.8%,0.0%,97.8%,96.8%,0.0%,98.9%,97.8%,0.0%,98.9%,98.9%,0.0%,98.9%,4.3%,0.0%,0.0%
GAVILAN PEAK ELEMENTARY,2701 W MEMORIAL DR,ANTHEM,MARICOPA,85086,YES,RN,PUBLIC,58,87.9%,12.1%,100.0%,87.9%,12.1%,100.0%,87.9%,12.1%,100.0%,84.5%,15.5%,100.0%,89.7%,10.3%,100.0%,89.7%,10.3%,100.0%,17.2%,0.0%,10.3%
GEORGE GERVIN PREP ACADEMY,2801 E SOUTHERN AVE,PHOENIX,MARICOPA,,NO,,CHARTER,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GILA CROSSING COMMUNITY SCHOOL,4665 W PECOS RD,LAVEEN,MARICOPA,85339,YES,RN,PUBLIC,55,90.9%,0.0%,92.7%,90.9%,0.0%,92.7%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
GILA VISTA JR HIGH SCHOOL,2245 ARIZONA AVE,YUMA,YUMA,85364,YES,RN,PUBLIC,146,99.3%,0.0%,99.3%,99.3%,0.0%,99.3%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.7%,0.0%
GILBERT ARTS ACADEMY,862 E ELLIOT RD,GILBERT,MARICOPA,85234,NO,,CHARTER,25,84.0%,16.0%,100.0%,64.0%,16.0%,80.0%,84.0%,16.0%,100.0%,92.0%,8.0%,100.0%,92.0%,8.0%,100.0%,100.0%,0.0%,100.0%,16.0%,0.0%,8.0%
GILBERT CHRISTIAN ELEMENTARY & MIDDLE SCHOOL,1424 S PROMENADE LN,GILBERT,MARICOPA,85296,NO,,PRIVATE,60,91.7%,6.7%,100.0%,80.0%,20.0%,100.0%,88.3%,11.7%,100.0%,83.3%,16.7%,100.0%,88.3%,11.7%,100.0%,91.7%,8.3%,100.0%,23.3%,0.0%,8.3%
GILBERT CHRISTIAN SCHOOLS - GREENFIELD,4341 S. GREENFIELD RD,GILBERT,MARICOPA,85297,NO,RN,PRIVATE,60,91.7%,8.3%,100.0%,86.7%,13.3%,100.0%,91.7%,8.3%,100.0%,90.0%,10.0%,100.0%,86.7%,13.3%,100.0%,93.3%,6.7%,100.0%,16.7%,0.0%,6.7%
GILBERT ELEMENTARY SCHOOL,175 W ELLIOT RD,GILBERT,MARICOPA,85233,YES,RN,PUBLIC,48,89.6%,0.0%,97.9%,95.8%,0.0%,97.9%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
GILILLAND MIDDLE SCHOOL,1025 S BECK AVE,TEMPE,MARICOPA,85281,YES,RN,PUBLIC,276,90.2%,3.3%,97.8%,90.2%,3.3%,97.8%,99.6%,0.0%,100.0%,98.6%,1.4%,100.0%,99.6%,0.4%,100.0%,98.9%,1.1%,100.0%,3.3%,0.4%,0.4%
GLADDEN FARMS ELEMENTARY SCHOOL,11745 W GLADDEN FARMS DR.,MARANA,PIMA,85653,YES,RN,PUBLIC,75,82.7%,1.3%,85.3%,82.7%,1.3%,85.3%,98.7%,1.3%,100.0%,97.3%,2.7%,100.0%,96.0%,4.0%,100.0%,98.7%,1.3%,100.0%,5.3%,0.0%,1.3%
GLENDALE AMERICAN SCHOOL,8530 N 55TH AVE,GLENDALE,MARICOPA,85302,YES,LPN,PUBLIC,57,22.8%,77.2%,100.0%,15.8%,0.0%,15.8%,82.5%,0.0%,82.5%,89.5%,0.0%,89.5%,87.7%,0.0%,87.7%,89.5%,0.0%,89.5%,1.8%,0.0%,1.8%
GLENDALE LANDMARK MIDDLE SCHOOL,5730 W MYRTLE AVE,GLENDALE,MARICOPA,85301,YES,LPN,PUBLIC,55,90.9%,0.0%,90.9%,89.1%,0.0%,89.1%,98.2%,0.0%,100.0%,100.0%,0.0%,100.0%,98.2%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
GLENDALE PREPARATORY ACADEMY,23276 N. 83RD AVE,PEORIA,MARICOPA,85383,YES,Both,CHARTER,105,90.5%,7.6%,100.0%,90.5%,7.6%,100.0%,93.3%,6.7%,100.0%,91.4%,8.6%,100.0%,94.3%,5.7%,100.0%,95.2%,4.8%,100.0%,11.4%,1.0%,2.9%
GLENN F BURTON SCHOOL,4801 W MARYLAND AVE,GLENDALE,MARICOPA,85301,YES,RN,PUBLIC,44,79.5%,2.3%,81.8%,77.3%,2.3%,79.5%,97.7%,2.3%,100.0%,97.7%,2.3%,100.0%,97.7%,2.3%,100.0%,97.7%,2.3%,100.0%,2.3%,0.0%,2.3%
GLENN L DOWNS SCHOOL,3611 N 47TH AVE,PHOENIX,MARICOPA,85031,YES,RN,PUBLIC,78,88.5%,0.0%,89.7%,84.6%,0.0%,85.9%,98.7%,0.0%,98.7%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,98.7%,0.0%,98.7%,0.0%,0.0%,0.0%
GLENVIEW ADVENTIST SCHOOL,6801 N 43RD AVE,PHOENIX,MARICOPA,85019,NO,,PRIVATE,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GLOBAL ACADEMY OF PHOENIX,4432 W MARYLAND AVE,PHOENIX,MARICOPA,85301,YES,RN,PUBLIC,23,65.2%,8.7%,73.9%,60.9%,8.7%,69.6%,91.3%,8.7%,100.0%,95.7%,4.3%,100.0%,95.7%,4.3%,100.0%,95.7%,4.3%,100.0%,8.7%,0.0%,4.3%
GOWAN SCIENCE ACADEMY,1020 S AVENUE C,YUMA,YUMA,85364,YES,LPN,PUBLIC,62,98.4%,1.6%,100.0%,98.4%,1.6%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,1.6%,0.0%,0.0%
GRACE CHRISTIAN ACADEMY,1200 E SOUTHERN AVE,TEMPE,MARICOPA,85282,YES,RN,PRIVATE,<20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
GRANADA EAST SCHOOL,3022 W CAMPBELL AVE,PHOENIX,MARICOPA,85017,YES,LPN,PUBLIC,226,97.8%,1.3%,100.0%,91.2%,1.8%,93.8%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,1.3%,0.4%,0.0%
GRAND CANYON ELEMENTARY,1 BOULDER ST,GRAND CANYON,COCONINO,86023,NO,,PUBLIC,22,63.6%,18.2%,81.8%,59.1%,18.2%,77.3%,68.2%,13.6%,81.8%,90.9%,9.1%,100.0%,90.9%,9.1%,100.0%,90.9%,9.1%,100.0%,18.2%,0.0%,9.1%
GRANITE MOUNTAIN MIDDLE SCHOOL,1800 WILLIAMSON VALLEY RD,PRESCOTT,YAVAPAI,,YES,RN,PUBLIC,273,91.2%,8.1%,99.6%,91.2%,8.1%,99.6%,93.0%,7.0%,100.0%,94.5%,5.5%,100.0%,93.0%,7.0%,100.0%,95.6%,4.4%,100.0%,9.2%,0.0%,4.8%
GRANVILLE ELEMENTARY,5350 STOVER DR,PRESCOTT VALLEY,YAVAPAI,86314,YES,RN,PUBLIC,80,98.8%,1.3%,100.0%,78.8%,8.8%,87.5%,98.8%,0.0%,98.8%,86.3%,12.5%,98.8%,86.3%,12.5%,98.8%,86.3%,12.5%,98.8%,12.5%,0.0%,1.3%
GRAYHAWK ELEMENTARY SCHOOL,7525 E GRAYHAWK DR,SCOTTSDALE,MARICOPA,85255,YES,RN,PUBLIC,61,93.4%,3.3%,96.7%,91.8%,1.6%,93.4%,100.0%,0.0%,100.0%,96.7%,3.3%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,3.3%,0.0%,0.0%
GREAT HEART ACADEMIES ARCHWAY CICERO,7205 N PIMA RD,SCOTTSDALE,MARICOPA,85258,YES,RN,CHARTER,108,88.9%,11.1%,100.0%,85.2%,14.8%,100.0%,88.0%,12.0%,100.0%,86.1%,13.9%,100.0%,88.9%,11.1%,100.0%,88.9%,11.1%,100.0%,19.4%,0.9%,9.3%
GREAT HEART ACADEMIES LINCOLN PREP,2250 S GILBERT RD,CHANDLER,MARICOPA,85286,YES,Both,CHARTER,122,75.4%,5.7%,81.1%,73.8%,5.7%,79.5%,94.3%,5.7%,100.0%,93.4%,5.7%,99.2%,92.6%,5.7%,98.4%,93.4%,5.7%,99.2%,5.7%,0.0%,5.7%
GREAT HEARTS ACADEMIES - ARCHWAY NORTH PHOENIX,14100 N 32ND ST,PHOENIX,MARICOPA,85032,YES,RN,CHARTER,119,88.2%,9.2%,100.0%,88.2%,9.2%,100.0%,86.6%,13.4%,100.0%,93.3%,6.7%,100.0%,94.1%,5.9%,100.0%,95.8%,4.2%,100.0%,9.2%,0.0%,4.2%
GREAT HEARTS ACADEMIES - ARETE PREPARATORY ACADEMY,4525 E BASELINE RD,MESA,MARICOPA,85234,YES,RN,CHARTER,100,85.0%,11.0%,96.0%,85.0%,11.0%,96.0%,91.0%,8.0%,100.0%,90.0%,9.0%,100.0%,91.0%,8.0%,100.0%,93.0%,7.0%,100.0%,11.0%,1.0%,6.0%
GREAT HEARTS ACADEMY - CICERO PREPARATORY ACADEMY,7205 N PIMA RD,SCOTTSDALE,MARICOPA,85250,YES,RN,CHARTER,108,88.9%,11.1%,100.0%,85.2%,14.8%,100.0%,88.0%,12.0%,100.0%,86.1%,13.9%,100.0%,88.9%,11.1%,100.0%,88.9%,11.1%,100.0%,19.4%,0.9%,9.3%
GREENBRIER ELEMENTARY SCHOOL,6150 W GREENBRIER DR,GLENDALE,MARICOPA,85308,YES,LPN,PUBLIC,56,96.4%,3.6%,100.0%,91.1%,8.9%,100.0%,98.2%,1.8%,100.0%,98.2%,1.8%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,12.5%,0.0%,8.9%
GREENFIELD ELEMENTARY SCHOOL,2550 E ELLIOT RD,GILBERT,MARICOPA,85234,YES,RN,PUBLIC,138,93.5%,6.5%,100.0%,93.5%,6.5%,100.0%,97.1%,2.9%,100.0%,97.1%,2.9%,100.0%,95.7%,4.3%,100.0%,97.8%,2.2%,100.0%,7.2%,0.0%,1.4%
GRIDLEY MIDDLE SCHOOL,350 S HARRISON RD,TUCSON,PIMA,85748,YES,RN,PUBLIC,193,93.8%,3.1%,96.9%,91.2%,3.6%,94.8%,97.9%,2.1%,100.0%,97.9%,2.1%,100.0%,97.9%,2.1%,100.0%,100.0%,0.0%,100.0%,3.6%,0.0%,1.6%
H L SUVERKRUP ELEMENTARY SCHOOL,1590 S AVENUE C,YUMA,YUMA,85364,NO,,PUBLIC,86,100.0%,0.0%,100.0%,95.3%,0.0%,100.0%,96.5%,0.0%,96.5%,97.7%,0.0%,97.7%,96.5%,0.0%,96.5%,98.8%,0.0%,98.8%,0.0%,0.0%,0.0%
HALE ELEMENTARY SCHOOL,1425 N 23RD ST,MESA,MARICOPA,85213,YES,RN,PUBLIC,66,87.9%,4.5%,92.4%,87.9%,4.5%,92.4%,97.0%,3.0%,100.0%,98.5%,1.5%,100.0%,98.5%,1.5%,100.0%,100.0%,0.0%,100.0%,6.1%,0.0%,1.5%
HALEY ELEMENTARY,3401 S LAYTON LAKES,CHANDLER,MARICOPA,85286,NO,,PUBLIC,134,91.0%,6.7%,100.0%,90.3%,7.5%,100.0%,94.8%,5.2%,100.0%,95.5%,4.5%,100.0%,95.5%,4.5%,100.0%,96.3%,3.7%,100.0%,11.9%,0.0%,3.7%
HAPPY VALLEY SCHOOL - EAST CAMPUS,266 E WESTBROOKE RD.,SAN TAN VALLEY,PINAL,85140,YES,LPN,CHARTER,66,90.9%,4.5%,100.0%,90.9%,4.5%,100.0%,93.9%,6.1%,100.0%,93.9%,6.1%,100.0%,93.9%,6.1%,100.0%,95.5%,4.5%,100.0%,12.1%,0.0%,6.1%
HAPPY VALLEY SCHOOL - PEORIA,7140 W HAPPY VALLEY RD,PEORIA,MARICOPA,,YES,LPN,CHARTER,57,91.2%,8.8%,100.0%,91.2%,8.8%,100.0%,94.7%,5.3%,100.0%,96.5%,3.5%,100.0%,93.0%,7.0%,100.0%,98.2%,1.8%,100.0%,8.8%,0.0%,1.8%
HAROLD W SMITH SCHOOL,6534 N 63RD AVE,GLENDALE,MARICOPA,85301,YES,LPN,PUBLIC,63,87.3%,0.0%,87.3%,87.3%,0.0%,87.3%,98.4%,1.6%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,1.6%,0.0%,1.6%
HARRIS ELEMENTARY SCHOOL,1820 S HARRIS DR,MESA,MARICOPA,85204,YES,RN,PUBLIC,51,96.1%,2.0%,100.0%,96.1%,2.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,98.0%,2.0%,100.0%,100.0%,0.0%,100.0%,3.9%,0.0%,0.0%
HARTFORD SYLVIA ENCINAS ELEMENTARY SCHOOL,700 N HARTFORD ST,CHANDLER,MARICOPA,85225,NO,,PUBLIC,72,93.1%,1.4%,95.8%,93.1%,2.8%,95.8%,97.2%,2.8%,100.0%,97.2%,2.8%,100.0%,97.2%,2.8%,100.0%,98.6%,1.4%,100.0%,4.2%,0.0%,1.4%
HARVEST PREPARATORY ACADEMY - SAN LUIS,1044 N 10TH AVE,SAN LUIS,YUMA,85349,NO,,CHARTER,81,97.5%,0.0%,100.0%,97.5%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
HARVEST PREPARATORY ACADEMY - YUMA,350 E 18TH ST,YUMA,YUMA,85364,NO,,CHARTER,86,96.5%,2.3%,100.0%,96.5%,2.3%,100.0%,98.8%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,97.7%,2.3%,100.0%,2.3%,0.0%,0.0%
HAVASU PREPARATORY ACADEMY,3155 MARICOPA AVE,LAKE HAVASU CITY,MOHAVE,86406,NO,,CHARTER,21,90.5%,9.5%,100.0%,85.7%,14.3%,100.0%,95.2%,4.8%,100.0%,90.5%,9.5%,100.0%,95.2%,4.8%,100.0%,100.0%,0.0%,100.0%,14.3%,0.0%,0.0%
HAVASUPAI ELEMENTARY SCHOOL,880 CASHMERE DR,LAKE HAVASU CITY,MOHAVE,86404,YES,LPN,PUBLIC,49,77.6%,0.0%,77.6%,79.6%,0.0%,79.6%,79.6%,0.0%,79.6%,93.9%,0.0%,93.9%,93.9%,0.0%,93.9%,95.9%,0.0%,95.9%,0.0%,0.0%,0.0%
HEARN ACADEMY,17606 N 7TH AVE,PHOENIX,MARICOPA,85023,YES,RN,CHARTER,77,87.0%,5.2%,93.5%,87.0%,5.2%,93.5%,97.4%,2.6%,100.0%,97.4%,2.6%,100.0%,98.7%,1.3%,100.0%,98.7%,1.3%,100.0%,7.8%,0.0%,1.3%
HEARTLAND RANCH ELEMENTARY SCHOOL,1667 W CAROLINE ST,COOLIDGE,PINAL,85128,NO,,PUBLIC,73,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,98.6%,0.0%,98.6%,98.6%,0.0%,98.6%,98.6%,0.0%,98.6%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
HEATHERBRAE ELEMENTARY SCHOOL,7070 W HEATHERBRAE DR,PHOENIX,MARICOPA,85033,YES,RN,PUBLIC,85,83.5%,4.7%,88.2%,82.4%,4.7%,87.1%,96.5%,3.5%,100.0%,96.5%,3.5%,100.0%,96.5%,3.5%,100.0%,96.5%,3.5%,100.0%,3.5%,1.2%,3.5%
HERITAGE ACADEMY GATEWAY-85242,19705 E GERMANN RD,QUEEN CREEK,MARICOPA,,NO,,CHARTER,52,88.5%,7.7%,100.0%,88.5%,7.7%,100.0%,92.3%,7.7%,100.0%,92.3%,7.7%,100.0%,90.4%,9.6%,100.0%,92.3%,7.7%,100.0%,11.5%,0.0%,7.7%
HERITAGE ACADEMY MARICOPA,14000 W HEROES WAY,MARICOPA,PINAL,85138,NO,,CHARTER,116,65.5%,6.9%,75.9%,66.4%,6.9%,76.7%,90.5%,6.9%,97.4%,90.5%,6.9%,97.4%,91.4%,6.9%,98.3%,92.2%,6.9%,99.1%,6.9%,0.0%,6.9%
HERITAGE ELEMENTARY SCHOOL - EAST CAMPUS,6805 N 125TH AVE,GLENDALE,MARICOPA,85307,YES,LPN,CHARTER,105,66.7%,33.3%,100.0%,65.7%,34.3%,100.0%,94.3%,1.0%,100.0%,98.1%,1.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,34.3%,0.0%,0.0%
HERITAGE MIDDLE SCHOOL,1076 N RD 1 W,CHINO VALLEY,YAVAPAI,86323,NO,,PUBLIC,144,63.2%,5.6%,68.8%,56.3%,4.9%,63.2%,85.4%,6.9%,92.4%,87.5%,6.3%,93.8%,88.9%,5.6%,94.4%,95.1%,4.2%,99.3%,7.6%,0.0%,3.5%
HERITAGE SCHOOL,5312 W MOUNTAIN VIEW RD,GLENDALE,MARICOPA,85302,YES,LPN,PUBLIC,52,98.1%,0.0%,100.0%,75.0%,0.0%,75.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
HERMOSA VISTA ELEMENTARY SCHOOL,2626 N 24TH ST,MESA,MARICOPA,85213,YES,RN,PUBLIC,96,91.7%,7.3%,100.0%,88.5%,10.4%,100.0%,95.8%,4.2%,100.0%,94.8%,5.2%,100.0%,96.9%,3.1%,100.0%,96.9%,3.1%,100.0%,10.4%,1.0%,3.1%
HIDDEN HILLS ELEMENTARY SCHOOL,1919 E SHARON DR,PHOENIX,MARICOPA,85022,YES,RN,PUBLIC,69,92.8%,2.9%,95.7%,88.4%,2.9%,95.7%,97.1%,2.9%,100.0%,97.1%,2.9%,100.0%,97.1%,2.9%,100.0%,97.1%,2.9%,100.0%,2.9%,0.0%,2.9%
HIGHLAND ELEMENTARY SCHOOL,3042 E ADOBE ST,MESA,MARICOPA,85213,YES,RN,PUBLIC,105,82.9%,6.7%,90.5%,79.0%,7.6%,86.7%,94.3%,5.7%,100.0%,94.3%,5.7%,100.0%,94.3%,5.7%,100.0%,96.2%,3.8%,100.0%,7.6%,0.0%,2.9%
HIGHLAND LAKES SCHOOL,19000 N 63RD AVE,GLENDALE,MARICOPA,85308,YES,RN,PUBLIC,96,89.6%,7.3%,96.9%,88.5%,7.3%,95.8%,90.6%,8.3%,100.0%,92.7%,7.3%,100.0%,92.7%,7.3%,100.0%,92.7%,7.3%,100.0%,8.3%,0.0%,7.3%
HIGHLAND PARK ELEMENTARY,230 N COLE DR,GILBERT,MARICOPA,85234,YES,RN,PUBLIC,112,90.2%,6.3%,97.3%,88.4%,8.0%,97.3%,93.8%,5.4%,99.1%,94.6%,4.5%,99.1%,93.8%,4.5%,99.1%,94.6%,4.5%,99.1%,8.9%,0.0%,4.5%
HIGLEY TRADITIONAL ACADEMY,3391 E VEST AVE,GILBERT,MARICOPA,85295,NO,,PUBLIC,78,94.9%,5.1%,100.0%,93.6%,6.4%,100.0%,93.6%,6.4%,100.0%,94.9%,5.1%,100.0%,96.2%,3.8%,100.0%,96.2%,3.8%,100.0%,7.7%,0.0%,2.6%
HOLBROOK JUNIOR HIGH SCHOOL,412 W BUFFALO ST,HOLBROOK,NAVAJO,86025,YES,RN,PUBLIC,101,90.1%,3.0%,93.1%,88.1%,4.0%,92.1%,95.0%,5.0%,100.0%,94.1%,5.0%,99.0%,95.0%,4.0%,99.0%,94.1%,5.0%,99.0%,5.0%,0.0%,3.0%
HOLLINGER ELEMENTARY SCHOOL,150 W AJO WAY,TUCSON,PIMA,85713,YES,RN,PUBLIC,72,75.0%,0.0%,75.0%,73.6%,0.0%,73.6%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
HOLMES ELEMENTARY SCHOOL,948 S HORNE,MESA,MARICOPA,85204,YES,RN,PUBLIC,97,92.8%,0.0%,92.8%,92.8%,0.0%,92.8%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
HOMER DAVIS ELEMENTARY SCHOOL,4250 N ROMERO RD,TUCSON,PIMA,85705,NO,,PUBLIC,72,97.2%,0.0%,100.0%,97.2%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
HORIZON COMMUNITY LEARNING CENTER,16233 S 48TH ST,PHOENIX,MARICOPA,,NO,,CHARTER,119,89.9%,8.4%,100.0%,88.2%,10.1%,100.0%,93.3%,6.7%,100.0%,95.0%,5.0%,100.0%,96.6%,3.4%,100.0%,97.5%,2.5%,100.0%,14.3%,0.0%,2.5%
