SCHOOL NAME,ADDRESS,CITY,COUNTY,ZIP,SCHOOL NURSE,SCHOOL NURSE TYPE,SCHOOL TYPE,ENROLLED,% IMMUNE TDAP,% EXEMPT TDAP,% COMPLIANCE TDAP,% IMMUNE MCV4,% EXEMPT MCV4,% COMPLIANCE MCV4,% IMMUNE POLIO,% EXEMPT POLIO,% COMPLIANCE POLIO,% IMMUNE MMR,% EXEMPT MMR,% COMPLIANCE MMR,% IMMUNE HEP B,% EXEMPT HEP B,% COMPLIANCE HEP B,% IMMUNE VAR,% EXEMPT VAR,% COMPLIANCE VAR,% PBE,% MEDICAL EXEMPT,% PBE ALL
THE CREIGHTON ACADEMY,2802 E MCDOWELL RD,PHOENIX,MARICOPA,85008,YES,LPN,PUBLIC,34,97.1%,0.0%,97.1%,100.0%,0.0%,100.0%,97.1%,0.0%,97.1%,97.1%,0.0%,97.1%,97.1%,0.0%,97.1%,97.1%,0.0%,97.1%,0.0%,0.0%,0.0%
GATEWAY SCHOOL,1100 N 35TH ST,PHOENIX,MARICOPA,85008,YES,RN,PUBLIC,55,78.2%,0.0%,80.0%,72.7%,0.0%,74.5%,100.0%,0.0%,100.0%,98.2%,0.0%,98.2%,92.7%,0.0%,92.7%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
LARRY C KENNEDY SCHOOL,2702 E OSBORN RD,PHOENIX,MARICOPA,85016,YES,RN,PUBLIC,46,97.8%,2.2%,100.0%,97.8%,0.0%,97.8%,93.5%,2.2%,95.7%,93.5%,2.2%,95.7%,93.5%,2.2%,95.7%,97.8%,2.2%,100.0%,2.2%,0.0%,2.2%
LOMA LINDA ELEMENTARY SCHOOL,2002 E CLARENDON AVE,PHOENIX,MARICOPA,85016,YES,RN,PUBLIC,45,82.2%,0.0%,84.4%,82.2%,0.0%,84.4%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,97.8%,0.0%,97.8%,0.0%,0.0%,0.0%
WILLIAM T MACHAN ELEMENTARY SCHOOL,2140 E VIRGINIA AVE,PHOENIX,MARICOPA,85006,YES,RN,PUBLIC,80,93.8%,0.0%,93.8%,100.0%,0.0%,100.0%,97.5%,0.0%,97.5%,98.8%,0.0%,98.8%,91.3%,0.0%,91.3%,98.8%,0.0%,98.8%,0.0%,0.0%,0.0%
MONTE VISTA ELEMENTARY SCHOOL,3501 E OSBORN RD,PHOENIX,MARICOPA,85018,YES,RN,PUBLIC,109,97.2%,1.8%,100.0%,97.2%,1.8%,100.0%,97.2%,1.8%,100.0%,97.2%,1.8%,100.0%,98.2%,1.8%,100.0%,98.2%,1.8%,100.0%,1.8%,0.0%,1.8%
PAPAGO SCHOOL,2013 N 36TH ST,PHOENIX,MARICOPA,85008,YES,RN,PUBLIC,89,73.0%,1.1%,76.4%,62.9%,1.1%,67.4%,98.9%,1.1%,100.0%,97.8%,1.1%,98.9%,97.8%,1.1%,98.9%,97.8%,1.1%,98.9%,1.1%,0.0%,1.1%
BILTMORE PREPARATORY ACADEMY,4601 N 34TH ST,PHOENIX,MARICOPA,85018,YES,LPN,PUBLIC,56,96.4%,3.6%,100.0%,96.4%,3.6%,100.0%,96.4%,3.6%,100.0%,96.4%,0.0%,100.0%,96.4%,3.6%,100.0%,96.4%,3.6%,100.0%,3.6%,3.6%,3.6%
DREXEL ELEMENTARY SCHOOL,801 E DREXEL RD,TUCSON,PIMA,85706,YES,RN,PUBLIC,67,89.6%,6.0%,97.0%,88.1%,6.0%,95.5%,94.0%,4.5%,98.5%,92.5%,6.0%,98.5%,94.0%,4.5%,98.5%,95.5%,4.5%,100.0%,6.0%,0.0%,4.5%
EXCELENCIA SCHOOL,2181 E MCDOWELL RD,PHOENIX,MARICOPA,85006,YES,LPN,PUBLIC,56,94.6%,1.8%,96.4%,94.6%,1.8%,96.4%,98.2%,1.8%,100.0%,98.2%,1.8%,100.0%,98.2%,1.8%,100.0%,98.2%,1.8%,100.0%,1.8%,0.0%,1.8%
PORFIRIO H. GONZALES ELEMENTARY SCHOOL,9401 W GARFIELD ST,TOLLESON,MARICOPA,85353,YES,Both,PUBLIC,75,90.7%,8.0%,98.7%,92.0%,8.0%,100.0%,94.7%,5.3%,100.0%,94.7%,5.3%,100.0%,94.7%,5.3%,100.0%,94.7%,5.3%,100.0%,10.7%,0.0%,5.3%
ARIZONA DESERT ELEMENTARY SCHOOL,8803 W VAN BUREN ST,TOLLESON,MARICOPA,85353,YES,RN,PUBLIC,69,87.0%,0.0%,87.0%,87.0%,0.0%,87.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
SHEELY FARMS ELEMENTARY SCHOOL,9450 W ENCANTO BLVD,PHOENIX,MARICOPA,85037,YES,RN,PUBLIC,76,96.1%,1.3%,100.0%,96.1%,1.3%,100.0%,97.4%,1.3%,100.0%,98.7%,1.3%,100.0%,98.7%,1.3%,100.0%,98.7%,1.3%,100.0%,1.3%,0.0%,1.3%
DESERT OASIS ELEMENTARY SCHOOL-85037,8802 W MCDOWELL RD,PHOENIX,MARICOPA,85037,NO,,PUBLIC,74,100.0%,0.0%,100.0%,68.9%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,97.3%,0.0%,97.3%,0.0%,0.0%,0.0%
ARTHUR M HAMILTON SCHOOL,2020 W DURANGO,PHOENIX,MARICOPA,85009,NO,,PUBLIC,<20,88.9%,5.6%,100.0%,88.9%,5.6%,100.0%,94.4%,5.6%,100.0%,94.4%,5.6%,100.0%,94.4%,5.6%,100.0%,94.4%,5.6%,100.0%,5.6%,0.0%,5.6%
JACK L KUBAN ELEMENTARY SCHOOL,3201 W SHERMAN ST,PHOENIX,MARICOPA,85009,YES,RN,PUBLIC,42,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
WILLIAM R SULLIVAN ELEMENTARY SCHOOL,2 N 31ST AVE,PHOENIX,MARICOPA,85009,NO,,PUBLIC,52,100.0%,0.0%,100.0%,84.6%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
LIBERTY ELEMENTARY SCHOOL-85326,19818 W HWY 85,BUCKEYE,MARICOPA,85326,YES,LPN,PUBLIC,28,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
ELVIRA ELEMENTARY SCHOOL,250 W ELVIRA RD,TUCSON,PIMA,85756,YES,RN,PUBLIC,100,98.0%,0.0%,98.0%,97.0%,0.0%,97.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
ESTRELLA MOUNTAIN ELEMENTARY SCHOOL,10301 S SAN MIGUEL,GOODYEAR,MARICOPA,85338,NO,,PUBLIC,63,87.3%,1.6%,88.9%,87.3%,1.6%,88.9%,98.4%,1.6%,100.0%,98.4%,1.6%,100.0%,98.4%,1.6%,100.0%,98.4%,1.6%,100.0%,1.6%,0.0%,1.6%
WESTAR ELEMENTARY SCHOOL,17777 W WESTAR DR,GOODYEAR,MARICOPA,85338,YES,LPN,PUBLIC,104,95.2%,4.8%,100.0%,81.7%,17.3%,100.0%,94.2%,5.8%,100.0%,92.3%,7.7%,100.0%,93.3%,6.7%,100.0%,94.2%,5.8%,100.0%,14.4%,0.0%,2.9%
LAS BRISAS ACADEMY,18211 W LAS BRISAS DR,GOODYEAR,MARICOPA,85338,NO,,PUBLIC,72,90.3%,6.9%,100.0%,90.3%,6.9%,100.0%,93.1%,6.9%,100.0%,93.1%,6.9%,100.0%,93.1%,6.9%,100.0%,93.1%,6.9%,100.0%,6.9%,0.0%,6.9%
FREEDOM ELEMENTARY SCHOOL - 85326,22150 W. SUNDANCE PKWY S,BUCKEYE,MARICOPA,85326,YES,RN,PUBLIC,75,88.0%,9.3%,97.3%,88.0%,9.3%,97.3%,90.7%,9.3%,100.0%,90.7%,9.3%,100.0%,90.7%,9.3%,100.0%,90.7%,9.3%,100.0%,9.3%,0.0%,0.0%
KYRENE APRENDE MIDDLE SCHOOL,777 N DESERT BREEZE BLVD EAST,CHANDLER,MARICOPA,85226,NO,,PUBLIC,285,95.8%,3.2%,99.3%,95.1%,3.9%,99.3%,97.9%,1.8%,99.6%,98.2%,1.8%,100.0%,98.2%,1.8%,100.0%,97.9%,2.1%,100.0%,4.9%,0.0%,1.4%
KYRENE ALTADENA MIDDLE SCHOOL,14620 S DESERT FOOTHILLS PKWY,PHOENIX,MARICOPA,85048,NO,,PUBLIC,320,92.2%,1.9%,94.4%,90.9%,1.9%,93.1%,98.4%,1.3%,99.7%,98.1%,1.6%,99.7%,98.1%,0.9%,99.1%,90.3%,0.9%,91.3%,1.9%,0.0%,0.9%
KYRENE AKIMEL A-AL MIDDLE SCHOOL,2720 E LIBERTY LN,PHOENIX,MARICOPA,85048,NO,,PUBLIC,250,74.8%,6.4%,81.2%,74.0%,6.4%,80.4%,96.4%,0.0%,96.4%,95.2%,0.0%,95.2%,95.6%,0.0%,95.6%,99.6%,0.0%,99.6%,6.4%,0.0%,6.4%
KYRENE CENTENNIAL MIDDLE SCHOOL,13808 S 36TH ST,PHOENIX,MARICOPA,85044,NO,,PUBLIC,200,72.5%,6.0%,80.0%,70.0%,6.5%,78.0%,93.5%,4.5%,98.0%,92.0%,6.5%,98.5%,93.5%,4.0%,97.5%,96.0%,3.0%,99.0%,10.0%,0.0%,2.0%
KYRENE DEL PUEBLO MIDDLE SCHOOL,360 S TWELVE OAKS BLVD,CHANDLER,MARICOPA,85226,NO,,PUBLIC,195,81.5%,5.1%,88.2%,80.0%,5.6%,87.2%,97.9%,1.5%,99.5%,99.0%,0.5%,99.5%,97.9%,2.1%,100.0%,99.5%,0.5%,100.0%,6.7%,0.0%,0.5%
ESPERANZA ELEMENTARY SCHOOL - 85706,2353 E BANTAM,TUCSON,PIMA,85706,YES,RN,PUBLIC,71,98.6%,0.0%,100.0%,98.6%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
KYRENE MIDDLE SCHOOL,1050 E CARVER RD,TEMPE,MARICOPA,85284,NO,,PUBLIC,230,78.7%,4.3%,83.9%,77.8%,4.3%,83.0%,95.7%,3.9%,99.6%,95.2%,3.9%,99.1%,97.0%,2.2%,99.1%,97.8%,1.7%,99.6%,4.3%,0.0%,1.7%
KYRENE DEL SURENO SCHOOL,3375 W GALVESTON RD,CHANDLER,MARICOPA,85226,NO,,PUBLIC,76,76.3%,1.3%,81.6%,75.0%,2.6%,82.9%,98.7%,1.3%,100.0%,98.7%,1.3%,100.0%,97.4%,2.6%,100.0%,98.7%,1.3%,100.0%,3.9%,0.0%,1.3%
LIBERTY ELEMENTARY SCHOOL,5495 S LIBERTY AVE,TUCSON,PIMA,85706,YES,RN,PUBLIC,79,98.7%,1.3%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
KYRENE DE LAS MANITAS SCHOOL,1201 W COURTNEY LN,TEMPE,MARICOPA,85284,NO,,PUBLIC,23,65.2%,4.3%,69.6%,60.9%,0.0%,60.9%,95.7%,4.3%,100.0%,95.7%,4.3%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,8.7%,0.0%,0.0%
PAT TILLMAN MIDDLE SCHOOL,4309 E BELLEVIEW ST,PHOENIX,MARICOPA,85008,YES,RN,PUBLIC,208,84.6%,0.0%,86.5%,83.7%,1.0%,86.5%,91.3%,1.0%,93.8%,91.3%,1.0%,93.8%,93.8%,0.0%,93.8%,92.3%,0.5%,93.8%,1.0%,0.5%,0.0%
BALES ELEMENTARY SCHOOL,25400 W MARICOPA RD,BUCKEYE,MARICOPA,85326,NO,,PUBLIC,80,93.8%,0.0%,93.8%,92.5%,0.0%,92.5%,98.8%,1.3%,100.0%,98.8%,1.3%,100.0%,98.8%,1.3%,100.0%,100.0%,0.0%,100.0%,3.8%,0.0%,0.0%
WESTPARK ELEMENTARY SCHOOL,2700 S 257TH DR,BUCKEYE,MARICOPA,85326,NO,,PUBLIC,69,94.2%,2.9%,97.1%,84.1%,11.6%,95.7%,97.1%,2.9%,100.0%,97.1%,2.9%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,14.5%,0.0%,0.0%
STEVEN R JASINSKI ELEMENTARY SCHOOL,4280 S 246TH AVE,BUCKEYE,MARICOPA,85326,NO,,PUBLIC,105,72.4%,14.3%,87.6%,69.5%,14.3%,84.8%,93.3%,6.7%,100.0%,93.3%,6.7%,100.0%,94.3%,5.7%,100.0%,99.0%,1.0%,100.0%,14.3%,0.0%,1.0%
SUNDANCE ELEMENTARY SCHOOL-85326,23800 W HADLEY ST,BUCKEYE,MARICOPA,85326,NO,,PUBLIC,87,93.1%,3.4%,96.6%,87.4%,3.4%,90.8%,97.7%,2.3%,100.0%,96.6%,2.3%,98.9%,97.7%,2.3%,100.0%,98.9%,1.1%,100.0%,4.6%,0.0%,1.1%
MARIONNEAUX ELEMENTARY SCHOOL,21455 W ROESER RD,BUCKEYE,MARICOPA,85326,NO,,PUBLIC,102,85.3%,6.9%,92.2%,82.4%,6.9%,89.2%,97.1%,2.9%,100.0%,97.1%,2.9%,100.0%,98.0%,2.0%,100.0%,99.0%,1.0%,100.0%,6.9%,0.0%,1.0%
LOS NINOS ELEMENTARY SCHOOL,5445 S ALVERNON WAY,TUCSON,PIMA,85706,YES,RN,PUBLIC,50,98.0%,0.0%,100.0%,98.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
INCA ELEMENTARY SCHOOL,236000 W DURANGO ST,BUCKEYE,MARICOPA,85326,NO,,PUBLIC,78,87.2%,10.3%,97.4%,83.3%,10.3%,97.4%,89.7%,10.3%,100.0%,97.4%,2.6%,100.0%,97.4%,2.6%,100.0%,100.0%,0.0%,100.0%,10.3%,0.0%,0.0%
BUCKEYE PRIMARY SCHOOL,210 S 6TH ST,BUCKEYE,MARICOPA,85326,NO,,PUBLIC,84,86.9%,2.4%,89.3%,85.7%,2.4%,88.1%,97.6%,2.4%,100.0%,97.6%,2.4%,100.0%,97.6%,2.4%,100.0%,97.6%,2.4%,100.0%,2.4%,0.0%,2.4%
MADISON #1 ELEMENTARY SCHOOL,5525 N 16TH ST,PHOENIX,MARICOPA,85016,YES,RN,PUBLIC,220,88.2%,3.6%,92.3%,85.0%,5.9%,91.4%,93.6%,4.1%,97.7%,96.4%,2.7%,99.1%,95.9%,2.7%,98.6%,97.7%,1.8%,99.5%,5.9%,0.5%,1.8%
MADISON TRADITIONAL ACADEMY,925 E MARYLAND AVE,PHOENIX,MARICOPA,85014,NO,,PUBLIC,85,97.6%,2.4%,100.0%,96.5%,2.4%,100.0%,98.8%,0.0%,98.8%,98.8%,0.0%,98.8%,100.0%,0.0%,100.0%,98.8%,0.0%,100.0%,2.4%,1.2%,0.0%
MADISON PARK SCHOOL,1431 E CAMPBELL AVE,PHOENIX,MARICOPA,85014,NO,,CHARTER,99,77.8%,22.2%,100.0%,77.8%,0.0%,77.8%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,2.0%,0.0%,2.0%
MADISON MEADOWS SCHOOL,225 W OCOTILLO RD,PHOENIX,MARICOPA,85013,YES,RN,PUBLIC,198,85.9%,3.5%,89.4%,84.3%,3.0%,87.4%,94.4%,4.0%,98.5%,97.0%,3.0%,100.0%,94.9%,5.1%,100.0%,97.5%,2.5%,100.0%,5.1%,0.0%,2.5%
LOS AMIGOS ELEMENTARY SCHOOL,2200 E DREXEL RD,TUCSON,PIMA,85706,YES,RN,PUBLIC,94,98.9%,0.0%,98.9%,98.9%,0.0%,98.9%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,98.9%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
GLENDALE LANDMARK MIDDLE SCHOOL,5730 W MYRTLE AVE,GLENDALE,MARICOPA,85301,YES,LPN,PUBLIC,97,77.3%,0.0%,78.4%,73.2%,0.0%,73.2%,94.8%,0.0%,94.8%,96.9%,0.0%,96.9%,94.8%,0.0%,94.8%,96.9%,0.0%,96.9%,0.0%,1.0%,0.0%
HAROLD W SMITH SCHOOL,6534 N 63RD AVE,GLENDALE,MARICOPA,85301,YES,RN,PUBLIC,89,86.5%,0.0%,86.5%,77.5%,0.0%,77.5%,94.4%,0.0%,94.4%,95.5%,0.0%,95.5%,95.5%,0.0%,95.5%,97.8%,0.0%,97.8%,2.2%,0.0%,2.2%
WILLIAM C JACK SCHOOL,6600 W MISSOURI AVE,GLENDALE,MARICOPA,85301,NO,,PUBLIC,71,76.1%,1.4%,77.5%,73.2%,0.0%,73.2%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,97.2%,0.0%,97.2%,1.4%,1.4%,0.0%
DON MENSENDICK SCHOOL,5535 N. 67TH AVE,GLENDALE,MARICOPA,85301,NO,,PUBLIC,94,89.4%,2.1%,91.5%,85.1%,2.1%,87.2%,97.9%,1.1%,98.9%,98.9%,1.1%,100.0%,97.9%,1.1%,98.9%,98.9%,1.1%,100.0%,2.1%,0.0%,2.1%
GLENN F BURTON SCHOOL,4801 W MARYLAND AVE,GLENDALE,MARICOPA,85301,NO,,PUBLIC,78,83.3%,0.0%,83.3%,79.5%,0.0%,79.5%,96.2%,0.0%,96.2%,97.4%,0.0%,97.4%,96.2%,0.0%,96.2%,100.0%,0.0%,100.0%,6.4%,0.0%,6.4%
GLENDALE AMERICAN SCHOOL,8530 N 55TH AVE,GLENDALE,MARICOPA,85302,NO,,PUBLIC,79,58.2%,0.0%,58.2%,51.9%,0.0%,51.9%,97.5%,0.0%,97.5%,97.5%,0.0%,97.5%,98.7%,0.0%,98.7%,98.7%,0.0%,98.7%,1.3%,1.3%,0.0%
HORIZON SCHOOL,8520 N 47TH AVE,GLENDALE,MARICOPA,85302,YES,RN,PUBLIC,116,87.1%,0.0%,87.9%,83.6%,0.0%,83.6%,96.6%,0.0%,96.6%,98.3%,0.0%,98.3%,99.1%,0.0%,99.1%,100.0%,0.0%,100.0%,4.3%,0.9%,0.0%
CHALLENGER MIDDLE SCHOOL,6905 W MARYLAND AVE,GLENDALE,MARICOPA,85303,NO,,PUBLIC,108,73.1%,1.9%,75.9%,73.1%,1.9%,75.0%,89.8%,2.8%,92.6%,91.7%,1.9%,93.5%,93.5%,1.9%,95.4%,97.2%,1.9%,99.1%,3.7%,0.0%,3.7%
BICENTENNIAL SOUTH SCHOOL,7240 W COLTER ST,GLENDALE,MARICOPA,85303,YES,RN,PUBLIC,118,89.8%,0.8%,90.7%,89.8%,0.8%,90.7%,98.3%,0.0%,99.2%,99.2%,0.0%,100.0%,98.3%,0.0%,99.2%,100.0%,0.0%,100.0%,0.8%,0.0%,0.0%
DISCOVERY SCHOOL,7910 W MARYLAND AVE,GLENDALE,MARICOPA,85303,YES,LPN,PUBLIC,72,80.6%,0.0%,81.9%,81.9%,0.0%,81.9%,98.6%,0.0%,98.6%,97.2%,0.0%,97.2%,98.6%,0.0%,98.6%,100.0%,0.0%,100.0%,5.6%,0.0%,5.6%
DESERT SPIRIT,7355 W ORANGEWOOD AVE,GLENDALE,MARICOPA,85303,NO,,PUBLIC,87,90.8%,4.6%,95.4%,92.0%,4.6%,96.6%,98.9%,0.0%,98.9%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,4.6%,1.1%,0.0%
SUNSET VISTA ELEMENTARY,7775 W ORANGEWOOD AVE,GLENDALE,MARICOPA,85303,YES,LPN,PUBLIC,82,81.7%,0.0%,81.7%,76.8%,0.0%,76.8%,97.6%,0.0%,97.6%,98.8%,0.0%,98.8%,96.3%,0.0%,96.3%,100.0%,0.0%,100.0%,1.2%,0.0%,1.2%
MICHAEL ANDERSON SCHOOL,45 S 3RD AVE,AVONDALE,MARICOPA,85323,YES,LPN,PUBLIC,80,62.5%,1.3%,63.8%,62.5%,1.3%,63.8%,98.8%,1.3%,100.0%,98.8%,1.3%,100.0%,98.8%,1.3%,100.0%,98.8%,1.3%,100.0%,1.3%,0.0%,1.3%
MISSION MANOR ELEMENTARY SCHOOL,600 W SANTA ROSA ST,TUCSON,PIMA,85706,YES,RN,PUBLIC,63,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
WILDFLOWER ACCELERATED ACADEMY,325 S WILDFLOWER DR,GOODYEAR,MARICOPA,85338,YES,RN,PUBLIC,56,66.1%,0.0%,67.9%,60.7%,0.0%,62.5%,96.4%,0.0%,96.4%,96.4%,0.0%,96.4%,98.2%,0.0%,98.2%,96.4%,0.0%,96.4%,0.0%,0.0%,0.0%
DESERT STAR SCHOOL,2131 S 157TH AVE,GOODYEAR,MARICOPA,85338,YES,LPN,PUBLIC,85,62.4%,0.0%,62.4%,61.2%,0.0%,61.2%,95.3%,0.0%,95.3%,94.1%,0.0%,94.1%,94.1%,0.0%,94.1%,97.6%,0.0%,97.6%,4.7%,0.0%,0.0%
DESERT THUNDER SCHOOL,16750 W GARFIELD ST,GOODYEAR,MARICOPA,85338,YES,LPN,PUBLIC,104,92.3%,2.9%,100.0%,92.3%,2.9%,100.0%,99.0%,1.0%,100.0%,99.0%,1.0%,100.0%,99.0%,1.0%,100.0%,100.0%,0.0%,100.0%,2.9%,0.0%,0.0%
COPPER TRAILS ELEMENTARY,16875 WEST CANYON TRAILS BLVD,GOODYEAR,MARICOPA,85338,YES,LPN,PUBLIC,125,86.4%,4.8%,92.0%,85.6%,4.8%,91.2%,96.0%,4.0%,100.0%,96.8%,3.2%,100.0%,96.8%,3.2%,100.0%,100.0%,0.0%,100.0%,4.8%,0.0%,0.0%
CENTERRA MIRAGE ELEMENTARY,15151 WEST CENTERRA DRIVE SOUTH,GOODYEAR,MARICOPA,85338,YES,LPN,PUBLIC,72,87.5%,9.7%,97.2%,87.5%,9.7%,97.2%,94.4%,5.6%,100.0%,94.4%,5.6%,100.0%,93.1%,6.9%,100.0%,95.8%,4.2%,100.0%,12.5%,0.0%,4.2%
SANTA MARIA MIDDLE SCHOOL,7250 W LOWER BUCKEYE RD,PHOENIX,MARICOPA,85043,YES,RN,PUBLIC,207,94.7%,2.4%,99.5%,93.7%,2.9%,99.5%,97.1%,2.4%,99.5%,97.1%,2.4%,99.5%,97.1%,2.4%,100.0%,98.1%,1.9%,100.0%,2.9%,0.0%,2.4%
SUMMIT VIEW ELEMENTARY,1900 E SUMMIT ST,TUCSON,PIMA,85756,YES,RN,PUBLIC,52,98.1%,0.0%,100.0%,98.1%,0.0%,100.0%,98.1%,1.9%,100.0%,98.1%,1.9%,100.0%,98.1%,0.0%,100.0%,98.1%,1.9%,100.0%,1.9%,0.0%,1.9%
WESTERN VALLEY MIDDLE SCHOOL,6250 W DURANGO ST,PHOENIX,MARICOPA,85043,YES,RN,CHARTER,165,92.7%,0.6%,93.3%,90.9%,0.6%,92.1%,98.2%,1.2%,99.4%,98.8%,0.6%,99.4%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,1.2%,0.0%,0.0%
ARLINGTON ELEMENTARY SCHOOL,9410 S 355TH AVE,ARLINGTON,MARICOPA,85322,NO,,PUBLIC,31,61.3%,3.2%,64.5%,54.8%,3.2%,58.1%,96.8%,0.0%,96.8%,96.8%,0.0%,96.8%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,3.2%,0.0%,0.0%
PALO VERDE ELEMENTARY SCHOOL,10700 S PALO VERDE RD,PALO VERDE,MARICOPA,85343,NO,,PUBLIC,51,94.1%,5.9%,100.0%,94.1%,5.9%,100.0%,98.0%,2.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,5.9%,0.0%,0.0%
LAVEEN ELEMENTARY SCHOOL,4141 W MCNEIL STREET,LAVEEN,MARICOPA,85339,NO,,PUBLIC,71,84.5%,2.8%,100.0%,84.5%,2.8%,100.0%,94.4%,4.2%,98.6%,95.8%,4.2%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,4.2%,0.0%,2.8%
MAURICE C CASH SCHOOL,3851 W ROESER RD,PHOENIX,MARICOPA,85041,YES,LPN,PUBLIC,106,86.8%,0.9%,93.4%,86.8%,0.9%,93.4%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.9%,0.0%,0.0%
VISTA DEL SUR TRADITIONAL SCHOOL,3908 W SOUTH MOUNTAIN AVE,LAVEEN,MARICOPA,85339,NO,,PUBLIC,81,91.4%,2.5%,100.0%,91.4%,2.5%,100.0%,97.5%,1.2%,100.0%,100.0%,0.0%,100.0%,98.8%,1.2%,100.0%,100.0%,0.0%,100.0%,3.7%,0.0%,0.0%
CHEATHAM ELEMENTARY SCHOOL,4725 W SOUTH MOUNTAIN AVE,LAVEEN,MARICOPA,85339,YES,LPN,PUBLIC,81,92.6%,2.5%,96.3%,91.4%,3.7%,96.3%,95.1%,3.7%,98.8%,96.3%,3.7%,100.0%,96.3%,3.7%,100.0%,96.3%,3.7%,100.0%,3.7%,0.0%,3.7%
RIVERA ELEMENTARY,5102 S CHERRY AVE,TUCSON,PIMA,85706,YES,RN,PUBLIC,77,96.1%,2.6%,98.7%,94.8%,2.6%,97.4%,98.7%,0.0%,98.7%,98.7%,0.0%,98.7%,98.7%,0.0%,98.7%,100.0%,0.0%,100.0%,2.6%,0.0%,0.0%
TRAILSIDE POINT ELEMENTARY,7275 W VINEYARD RD,LAVEEN,MARICOPA,85339,NO,,PUBLIC,99,86.9%,6.1%,100.0%,84.8%,7.1%,99.0%,96.0%,4.0%,100.0%,96.0%,4.0%,100.0%,96.0%,4.0%,100.0%,96.0%,4.0%,100.0%,7.1%,0.0%,4.0%
DESERT MEADOWS ELEMENTARY SCHOOL,6855 W MEADOWS LOOP E,LAVEEN,MARICOPA,85339,NO,,PUBLIC,106,85.8%,6.6%,100.0%,85.8%,6.6%,100.0%,94.3%,4.7%,99.1%,94.3%,4.7%,99.1%,94.3%,4.7%,99.1%,94.3%,4.7%,99.1%,6.6%,0.0%,4.7%
ROGERS RANCH SCHOOL,6735 S 47TH AVE,LAVEEN,MARICOPA,85339,NO,,PUBLIC,110,75.5%,4.5%,92.7%,75.5%,4.5%,92.7%,98.2%,1.8%,100.0%,98.2%,1.8%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,5.5%,0.0%,0.0%
PASEO POINTE SCHOOL,8800 S 55TH AVE,LAVEEN,MARICOPA,85339,NO,,PUBLIC,119,74.8%,6.7%,91.6%,74.8%,6.7%,91.6%,94.1%,5.0%,99.2%,95.0%,5.0%,100.0%,95.0%,5.0%,100.0%,96.6%,3.4%,100.0%,8.4%,0.0%,4.2%
