SCHOOL NAME,ADDRESS,CITY,COUNTY,ZIP,SCHOOL NURSE,SCHOOL NURSE TYPE,SCHOOL TYPE,ENROLLED,% IMMUNE TDAP,% EXEMPT TDAP,% COMPLIANCE TDAP,% IMMUNE MCV4,% EXEMPT MCV4,% COMPLIANCE MCV4,% IMMUNE POLIO,% EXEMPT POLIO,% COMPLIANCE POLIO,% IMMUNE MMR,% EXEMPT MMR,% COMPLIANCE MMR,% IMMUNE HEP B,% EXEMPT HEP B,% COMPLIANCE HEP B,% IMMUNE VAR,% EXEMPT VAR,% COMPLIANCE VAR,% PBE,% MEDICAL EXEMPT,% PBE ALL
ESPERANZA ELEMENTARY SCHOOL-85027,251 W MOHAWK LN,PHOENIX,MARICOPA,85027,YES,LPN,PUBLIC,71,95.8%,1.4%,97.2%,93.0%,1.4%,94.4%,100.0%,0.0%,100.0%,98.6%,1.4%,100.0%,100.0%,0.0%,100.0%,98.6%,0.0%,98.6%,1.4%,0.0%,0.0%
LAS BRISAS ELEMENTARY SCHOOL,5805 W ALAMEDA,GLENDALE,MARICOPA,85310,NO,,PUBLIC,67,86.6%,7.5%,94.0%,86.6%,7.5%,94.0%,97.0%,3.0%,100.0%,97.0%,3.0%,100.0%,97.0%,3.0%,100.0%,97.0%,3.0%,100.0%,7.5%,0.0%,3.0%
DESERT MOUNTAIN SCHOOL - 85086,35959 NORTH 7TH AVENUE,PHOENIX,MARICOPA,85086,YES,RN,PUBLIC,52,76.9%,23.1%,100.0%,75.0%,23.1%,98.1%,96.2%,3.8%,100.0%,96.2%,3.8%,100.0%,96.2%,3.8%,100.0%,94.2%,5.8%,100.0%,23.1%,0.0%,9.6%
COPPER CREEK ELEMENTARY,7071 W HILLCREST BLVD,GLENDALE,MARICOPA,85310,YES,RN,PUBLIC,108,91.7%,6.5%,98.1%,89.8%,8.3%,98.1%,91.7%,8.3%,100.0%,91.7%,8.3%,100.0%,91.7%,8.3%,100.0%,91.7%,8.3%,100.0%,8.3%,0.0%,8.3%
PASEO HILLS ELEMENTARY,3302 W LOUISE DR,PHOENIX,MARICOPA,85027,YES,RN,PUBLIC,90,86.7%,2.2%,88.9%,83.3%,2.2%,85.6%,96.7%,2.2%,98.9%,97.8%,1.1%,98.9%,96.7%,2.2%,98.9%,96.7%,2.2%,98.9%,2.2%,0.0%,1.1%
HIGHLAND LAKES SCHOOL,19000 N 63RD AVE,GLENDALE,MARICOPA,85308,YES,RN,PUBLIC,100,91.0%,5.0%,96.0%,90.0%,5.0%,95.0%,95.0%,5.0%,100.0%,94.0%,5.0%,99.0%,95.0%,5.0%,100.0%,97.0%,3.0%,100.0%,5.0%,0.0%,5.0%
ANTHEM SCHOOL,41020 N FREEDOM WAY,ANTHEM,MARICOPA,85086,YES,RN,PUBLIC,43,76.7%,14.0%,90.7%,76.7%,14.0%,90.7%,95.3%,4.7%,100.0%,95.3%,4.7%,100.0%,93.0%,7.0%,100.0%,95.3%,4.7%,100.0%,14.0%,0.0%,4.7%
LEGEND SPRINGS ELEMENTARY,21150 N ARROWHEAD LOOP,GLENDALE,MARICOPA,85308,YES,RN,PUBLIC,100,91.0%,9.0%,100.0%,92.0%,8.0%,100.0%,94.0%,6.0%,100.0%,95.0%,5.0%,100.0%,94.0%,6.0%,100.0%,94.0%,6.0%,100.0%,12.0%,1.0%,5.0%
SIERRA VERDE ELEMENTARY,7241 W ROSE GARDEN LN,GLENDALE,MARICOPA,85308,NO,,PUBLIC,117,83.8%,8.5%,92.3%,82.1%,8.5%,90.6%,96.6%,3.4%,100.0%,95.7%,3.4%,99.1%,99.1%,0.9%,100.0%,99.1%,0.9%,100.0%,10.3%,0.9%,0.0%
STETSON HILLS ELEMENTARY,25475 N STETSON HILLS LOOP RD,GLENDALE,MARICOPA,85083,YES,RN,PUBLIC,114,89.5%,7.9%,97.4%,89.5%,7.9%,98.2%,100.0%,0.0%,100.0%,99.1%,0.9%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,7.9%,0.0%,0.9%
GAVILAN PEAK ELEMENTARY,2701 W MEMORIAL DR,ANTHEM,MARICOPA,85086,YES,RN,PUBLIC,67,85.1%,11.9%,97.0%,85.1%,11.9%,97.0%,98.5%,0.0%,98.5%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,11.9%,0.0%,0.0%
TERRAMAR ELEMENTARY,7000 W HAPPY VALLEY RD,PEORIA,MARICOPA,85383,YES,RN,PUBLIC,106,90.6%,5.7%,96.2%,91.5%,4.7%,96.2%,95.3%,3.8%,99.1%,95.3%,3.8%,99.1%,93.4%,5.7%,99.1%,98.1%,1.9%,100.0%,8.5%,0.0%,2.8%
SUNSET RIDGE ELEMENTARY-85086,35707 N 33RD LN,PHOENIX,MARICOPA,85086,YES,RN,PUBLIC,49,89.8%,6.1%,95.9%,89.8%,6.1%,95.9%,89.8%,6.1%,95.9%,89.8%,6.1%,95.9%,89.8%,6.1%,95.9%,100.0%,0.0%,100.0%,6.1%,0.0%,6.1%
DIAMOND CANYON ELEMENTARY,40004 NORTH LIBERTY BELL WAY,PHOENIX,MARICOPA,85086,YES,RN,PUBLIC,97,91.8%,6.2%,97.9%,90.7%,7.2%,97.9%,91.8%,6.2%,97.9%,92.8%,7.2%,100.0%,93.8%,6.2%,100.0%,93.8%,6.2%,100.0%,10.3%,0.0%,6.2%
WEST WING SCHOOL,26716 NORTH HIGH DESERT DRIVE,PEORIA,MARICOPA,85383,YES,RN,PUBLIC,133,84.2%,15.8%,100.0%,84.2%,15.8%,100.0%,84.2%,15.0%,100.0%,84.2%,15.0%,100.0%,84.2%,15.0%,100.0%,96.2%,3.8%,100.0%,15.0%,0.0%,15.0%
CANYON SPRINGS,42901 N 45TH AVE,ANTHEM,MARICOPA,85087,YES,RN,PUBLIC,82,80.5%,13.4%,97.6%,80.5%,13.4%,97.6%,91.5%,7.3%,98.8%,92.7%,7.3%,100.0%,92.7%,7.3%,100.0%,95.1%,4.9%,100.0%,13.4%,0.0%,7.3%
NORTERRA CANYON K-8,2200 W MAYA WAY,PHOENIX,MARICOPA,85085,YES,RN,PUBLIC,63,79.4%,20.6%,100.0%,81.0%,19.0%,100.0%,88.9%,11.1%,100.0%,92.1%,7.9%,100.0%,93.7%,6.3%,100.0%,93.7%,6.3%,100.0%,27.0%,0.0%,6.3%
SONORAN FOOTHILLS SCHOOL,32150 N NORTH FOOTHILLS DR,PHOENIX,MARICOPA,85085,YES,RN,PUBLIC,108,86.1%,3.7%,89.8%,84.3%,3.7%,88.0%,94.4%,2.8%,97.2%,94.4%,3.7%,98.1%,94.4%,1.9%,96.3%,95.4%,1.9%,97.2%,4.6%,0.0%,0.9%
FOUNTAIN HILLS MIDDLE SCHOOL,15414 N MCDOWELL MOUNTAIN RD,FOUNTAIN HILLS,MARICOPA,85268,NO,,PUBLIC,82,89.0%,8.5%,97.6%,87.8%,8.5%,96.3%,91.5%,8.5%,100.0%,91.5%,8.5%,100.0%,91.5%,8.5%,100.0%,92.7%,7.3%,100.0%,8.5%,0.0%,8.5%
AGUILA ELEMENTARY SCHOOL,50023 N 51ST AVE,AGUILA,MARICOPA,85320,NO,,PUBLIC,<20,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
MORRISTOWN ELEMENTARY SCHOOL,25950 W ROCKAWAY HILLS DR,MORRISTOWN,MARICOPA,85342,NO,,PUBLIC,<20,77.8%,5.6%,83.3%,66.7%,5.6%,72.2%,88.9%,5.6%,100.0%,77.8%,5.6%,83.3%,88.9%,5.6%,94.4%,88.9%,5.6%,94.4%,5.6%,0.0%,5.6%
NADABURG ELEMENTARY SCHOOL,21419 W DOVE VALLEY RD,WITTMANN,MARICOPA,85361,YES,RN,PUBLIC,32,87.5%,9.4%,96.9%,87.5%,9.4%,96.9%,100.0%,0.0%,100.0%,96.9%,0.0%,96.9%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,9.4%,0.0%,0.0%
DESERT OASIS ELEMENTARY SCHOOL-85387,17161 W BAJADA RD,SURPRISE,MARICOPA,85387,NO,,PUBLIC,75,84.0%,5.3%,90.7%,84.0%,5.3%,90.7%,93.3%,5.3%,98.7%,93.3%,5.3%,98.7%,93.3%,5.3%,98.7%,93.3%,5.3%,98.7%,5.3%,0.0%,5.3%
MARY MCLEOD BETHUNE SCHOOL,1310 S 15TH AVE,PHOENIX,MARICOPA,85007,NO,,PUBLIC,41,85.4%,0.0%,85.4%,82.9%,0.0%,82.9%,97.6%,0.0%,97.6%,97.6%,0.0%,97.6%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
CAPITOL ELEMENTARY SCHOOL,330 N 16TH AVE,PHOENIX,MARICOPA,85007,YES,LPN,PUBLIC,49,89.8%,10.2%,100.0%,89.8%,10.2%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,93.9%,6.1%,100.0%,4.1%,0.0%,0.0%
THOMAS A EDISON SCHOOL,804 N 18TH ST,PHOENIX,MARICOPA,85006,YES,RN,PUBLIC,56,92.9%,1.8%,96.4%,92.9%,1.8%,96.4%,100.0%,0.0%,100.0%,98.2%,1.8%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,1.8%,0.0%,0.0%
RALPH WALDO EMERSON ELEMENTARY SCHOOL,915 E PALM LN,PHOENIX,MARICOPA,85006,YES,RN,PUBLIC,33,97.0%,0.0%,97.0%,97.0%,0.0%,97.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
GARFIELD SCHOOL,811 N 13TH ST,PHOENIX,MARICOPA,85006,YES,RN,PUBLIC,40,85.0%,0.0%,85.0%,82.5%,0.0%,82.5%,95.0%,2.5%,97.5%,95.0%,2.5%,97.5%,97.5%,2.5%,100.0%,95.0%,2.5%,97.5%,2.5%,0.0%,0.0%
MAGNET TRADITIONAL SCHOOL,2602 N 23RD AVE,PHOENIX,MARICOPA,85009,YES,LPN,PUBLIC,61,100.0%,0.0%,100.0%,73.8%,23.0%,96.7%,95.1%,4.9%,100.0%,98.4%,0.0%,98.4%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,23.0%,0.0%,0.0%
MAIE BARTLETT HEARD SCHOOL,2301 W THOMAS RD,PHOENIX,MARICOPA,85015,YES,RN,PUBLIC,52,71.2%,5.8%,76.9%,71.2%,5.8%,76.9%,92.3%,5.8%,98.1%,94.2%,5.8%,100.0%,94.2%,5.8%,100.0%,94.2%,5.8%,100.0%,5.8%,0.0%,5.8%
HERRERA ELEMENTARY SCHOOL,1350 S 11TH ST,PHOENIX,MARICOPA,85034,YES,RN,PUBLIC,49,75.5%,2.0%,79.6%,75.5%,2.0%,79.6%,95.9%,0.0%,95.9%,93.9%,2.0%,95.9%,95.9%,0.0%,95.9%,93.9%,0.0%,93.9%,4.1%,0.0%,0.0%
KENILWORTH ELEMENTARY SCHOOL,1210 N 5TH AVE,PHOENIX,MARICOPA,85003,YES,RN,PUBLIC,51,80.4%,2.0%,86.3%,80.4%,2.0%,86.3%,98.0%,0.0%,98.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,2.0%,0.0%,0.0%
LOWELL SCHOOL,1121 S 3RD AVE,PHOENIX,MARICOPA,85003,YES,RN,PUBLIC,38,78.9%,0.0%,78.9%,76.3%,2.6%,78.9%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,2.6%,0.0%,0.0%
AUGUSTUS H SHAW JR SCHOOL,123 N 13TH ST,PHOENIX,MARICOPA,85034,YES,RN,PUBLIC,24,87.5%,12.5%,100.0%,87.5%,12.5%,100.0%,95.8%,4.2%,100.0%,95.8%,4.2%,100.0%,95.8%,4.2%,100.0%,95.8%,4.2%,100.0%,16.7%,0.0%,4.2%
WHITTIER ELEMENTARY SCHOOL-85006,2000 N 16TH ST,PHOENIX,MARICOPA,85006,YES,RN,PUBLIC,46,91.3%,8.7%,100.0%,89.1%,10.9%,100.0%,97.8%,0.0%,100.0%,97.8%,0.0%,100.0%,95.7%,2.2%,100.0%,97.8%,2.2%,100.0%,4.3%,0.0%,0.0%
KINGS RIDGE PREPARATORY ACADEMY,3650 S 64TH LN,PHOENIX,MARICOPA,85043,YES,LPN,PUBLIC,90,84.4%,0.0%,95.6%,78.9%,0.0%,90.0%,95.6%,0.0%,95.6%,98.9%,0.0%,100.0%,97.8%,0.0%,100.0%,98.9%,0.0%,98.9%,1.1%,0.0%,0.0%
LA CIMA MIDDLE SCHOOL,5600 N LA CANADA RD,TUCSON,PIMA,85704,YES,RN,PUBLIC,132,94.7%,2.3%,99.2%,94.7%,2.3%,99.2%,98.5%,0.8%,100.0%,99.2%,0.8%,100.0%,98.5%,0.8%,100.0%,99.2%,0.8%,100.0%,1.5%,0.8%,0.8%
LAIRD ELEMENTARY SCHOOL,1500 N SCOVEL ST,TEMPE,MARICOPA,85281,YES,RN,PUBLIC,43,55.8%,0.0%,67.4%,51.2%,0.0%,62.8%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
AMPHITHEATER MIDDLE SCHOOL,315 E PRINCE RD,TUCSON,PIMA,85705,YES,RN,PUBLIC,175,92.0%,0.6%,93.1%,92.6%,0.6%,93.7%,97.7%,0.6%,99.4%,98.3%,0.6%,99.4%,97.1%,0.6%,99.4%,99.4%,0.6%,100.0%,1.1%,1.1%,1.1%
GILILLAND MIDDLE SCHOOL,1025 S BECK AVE,TEMPE,MARICOPA,85281,YES,RN,PUBLIC,228,91.7%,5.3%,99.1%,91.7%,5.3%,99.1%,97.4%,2.2%,100.0%,98.7%,1.3%,100.0%,98.7%,1.3%,100.0%,98.7%,1.3%,100.0%,3.5%,0.0%,1.8%
CONNOLLY MIDDLE SCHOOL,2002 E CONCORDA DR,TEMPE,MARICOPA,85282,YES,RN,PUBLIC,302,96.7%,3.0%,99.7%,96.7%,3.0%,99.7%,96.7%,3.0%,99.7%,96.7%,3.0%,99.7%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,3.0%,0.0%,3.0%
FEES MIDDLE SCHOOL,1600 E WATSON DR,TEMPE,MARICOPA,85283,YES,RN,PUBLIC,262,93.5%,3.1%,99.6%,93.1%,3.4%,99.6%,96.6%,3.1%,100.0%,97.7%,2.3%,100.0%,96.6%,3.1%,100.0%,96.9%,3.1%,100.0%,4.2%,0.0%,2.3%
LAWRENCE W CROSS MIDDLE SCHOOL,1000 W CHAPALA DR,TUCSON,PIMA,85704,YES,RN,PUBLIC,219,97.3%,2.7%,100.0%,94.1%,5.0%,99.1%,95.9%,4.1%,100.0%,95.9%,4.1%,100.0%,95.4%,4.6%,100.0%,95.9%,4.1%,100.0%,4.6%,0.5%,4.6%
WARD TRADITIONAL ACADEMY,1965 E HERMOSA DR,TEMPE,MARICOPA,85282,YES,RN,PUBLIC,48,89.6%,10.4%,100.0%,87.5%,12.5%,100.0%,97.9%,2.1%,100.0%,95.8%,4.2%,100.0%,93.8%,6.3%,100.0%,97.9%,2.1%,100.0%,14.6%,0.0%,2.1%
MCKEMY ACADEMY OF INTERNATIONAL STUDIES,2250 S COLLEGE AVE,TEMPE,MARICOPA,85282,NO,,PUBLIC,125,92.8%,3.2%,100.0%,92.8%,3.2%,100.0%,96.0%,4.0%,100.0%,96.8%,3.2%,100.0%,96.8%,3.2%,100.0%,96.8%,3.2%,100.0%,4.8%,0.0%,3.2%
ISAAC MIDDLE SCHOOL,3402 W MCDOWELL RD,PHOENIX,MARICOPA,85009,NO,,PUBLIC,167,91.6%,1.2%,100.0%,86.2%,1.2%,94.6%,99.4%,0.0%,100.0%,100.0%,0.0%,100.0%,98.8%,0.0%,100.0%,100.0%,0.0%,100.0%,1.2%,0.0%,0.0%
RICHARD B WILSON JR SCHOOL,2330 W GLOVER RD,TUCSON,PIMA,85742,YES,RN,PUBLIC,131,96.2%,3.1%,100.0%,96.2%,3.1%,100.0%,98.5%,1.5%,100.0%,97.7%,2.3%,100.0%,96.2%,3.1%,100.0%,97.7%,1.5%,100.0%,3.8%,0.8%,1.5%
MORRIS K. UDALL ESCUELA DE BELLAS ARTES,3715 W ROOSEVELT ST,PHOENIX,MARICOPA,85009,NO,,PUBLIC,191,94.8%,0.0%,100.0%,94.8%,0.0%,100.0%,99.0%,0.0%,100.0%,99.0%,0.0%,100.0%,99.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
ACACIA ELEMENTARY SCHOOL,3021 W EVANS DR,PHOENIX,MARICOPA,85053,NO,,PUBLIC,101,90.1%,8.9%,100.0%,89.1%,9.9%,100.0%,95.0%,5.0%,100.0%,95.0%,5.0%,100.0%,97.0%,3.0%,100.0%,100.0%,0.0%,100.0%,9.9%,0.0%,9.9%
ALTA VISTA ELEMENTARY SCHOOL,8710 N 31ST AVE,PHOENIX,MARICOPA,85051,NO,,PUBLIC,87,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,96.6%,0.0%,100.0%,98.9%,0.0%,98.9%,96.6%,0.0%,97.7%,98.9%,1.1%,100.0%,2.3%,1.1%,0.0%
ARROYO SCHOOL,4535 W CHOLLA ST,GLENDALE,MARICOPA,85304,NO,,PUBLIC,51,88.2%,7.8%,96.1%,90.2%,5.9%,96.1%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,5.9%,0.0%,0.0%
CACTUS WREN ELEMENTARY SCHOOL,9650 N 39TH AVE,PHOENIX,MARICOPA,85051,NO,,PUBLIC,49,98.0%,2.0%,100.0%,98.0%,2.0%,100.0%,98.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,2.0%,0.0%,0.0%
CHAPARRAL ELEMENTARY SCHOOL-85029,3808 W JOAN DE ARC,PHOENIX,MARICOPA,85029,NO,,PUBLIC,66,93.9%,4.5%,100.0%,93.9%,4.5%,100.0%,98.5%,1.5%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,4.5%,0.0%,4.5%
GALLEGO INTERMEDIATE FINE ARTS MAGNET SCHOOL,3700 E ALVORD RD,TUCSON,PIMA,85706,YES,RN,PUBLIC,166,99.4%,0.6%,100.0%,99.4%,0.6%,100.0%,99.4%,0.6%,100.0%,99.4%,0.6%,100.0%,99.4%,0.6%,100.0%,99.4%,0.6%,100.0%,0.6%,0.6%,0.6%
DESERT VIEW ELEMENTARY SCHOOL - PHOENIX,8621 N 3RD ST,PHOENIX,MARICOPA,85020,YES,RN,PUBLIC,36,94.4%,5.6%,100.0%,91.7%,8.3%,100.0%,94.4%,5.6%,100.0%,94.4%,5.6%,100.0%,94.4%,5.6%,100.0%,94.4%,5.6%,100.0%,8.3%,0.0%,2.8%
IRONWOOD ELEMENTARY SCHOOL,14850 N 39TH AVE,PHOENIX,MARICOPA,85053,NO,,PUBLIC,85,97.6%,2.4%,100.0%,94.1%,3.5%,97.6%,100.0%,0.0%,100.0%,98.8%,0.0%,100.0%,98.8%,0.0%,100.0%,100.0%,0.0%,100.0%,7.1%,0.0%,7.1%
JOHN JACOBS ELEMENTARY SCHOOL,14421 N 23RD AVE,PHOENIX,MARICOPA,85023,NO,,PUBLIC,66,93.9%,4.5%,100.0%,93.9%,4.5%,100.0%,95.5%,4.5%,100.0%,95.5%,4.5%,100.0%,97.0%,3.0%,100.0%,95.5%,4.5%,100.0%,4.5%,0.0%,4.5%
LAKEVIEW ELEMENTARY SCHOOL,3040 W YUCCA ST,PHOENIX,MARICOPA,85029,NO,,PUBLIC,54,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
LOOKOUT MOUNTAIN SCHOOL,15 W CORAL GABLES DR,PHOENIX,MARICOPA,85023,NO,,PUBLIC,113,93.8%,6.2%,100.0%,92.0%,8.0%,100.0%,93.8%,6.2%,100.0%,95.6%,4.4%,100.0%,95.6%,4.4%,100.0%,97.3%,2.7%,100.0%,8.0%,0.0%,1.8%
MANZANITA ELEMENTARY SCHOOL,8430 N 39TH AVE,PHOENIX,MARICOPA,85051,NO,,PUBLIC,86,94.2%,3.5%,97.7%,94.2%,3.5%,97.7%,97.7%,2.3%,100.0%,97.7%,2.3%,100.0%,97.7%,1.2%,100.0%,98.8%,1.2%,100.0%,3.5%,0.0%,1.2%
MARYLAND ELEMENTARY SCHOOL,6503 N 21ST AVE,PHOENIX,MARICOPA,85015,YES,RN,PUBLIC,51,84.3%,3.9%,88.2%,78.4%,3.9%,82.4%,94.1%,3.9%,98.0%,96.1%,3.9%,100.0%,96.1%,3.9%,100.0%,98.0%,0.0%,98.0%,3.9%,0.0%,3.9%
MOON MOUNTAIN SCHOOL,13425 N 19TH AVE,PHOENIX,MARICOPA,85029,NO,,PUBLIC,83,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,98.8%,1.2%,100.0%,100.0%,0.0%,100.0%,2.4%,0.0%,2.4%
MOUNTAIN VIEW ELEMENTARY SCHOOL,801 W PEORIA AVE,PHOENIX,MARICOPA,85029,NO,,PUBLIC,146,95.2%,3.4%,100.0%,95.2%,3.4%,100.0%,97.9%,2.1%,100.0%,97.9%,2.1%,100.0%,97.9%,2.1%,100.0%,97.9%,2.1%,100.0%,3.4%,0.0%,2.1%
OCOTILLO SCHOOL,3225 W OCOTILLO RD,PHOENIX,MARICOPA,85017,NO,,PUBLIC,96,92.7%,2.1%,95.8%,91.7%,2.1%,94.8%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,2.1%,0.0%,0.0%
ORANGEWOOD ELEMENTARY SCHOOL,7337 N 19TH AVE,PHOENIX,MARICOPA,85021,YES,RN,PUBLIC,82,91.5%,3.7%,97.6%,85.4%,3.7%,91.5%,92.7%,3.7%,97.6%,95.1%,2.4%,98.8%,93.9%,0.0%,93.9%,98.8%,0.0%,98.8%,8.5%,0.0%,6.1%
ROADRUNNER ELEMENTARY SCHOOL-85051,7702 N 39TH AVE,PHOENIX,MARICOPA,85051,NO,,PUBLIC,86,90.7%,4.7%,95.3%,90.7%,4.7%,95.3%,95.3%,4.7%,100.0%,95.3%,4.7%,100.0%,97.7%,2.3%,100.0%,97.7%,2.3%,100.0%,4.7%,0.0%,4.7%
ROYAL PALM MIDDLE SCHOOL,8520 N 19TH AVE,PHOENIX,MARICOPA,85021,NO,,PUBLIC,148,97.3%,1.4%,100.0%,93.2%,5.4%,100.0%,96.6%,2.7%,100.0%,97.3%,2.7%,100.0%,98.0%,1.4%,100.0%,98.6%,1.4%,100.0%,6.8%,0.0%,1.4%
SAHUARO SCHOOL,12835 N 33RD AVE,PHOENIX,MARICOPA,85029,NO,,PUBLIC,66,97.0%,0.0%,100.0%,93.9%,3.0%,100.0%,95.5%,4.5%,100.0%,97.0%,3.0%,100.0%,95.5%,3.0%,98.5%,100.0%,0.0%,100.0%,7.6%,0.0%,3.0%
SHAW BUTTE SCHOOL,12202 N 21ST AVE,PHOENIX,MARICOPA,85029,NO,,PUBLIC,70,95.7%,2.9%,98.6%,95.7%,2.9%,98.6%,97.1%,1.4%,98.6%,97.1%,1.4%,98.6%,95.7%,1.4%,98.6%,97.1%,1.4%,98.6%,2.9%,0.0%,2.9%
SUNBURST ELEMENTARY SCHOOL,14218 N 47TH AVE,GLENDALE,MARICOPA,85306,NO,,PUBLIC,71,95.8%,4.2%,100.0%,91.5%,8.5%,100.0%,98.6%,1.4%,100.0%,98.6%,1.4%,100.0%,98.6%,1.4%,100.0%,100.0%,0.0%,100.0%,7.0%,0.0%,0.0%
SWEETWATER SCHOOL-85304,4602 W SWEETWATER AVE,GLENDALE,MARICOPA,85304,YES,RN,PUBLIC,36,94.4%,5.6%,100.0%,91.7%,8.3%,100.0%,94.4%,5.6%,100.0%,94.4%,5.6%,100.0%,94.4%,5.6%,100.0%,94.4%,5.6%,100.0%,13.9%,0.0%,5.6%
SUNNYSLOPE ELEMENTARY SCHOOL,245 EAST MOUNTAIN VIEW ROAD,PHOENIX,MARICOPA,85020,NO,,PUBLIC,84,94.0%,6.0%,100.0%,82.1%,0.0%,95.2%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,6.0%,0.0%,0.0%
SUNSET SCHOOL-85302,4626 W MOUNTAIN VIEW RD,GLENDALE,MARICOPA,85302,NO,,PUBLIC,76,97.4%,2.6%,100.0%,97.4%,2.6%,100.0%,98.7%,1.3%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,3.9%,0.0%,0.0%
TUMBLEWEED ELEMENTARY SCHOOL - 85029,4001 W LAUREL LN,PHOENIX,MARICOPA,85029,NO,,PUBLIC,71,98.6%,0.0%,100.0%,98.6%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,97.2%,0.0%,100.0%,0.0%,0.0%,0.0%
ABRAHAM LINCOLN TRADITIONAL SCHOOL,10444 N 39TH AVE,PHOENIX,MARICOPA,85051,NO,,PUBLIC,70,92.9%,5.7%,100.0%,92.9%,5.7%,100.0%,95.7%,4.3%,100.0%,95.7%,4.3%,100.0%,95.7%,4.3%,100.0%,97.1%,2.9%,100.0%,5.7%,0.0%,4.3%
WASHINGTON ELEMENTARY SCHOOL-85051,8033 N 27TH AVE,PHOENIX,MARICOPA,85051,YES,RN,PUBLIC,91,92.3%,5.5%,98.9%,94.5%,3.3%,98.9%,95.6%,2.2%,100.0%,97.8%,2.2%,100.0%,98.9%,1.1%,100.0%,97.8%,2.2%,100.0%,6.6%,1.1%,1.1%
WILSON ELEMENTARY SCHOOL,2929 E FILLMORE ST,PHOENIX,MARICOPA,85008,YES,RN,PUBLIC,120,88.3%,4.2%,92.5%,85.8%,5.8%,92.5%,95.8%,1.7%,97.5%,95.8%,1.7%,97.5%,95.8%,1.7%,97.5%,95.8%,0.8%,96.7%,6.7%,0.0%,0.0%
CLARENDON SCHOOL,1225 W CLARENDON AVE,PHOENIX,MARICOPA,85013,NO,,PUBLIC,125,57.6%,0.0%,57.6%,54.4%,0.0%,54.4%,97.6%,0.0%,97.6%,92.8%,0.0%,92.8%,97.6%,0.0%,97.6%,95.2%,0.0%,95.2%,0.0%,0.0%,0.0%
SOLANO SCHOOL,1526 W MISSOURI AVE,PHOENIX,MARICOPA,85015,NO,,PUBLIC,55,60.0%,0.0%,60.0%,61.8%,0.0%,61.8%,98.2%,0.0%,98.2%,96.4%,0.0%,96.4%,96.4%,0.0%,96.4%,94.5%,0.0%,94.5%,0.0%,0.0%,0.0%
LONGVIEW ELEMENTARY SCHOOL,1209 E INDIAN SCHOOL RD,PHOENIX,MARICOPA,85014,NO,,PUBLIC,66,33.3%,0.0%,33.3%,27.3%,1.5%,28.8%,95.5%,1.5%,97.0%,90.9%,1.5%,92.4%,95.5%,1.5%,97.0%,95.5%,1.5%,97.0%,1.5%,0.0%,1.5%
