SCHOOL NAME,ADDRESS,CITY,COUNTY,ZIP,SCHOOL NURSE,SCHOOL NURSE TYPE,SCHOOL TYPE,ENROLLED,% IMMUNE DTAP,% EXEMPT DTAP,% COMPLIANCE DTAP,% IMMUNE POLIO,% EXEMPT POLIO,% COMPLIANCE POLIO,% IMMUNE MMR,% EXEMPT MMR,% COMPLIANCE MMR,% IMMUNE HEP B,% EXEMPT HEP B,% COMPLIANCE HEP B,% IMMUNE VAR,% EXEMPT VAR,% COMPLIANCE VAR,% PBE,% MEDICAL EXEMPT,% PBE ALL
OCHOA ELEMENTARY SCHOOL,101 W 25TH ST,TUCSON,PIMA,85713,YES,RN,PUBLIC,28,78.6%,0.0%,78.6%,85.7%,0.0%,85.7%,89.3%,0.0%,89.3%,89.3%,0.0%,89.3%,96.4%,0.0%,96.4%,0.0%,0.0%,0.0%
GRANVILLE ELEMENTARY,5350 STOVER DR,PRESCOTT VALLEY,YAVAPAI,86314,YES,RN,PUBLIC,75,88.0%,12.0%,100.0%,86.7%,13.3%,100.0%,88.0%,12.0%,100.0%,88.0%,12.0%,100.0%,89.3%,10.7%,100.0%,13.3%,0.0%,10.7%
CAMP VERDE ELEMENTARY SCHOOL,200 CAMP LINCOLN RD,CAMP VERDE,YAVAPAI,86322,YES,RN,PUBLIC,87,77.0%,6.9%,83.9%,72.4%,6.9%,79.3%,78.2%,6.9%,85.1%,81.6%,6.9%,88.5%,88.5%,6.9%,95.4%,6.9%,0.0%,6.9%
ASH FORK ELEMENTARY SCHOOL,46999 N 5TH ST,ASH FORK,YAVAPAI,86320,YES,RN,PUBLIC,22,86.4%,13.6%,100.0%,86.4%,13.6%,100.0%,86.4%,4.5%,100.0%,95.5%,4.5%,100.0%,95.5%,4.5%,100.0%,13.6%,0.0%,4.5%
MAYER ELEMENTARY SCHOOL,12568 E MAIN ST,MAYER,YAVAPAI,86333,NO,,PUBLIC,31,74.2%,6.5%,80.6%,51.6%,6.5%,58.1%,71.0%,6.5%,77.4%,83.9%,6.5%,90.3%,87.1%,6.5%,93.5%,6.5%,0.0%,6.5%
HENRY HANK OYAMA,2700 S LA CHOLLA,TUCSON,PIMA,85713,YES,RN,PUBLIC,57,96.5%,0.0%,96.5%,94.7%,0.0%,94.7%,96.5%,0.0%,96.5%,96.5%,0.0%,96.5%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
TERRITORIAL EARLY CHILDHOOD CENTER,1088 MAHAN LANE,CHINO VALLEY,YAVAPAI,86323,NO,,PUBLIC,202,73.8%,7.9%,81.7%,69.3%,7.9%,77.2%,72.8%,7.4%,80.2%,81.7%,7.9%,89.6%,85.6%,7.9%,93.6%,8.4%,0.0%,7.4%
BEAVER CREEK SCHOOL,4810 E BEAVER CREEK RD,RIMROCK,YAVAPAI,86335,NO,,PUBLIC,30,86.7%,6.7%,100.0%,86.7%,6.7%,100.0%,86.7%,6.7%,100.0%,96.7%,3.3%,100.0%,96.7%,3.3%,100.0%,6.7%,0.0%,0.0%
CANON SCHOOL,18800 E SCHOOL HOUSE RD,BLACK CANYON CITY,YAVAPAI,85324,NO,,PUBLIC,<20,88.2%,5.9%,100.0%,88.2%,5.9%,100.0%,88.2%,5.9%,100.0%,88.2%,5.9%,100.0%,88.2%,5.9%,94.1%,5.9%,0.0%,5.9%
PUEBLO GARDENS ELEMENTARY SCHOOL,2210 E 33RD,TUCSON,PIMA,85713,YES,RN,PUBLIC,39,94.9%,0.0%,94.9%,94.9%,0.0%,94.9%,92.3%,0.0%,92.3%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
COTTONWOOD COMMUNITY SCHOOL,500 E MINGUS AVE,COTTONWOOD,YAVAPAI,86326,NO,,PUBLIC,61,82.0%,13.1%,95.1%,86.9%,9.8%,96.7%,83.6%,13.1%,96.7%,91.8%,8.2%,100.0%,96.7%,3.3%,100.0%,19.7%,0.0%,4.9%
OAK CREEK SCHOOL,11490 PURPLE SAGE DR,CORNVILLE,YAVAPAI,86325,NO,,PUBLIC,27,81.5%,18.5%,100.0%,81.5%,18.5%,100.0%,81.5%,18.5%,100.0%,85.2%,14.8%,100.0%,81.5%,18.5%,100.0%,18.5%,0.0%,14.8%
DR DANIEL BRIGHT ELEMENTARY SCHOOL,1500 S MONTE TESORO DR,COTTONWOOD,YAVAPAI,86326,NO,,PUBLIC,72,62.5%,37.5%,100.0%,59.7%,40.3%,100.0%,63.9%,36.1%,100.0%,81.9%,18.1%,100.0%,81.9%,18.1%,100.0%,40.3%,0.0%,12.5%
MOUNTAIN VIEW PREPARATORY,2939 E DEL RIO DRIVE,COTTONWOOD,YAVAPAI,86326,NO,,PUBLIC,47,72.3%,27.7%,100.0%,74.5%,25.5%,100.0%,74.5%,25.5%,100.0%,85.1%,14.9%,100.0%,87.2%,12.8%,100.0%,27.7%,0.0%,10.6%
LA TIERRA COMMUNITY SCHOOL,124 N VIRGINIA ST,PRESCOTT,YAVAPAI,86301,NO,,CHARTER,<20,37.5%,62.5%,100.0%,37.5%,62.5%,100.0%,37.5%,62.5%,100.0%,43.8%,56.3%,100.0%,93.8%,0.0%,93.8%,62.5%,62.5%,0.0%
CHILDREN FIRST ACADEMY - PHOENIX,1648 S 16TH ST,PHOENIX,MARICOPA,85034,NO,,CHARTER,<20,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
MINGUS SPRINGS CHARTER SCHOOL,3600 N SUNSET DR,CHINO VALLEY,YAVAPAI,86323,NO,,CHARTER,<20,65.0%,30.0%,100.0%,65.0%,30.0%,100.0%,60.0%,35.0%,100.0%,75.0%,25.0%,100.0%,90.0%,10.0%,100.0%,40.0%,0.0%,10.0%
DESERT STAR COMMUNITY SCHOOL,1240 S RECYLER RD,CORNVILLE,YAVAPAI,,NO,,CHARTER,21,4.8%,61.9%,66.7%,0.0%,61.9%,61.9%,4.8%,61.9%,66.7%,23.8%,61.9%,85.7%,28.6%,61.9%,90.5%,61.9%,0.0%,61.9%
FRANKLIN PHONETIC PRIMARY SCHOOL,6116 E HIGHWAY 69,PRESCOTT VALLEY,YAVAPAI,86314,NO,,CHARTER,39,92.3%,7.7%,100.0%,92.3%,7.7%,100.0%,69.2%,7.7%,76.9%,84.6%,7.7%,92.3%,79.5%,7.7%,87.2%,7.7%,0.0%,7.7%
SKYVIEW SCHOOL,125 S RUSH ST,PRESCOTT,YAVAPAI,86303,NO,,CHARTER,24,87.5%,12.5%,100.0%,87.5%,12.5%,100.0%,79.2%,12.5%,91.7%,83.3%,12.5%,95.8%,87.5%,12.5%,100.0%,12.5%,0.0%,12.5%
AMERICAN HERITAGE ACADEMY - COTTONWOOD,2030 E CHERRY ST,COTTONWOOD,YAVAPAI,86326,NO,,CHARTER,<20,78.9%,5.3%,84.2%,63.2%,5.3%,68.4%,63.2%,5.3%,68.4%,78.9%,5.3%,84.2%,84.2%,5.3%,94.7%,5.3%,5.3%,5.3%
AMERICAN HERITAGE ACADEMY - CAMP VERDE,132 GENERAL CROOK TRAIL,CAMP VERDE,YAVAPAI,86322,NO,,CHARTER,<20,76.9%,7.7%,92.3%,84.6%,7.7%,92.3%,69.2%,15.4%,84.6%,76.9%,15.4%,92.3%,84.6%,7.7%,92.3%,15.4%,0.0%,7.7%
WILLOW CREEK CHARTER SCHOOL,2100 WILLOW CREEK RD,PRESCOTT,YAVAPAI,86301,NO,,CHARTER,<20,81.8%,18.2%,100.0%,81.8%,18.2%,100.0%,81.8%,18.2%,100.0%,81.8%,18.2%,100.0%,81.8%,18.2%,100.0%,18.2%,0.0%,18.2%
ACORN MONTESSORI CHARTER SCHOOL - WEST,7555 LONG LOOK DR,PRESCOTT VALLEY,YAVAPAI,86314,NO,,CHARTER,64,62.5%,21.9%,84.4%,60.9%,23.4%,84.4%,59.4%,25.0%,84.4%,81.3%,12.5%,93.8%,79.7%,17.2%,96.9%,25.0%,0.0%,12.5%
ROBINS ELEMENTARY SCHOOL,3939 N MAGNETITE LN,TUCSON,PIMA,85745,YES,RN,PUBLIC,46,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
MOUNTAIN OAK CHARTER SCHOOL,1455 WILLOW CREEK RD,PRESCOTT,YAVAPAI,86301,NO,,CHARTER,<20,36.4%,63.6%,100.0%,36.4%,63.6%,100.0%,36.4%,63.6%,100.0%,36.4%,63.6%,100.0%,36.4%,63.6%,100.0%,63.6%,0.0%,63.6%
BASIS PRESCOTT,1901 PRESCOTT LAKES PKWY,PRESCOTT,YAVAPAI,86301,NO,,PUBLIC,65,90.8%,9.2%,100.0%,90.8%,9.2%,100.0%,90.8%,9.2%,100.0%,96.9%,3.1%,100.0%,96.9%,3.1%,100.0%,10.8%,0.0%,4.6%
DENNEHOTSO BOARDING SCHOOL,EAST HWY. 160,DENNEHOTSO,APACHE,86535,NO,,PUBLIC,25,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
ALICE BYRNE ELEMENTARY SCHOOL,811 W 16TH ST,YUMA,YUMA,85364,NO,,PUBLIC,51,92.2%,7.8%,100.0%,92.2%,7.8%,100.0%,92.2%,7.8%,100.0%,92.2%,7.8%,100.0%,100.0%,0.0%,100.0%,7.8%,0.0%,7.8%
GEORGE WASHINGTON CARVER ELEMENTARY SCHOOL,1341 5TH ST,YUMA,YUMA,85364,YES,RN,PUBLIC,56,98.2%,0.0%,98.2%,98.2%,0.0%,98.2%,98.2%,0.0%,98.2%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
C W MCGRAW ELEMENTARY SCHOOL,2345 S ARIZONA AVE,YUMA,YUMA,85364,YES,RN,PUBLIC,86,90.7%,1.2%,97.7%,97.7%,1.2%,98.8%,93.0%,1.2%,97.7%,97.7%,1.2%,98.8%,96.5%,1.2%,97.7%,1.2%,0.0%,1.2%
ROBISON ELEMENTARY SCHOOL,2745 E 18TH ST,TUCSON,PIMA,85716,YES,RN,PUBLIC,33,87.9%,3.0%,90.9%,87.9%,3.0%,90.9%,90.9%,3.0%,93.9%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,3.0%,0.0%,0.0%
PALMCROFT ELEMENTARY SCHOOL,901 PALMCROFT DR,YUMA,YUMA,85364,NO,,PUBLIC,85,91.8%,5.9%,98.8%,91.8%,5.9%,98.8%,92.9%,5.9%,98.8%,97.6%,2.4%,100.0%,97.6%,2.4%,100.0%,7.1%,0.0%,2.4%
PECAN GROVE ELEMENTARY SCHOOL,600 S 21ST AVE,YUMA,YUMA,85364,NO,,PUBLIC,34,97.1%,2.9%,100.0%,88.2%,11.8%,100.0%,97.1%,2.9%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,11.8%,0.0%,2.9%
ROOSEVELT SCHOOL,550 W 5TH ST,YUMA,YUMA,85364,NO,,PUBLIC,37,97.3%,2.7%,100.0%,97.3%,2.7%,100.0%,97.3%,2.7%,100.0%,97.3%,2.7%,100.0%,97.3%,2.7%,100.0%,2.7%,0.0%,2.7%
JAMES B ROLLE SCHOOL,2711 ENGLER AVE,YUMA,YUMA,85365,NO,,PUBLIC,71,97.2%,2.8%,100.0%,97.2%,2.8%,100.0%,97.2%,2.8%,100.0%,97.2%,2.8%,100.0%,97.2%,2.8%,100.0%,2.8%,0.0%,2.8%
DESERT MESA ELEMENTARY SCHOOL,2350 S AVENUE 7 1/2 E,YUMA,YUMA,,YES,RN,PUBLIC,112,93.8%,3.6%,97.3%,92.9%,3.6%,96.4%,93.8%,3.6%,97.3%,97.3%,2.7%,100.0%,99.1%,0.9%,100.0%,3.6%,0.0%,3.6%
SUNRISE ELEMENTARY SCHOOL,9943 S 28TH ST,YUMA,YUMA,85367,YES,RN,PUBLIC,92,94.6%,2.2%,98.9%,94.6%,2.2%,98.9%,94.6%,2.2%,98.9%,94.6%,2.2%,98.9%,96.7%,2.2%,98.9%,2.2%,0.0%,2.2%
ORANGE GROVE ELEMENTARY SCHOOL,3525 W COUNTY 16 1/2 ST,SOMERTON,YUMA,85350,NO,,PUBLIC,54,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,98.1%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
DESERT SONORA ELEMENTARY SCHOOL,301 N CARLISLE AVE,SOMERTON,YUMA,85350,NO,,PUBLIC,52,90.4%,1.9%,92.3%,94.2%,1.9%,96.2%,96.2%,1.9%,98.1%,98.1%,1.9%,100.0%,98.1%,1.9%,100.0%,1.9%,0.0%,1.9%
TIERRA DEL SOL ELEMENTARY SCHOOL,16551 S SOMERTON AVE,SOMERTON,YUMA,85350,YES,LPN,PUBLIC,105,96.2%,0.0%,96.2%,93.3%,0.0%,93.3%,98.1%,0.0%,98.1%,99.0%,0.0%,99.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
BLENMAN ELEMENTARY SCHOOL,1695 N COUNTRY CLUB RD,TUCSON,PIMA,85716,YES,RN,PUBLIC,47,93.6%,2.1%,95.7%,95.7%,0.0%,95.7%,95.7%,2.1%,97.9%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,2.1%,0.0%,0.0%
C E ROSE ELEMENTARY SCHOOL,710 W MICHIGAN DR,TUCSON,PIMA,85714,YES,RN,PUBLIC,92,84.8%,0.0%,84.8%,84.8%,0.0%,84.8%,85.9%,0.0%,85.9%,95.7%,0.0%,95.7%,93.5%,0.0%,93.5%,0.0%,0.0%,0.0%
VALLE DEL ENCANTO LEARNING CENTER,400 N CESAR CHAVEZ AVE,SOMERTON,YUMA,85350,NO,,PUBLIC,60,78.3%,0.0%,78.3%,81.7%,0.0%,81.7%,83.3%,0.0%,83.3%,85.0%,0.0%,85.0%,90.0%,0.0%,90.0%,0.0%,0.0%,0.0%
PUEBLO ELEMENTARY SCHOOL,2803 W 20TH ST,YUMA,YUMA,85364,NO,,PUBLIC,67,97.0%,1.5%,100.0%,97.0%,0.0%,97.0%,98.5%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,1.5%,0.0%,0.0%
RONALD REAGAN FUNDAMENTAL SCHOOL,3200 W 16TH ST,YUMA,YUMA,85364,YES,RN,PUBLIC,60,98.3%,1.7%,100.0%,98.3%,1.7%,100.0%,98.3%,1.7%,100.0%,98.3%,1.7%,100.0%,98.3%,0.0%,98.3%,1.7%,0.0%,0.0%
H L SUVERKRUP ELEMENTARY SCHOOL,1590 S AVENUE C,YUMA,YUMA,85364,NO,,PUBLIC,65,92.3%,1.5%,93.8%,93.8%,1.5%,95.4%,92.3%,1.5%,93.8%,98.5%,1.5%,100.0%,96.9%,1.5%,98.5%,1.5%,1.5%,1.5%
VALLEY HORIZON ELEMENTARY SCHOOL,4501 W 20TH ST,YUMA,YUMA,85364,NO,,PUBLIC,61,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
GARY A KNOX ELEMENTARY,2926 S 21ST DR,YUMA,YUMA,85364,NO,,PUBLIC,90,93.3%,6.7%,100.0%,93.3%,6.7%,100.0%,93.3%,6.7%,100.0%,93.3%,6.7%,100.0%,93.3%,6.7%,100.0%,6.7%,0.0%,6.7%
SALIDA DEL SOL ELEMENTARY,910 S AVENUE C,YUMA,YUMA,85364,NO,,PUBLIC,91,90.1%,0.0%,93.4%,92.3%,0.0%,95.6%,94.5%,0.0%,97.8%,97.8%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
MESQUITE ELEMENTARY - YUMA,4451 W 28TH ST,YUMA,YUMA,85364,NO,,PUBLIC,67,95.5%,1.5%,100.0%,98.5%,1.5%,100.0%,98.5%,1.5%,100.0%,98.5%,1.5%,100.0%,98.5%,1.5%,100.0%,1.5%,0.0%,1.5%
ROSKRUGE BILINGUAL K-8 SCHOOL,501 E 6TH ST,TUCSON,PIMA,,YES,RN,PUBLIC,39,92.3%,2.6%,94.9%,94.9%,2.6%,97.4%,89.7%,2.6%,92.3%,94.9%,2.6%,97.4%,94.9%,2.6%,97.4%,2.6%,0.0%,2.6%
GOWAN SCIENCE ACADEMY,1020 S AVENUE C,YUMA,YUMA,85364,YES,LPN,PUBLIC,91,95.6%,4.4%,100.0%,95.6%,4.4%,100.0%,96.7%,3.3%,100.0%,97.8%,2.2%,100.0%,98.9%,1.1%,100.0%,4.4%,0.0%,1.1%
DATELAND ELEMENTARY SCHOOL,AVE 64E & I-8,DATELAND,YUMA,,NO,,PUBLIC,<20,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
MOHAWK VALLEY SCHOOL,5151 S AVENUE 39 E,ROLL,YUMA,85347,NO,,PUBLIC,<20,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
WELLTON ELEMENTARY SCHOOL,29126 SAN JOSE AVE,WELLTON,YUMA,85356,NO,,PUBLIC,<20,47.4%,0.0%,47.4%,42.1%,0.0%,42.1%,42.1%,0.0%,42.1%,63.2%,0.0%,63.2%,63.2%,0.0%,63.2%,0.0%,0.0%,0.0%
GADSDEN ELEMENTARY SCHOOL,18745 GADSDEN ST,GADSDEN,YUMA,85349,NO,,PUBLIC,47,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
RIO COLORADO ELEMENTARY SCHOOL,1055 N MAIN ST,SAN LUIS,YUMA,85349,NO,,PUBLIC,51,98.0%,0.0%,100.0%,98.0%,0.0%,100.0%,100.0%,0.0%,100.0%,98.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
ARIZONA DESERT ELEMENTARY SCHOOL,1245 N MAIN ST,SAN LUIS,YUMA,85349,NO,,PUBLIC,88,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
CESAR CHAVEZ ELEMENTARY,1130 N 10TH AVE,SAN LUIS,YUMA,85349,YES,LPN,PUBLIC,135,97.8%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
DESERT VIEW ELEMENTARY - SAN LUIS,1508 N 10TH AVE,SAN LUIS,YUMA,85349,NO,,PUBLIC,96,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
SAFFORD ELEMENTARY SCHOOL,200 E 13TH ST,TUCSON,PIMA,,YES,RN,PUBLIC,32,87.5%,3.1%,90.6%,90.6%,3.1%,93.8%,90.6%,3.1%,93.8%,96.9%,0.0%,96.9%,100.0%,0.0%,100.0%,3.1%,0.0%,0.0%
ED PASTOR ELEMENTARY 4,985 N 6TH AVE,SAN LUIS,YUMA,85349,YES,LPN,PUBLIC,71,98.6%,1.4%,100.0%,98.6%,1.4%,100.0%,98.6%,1.4%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,1.4%,0.0%,0.0%
DESERT VIEW ACADEMY,3777 W 16TH ST,YUMA,YUMA,85364,NO,,CHARTER,168,95.2%,4.8%,100.0%,95.2%,4.8%,100.0%,94.6%,5.4%,100.0%,98.2%,1.8%,100.0%,97.6%,2.4%,100.0%,5.4%,0.0%,0.0%
HARVEST PREPARATORY ACADEMY - YUMA,350 E 18TH ST,YUMA,YUMA,85364,NO,,CHARTER,78,97.4%,0.0%,100.0%,97.4%,0.0%,100.0%,97.4%,0.0%,100.0%,97.4%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
HARVEST PREPARATORY ACADEMY - SAN LUIS,1044 N 10TH AVE,SAN LUIS,YUMA,85349,NO,,CHARTER,78,97.4%,0.0%,100.0%,97.4%,0.0%,100.0%,98.7%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
BLAKE PRIMARY SCHOOL,701 S NAVAJO AVE,PARKER,LA PAZ,85344,NO,,PUBLIC,125,88.8%,4.0%,92.8%,88.8%,0.0%,92.8%,88.8%,0.0%,92.8%,88.8%,0.0%,92.8%,96.0%,4.0%,100.0%,4.0%,0.0%,0.0%
LE PERA ELEMENTARY SCHOOL,TAHBO RD AND MOHAVE RD,PARKER,LA PAZ,85371,NO,,PUBLIC,<20,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
W ARTHUR SEWEL ELEMENTARY SCHOOL,425 N SAHUARA AVE,TUCSON,PIMA,85711,YES,RN,PUBLIC,39,94.9%,0.0%,94.9%,94.9%,0.0%,94.9%,92.3%,0.0%,92.3%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
ASCENSION LUTHERAN SCHOOL,1220 W MAGEE RD,TUCSON,PIMA,85704,NO,,PRIVATE,<20,91.7%,8.3%,100.0%,91.7%,8.3%,100.0%,58.3%,8.3%,75.0%,91.7%,8.3%,100.0%,83.3%,8.3%,91.7%,8.3%,0.0%,0.0%
MOST HOLY TRINITY CATHOLIC SCHOOL,535 E ALICE AVE,PHOENIX,MARICOPA,85020,NO,,PRIVATE,<20,100.0%,0.0%,100.0%,94.1%,0.0%,94.1%,94.1%,0.0%,94.1%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
COLONEL JOHNSTON ELEMENTARY SCHOOL,"RUCKER ST, BUILDING 4712",FORT HUACHUCA,COCHISE,85613,YES,RN,PUBLIC,97,85.6%,9.3%,100.0%,84.5%,10.3%,100.0%,85.6%,9.3%,100.0%,89.7%,9.3%,100.0%,94.8%,5.2%,100.0%,12.4%,0.0%,5.2%
HUACHUCA CITY ELEMENTARY SCHOOL,100 SCHOOL DR,HUACHUCA CITY,COCHISE,85616,NO,,PUBLIC,38,92.1%,0.0%,97.4%,97.4%,0.0%,97.4%,92.1%,5.3%,97.4%,97.4%,0.0%,97.4%,94.7%,0.0%,97.4%,5.3%,5.3%,0.0%
WALTER J MEYER SCHOOL,411 N 9TH ST,TOMBSTONE,COCHISE,85638,NO,,PUBLIC,<20,60.0%,26.7%,86.7%,66.7%,26.7%,93.3%,60.0%,26.7%,86.7%,60.0%,26.7%,86.7%,53.3%,26.7%,80.0%,26.7%,0.0%,26.7%
GREENWAY ELEMENTARY SCHOOL,100 OLD DOUGLAS ROAD,BISBEE,COCHISE,85603,NO,,PUBLIC,39,79.5%,5.1%,84.6%,89.7%,5.1%,94.9%,87.2%,5.1%,92.3%,94.9%,5.1%,100.0%,100.0%,0.0%,100.0%,5.1%,5.1%,0.0%
BENSON PRIMARY SCHOOL,360 S PATAGONIA ST,BENSON,COCHISE,85602,NO,,PUBLIC,81,86.4%,8.6%,95.1%,86.4%,8.6%,95.1%,87.7%,8.6%,96.3%,86.4%,11.1%,97.5%,90.1%,8.6%,98.8%,11.1%,0.0%,8.6%
WILLCOX ELEMENTARY SCHOOL,501 W DELOS ST,WILLCOX,COCHISE,85643,YES,RN,PUBLIC,76,94.7%,3.9%,100.0%,96.1%,3.9%,100.0%,96.1%,3.9%,100.0%,97.4%,2.6%,100.0%,96.1%,3.9%,100.0%,6.6%,0.0%,2.6%
SAINT DAVID ELEMENTARY SCHOOL,70 PATTON HWY,SAINT DAVID,COCHISE,85630,YES,RN,PUBLIC,36,86.1%,11.1%,97.2%,86.1%,8.3%,97.2%,83.3%,11.1%,94.4%,86.1%,11.1%,97.2%,86.1%,11.1%,97.2%,11.1%,0.0%,8.3%
SOLENG TOM ELEMENTARY SCHOOL,10520 E CAMINO QUINCE,TUCSON,PIMA,85748,YES,RN,PUBLIC,39,94.9%,0.0%,94.9%,94.9%,0.0%,94.9%,94.9%,0.0%,94.9%,97.4%,0.0%,97.4%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
CLAWSON SCHOOL,1235 7TH ST,DOUGLAS,COCHISE,85607,NO,,PUBLIC,50,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,80.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
JOE CARLSON ELEMENTARY SCHOOL,1700 N LOUIS AVE,DOUGLAS,COCHISE,85607,YES,RN,PUBLIC,66,97.0%,1.5%,100.0%,95.5%,1.5%,100.0%,97.0%,1.5%,100.0%,98.5%,1.5%,100.0%,98.5%,1.5%,100.0%,1.5%,0.0%,1.5%
FARAS ELEMENTARY SCHOOL,410 W FIR AVE,PIRTLEVILLE,COCHISE,85607,NO,,PUBLIC,30,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
SARAH MARLEY SCHOOL,735 7TH ST,DOUGLAS,COCHISE,85607,YES,RN,PUBLIC,34,94.1%,0.0%,94.1%,97.1%,0.0%,97.1%,85.3%,0.0%,97.1%,97.1%,0.0%,97.1%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
STEVENSON ELEMENTARY SCHOOL,2200 11TH ST,DOUGLAS,COCHISE,85607,YES,RN,PUBLIC,52,98.1%,0.0%,98.1%,98.1%,0.0%,98.1%,98.1%,0.0%,98.1%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
BELLA VISTA ELEMENTARY SCHOOL,801 N LENZNER AVE,SIERRA VISTA,COCHISE,85635,YES,RN,PUBLIC,55,96.4%,3.6%,100.0%,96.4%,3.6%,100.0%,96.4%,3.6%,100.0%,94.5%,3.6%,100.0%,96.4%,3.6%,100.0%,3.6%,0.0%,3.6%
CARMICHAEL ELEMENTARY SCHOOL,701 NE CARMICHAEL AVE,SIERRA VISTA,COCHISE,85635,YES,RN,PUBLIC,50,88.0%,0.0%,88.0%,86.0%,4.0%,90.0%,90.0%,4.0%,94.0%,92.0%,4.0%,96.0%,96.0%,4.0%,100.0%,4.0%,0.0%,0.0%
HAROLD STEELE ELEMENTARY SCHOOL,700 S SARNOFF DR,TUCSON,PIMA,85710,YES,RN,PUBLIC,48,97.9%,0.0%,97.9%,97.9%,0.0%,97.9%,97.9%,0.0%,97.9%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
HUACHUCA MOUNTAIN ELEMENTARY SCHOOL,3228 SAINT ANDREWS DR,SIERRA VISTA,COCHISE,85650,YES,RN,PUBLIC,57,96.5%,3.5%,100.0%,98.2%,1.8%,100.0%,98.2%,1.8%,100.0%,98.2%,1.8%,100.0%,98.2%,1.8%,100.0%,3.5%,0.0%,1.8%
