SCHOOL NAME,ADDRESS,CITY,COUNTY,ZIP,SCHOOL NURSE,SCHOOL NURSE TYPE,SCHOOL TYPE,ENROLLED,% IMMUNE TDAP,% EXEMPT TDAP,% COMPLIANCE TDAP,% IMMUNE MCV4,% EXEMPT MCV4,% COMPLIANCE MCV4,% IMMUNE POLIO,% EXEMPT POLIO,% COMPLIANCE POLIO,% IMMUNE MMR,% EXEMPT MMR,% COMPLIANCE MMR,% IMMUNE HEP B,% EXEMPT HEP B,% COMPLIANCE HEP B,% IMMUNE VAR,% EXEMPT VAR,% COMPLIANCE VAR,% PBE,% MEDICAL EXEMPT,% PBE ALL
ANTHEM SCHOOL,41020 N FREEDOM WAY,ANTHEM,MARICOPA,85086,YES,RN,PUBLIC,63,92.1%,6.3%,98.4%,90.5%,6.3%,96.8%,93.7%,4.8%,98.4%,93.7%,6.3%,100.0%,95.2%,4.8%,100.0%,93.7%,6.3%,100.0%,9.5%,0.0%,4.8%
LEGEND SPRINGS ELEMENTARY,21150 N ARROWHEAD LOOP,GLENDALE,MARICOPA,85308,YES,RN,PUBLIC,97,87.6%,10.3%,100.0%,87.6%,10.3%,100.0%,92.8%,7.2%,100.0%,93.8%,6.2%,100.0%,95.9%,4.1%,100.0%,95.9%,4.1%,100.0%,14.4%,0.0%,4.1%
SIERRA VERDE ELEMENTARY,7241 W ROSE GARDEN LN,GLENDALE,MARICOPA,85308,YES,RN,PUBLIC,110,91.8%,3.6%,95.5%,90.9%,3.6%,94.5%,94.5%,5.5%,100.0%,95.5%,4.5%,100.0%,94.5%,5.5%,100.0%,94.5%,5.5%,100.0%,10.9%,0.0%,3.6%
STETSON HILLS ELEMENTARY,25475 N STETSON HILLS LOOP RD,GLENDALE,MARICOPA,85083,YES,RN,PUBLIC,121,91.7%,5.0%,96.7%,85.1%,11.6%,96.7%,95.9%,4.1%,100.0%,95.9%,4.1%,100.0%,86.8%,13.2%,100.0%,95.9%,4.1%,100.0%,13.2%,0.0%,4.1%
GAVILAN PEAK ELEMENTARY,2701 W MEMORIAL DR,ANTHEM,MARICOPA,85086,YES,RN,PUBLIC,69,88.4%,7.2%,95.7%,89.9%,5.8%,95.7%,94.2%,4.3%,98.6%,94.2%,4.3%,98.6%,95.7%,4.3%,100.0%,95.7%,4.3%,100.0%,7.2%,0.0%,4.3%
TERRAMAR ELEMENTARY,7000 W HAPPY VALLEY RD,PEORIA,MARICOPA,85383,YES,RN,PUBLIC,122,90.2%,9.0%,100.0%,91.0%,8.2%,100.0%,96.7%,3.3%,100.0%,96.7%,3.3%,100.0%,97.5%,2.5%,100.0%,98.4%,1.6%,100.0%,9.0%,0.8%,1.6%
SUNSET RIDGE ELEMENTARY-85086,35707 N 33RD LN,PHOENIX,MARICOPA,85086,YES,RN,PUBLIC,61,86.9%,13.1%,100.0%,86.9%,13.1%,100.0%,86.9%,13.1%,100.0%,86.9%,13.1%,100.0%,86.9%,13.1%,100.0%,93.4%,6.6%,100.0%,13.1%,0.0%,6.6%
DIAMOND CANYON ELEMENTARY,40004 NORTH LIBERTY BELL WAY,PHOENIX,MARICOPA,85086,YES,RN,PUBLIC,88,93.2%,5.7%,98.9%,92.0%,5.7%,97.7%,94.3%,5.7%,100.0%,94.3%,5.7%,100.0%,94.3%,5.7%,100.0%,97.7%,2.3%,100.0%,5.7%,0.0%,2.3%
WEST WING SCHOOL,26716 NORTH HIGH DESERT DRIVE,PEORIA,MARICOPA,85383,YES,RN,PUBLIC,127,92.9%,7.1%,100.0%,92.9%,7.1%,100.0%,96.1%,3.9%,100.0%,95.3%,4.7%,100.0%,93.7%,6.3%,100.0%,96.9%,3.1%,100.0%,10.2%,0.0%,3.1%
CANYON SPRINGS,42901 N 45TH AVE,ANTHEM,MARICOPA,85087,YES,RN,PUBLIC,103,93.2%,2.9%,98.1%,92.2%,2.9%,97.1%,97.1%,2.9%,100.0%,97.1%,2.9%,100.0%,96.1%,2.9%,99.0%,97.1%,2.9%,100.0%,2.9%,0.0%,2.9%
NORTERRA CANYON K-8,2200 W MAYA WAY,PHOENIX,MARICOPA,85085,YES,RN,PUBLIC,64,82.8%,12.5%,95.3%,81.3%,14.1%,95.3%,89.1%,9.4%,98.4%,90.6%,9.4%,100.0%,90.6%,9.4%,100.0%,90.6%,9.4%,100.0%,14.1%,0.0%,9.4%
SONORAN FOOTHILLS SCHOOL,32150 N NORTH FOOTHILLS DR,PHOENIX,MARICOPA,85085,YES,RN,PUBLIC,115,82.6%,7.8%,90.4%,80.0%,7.8%,87.8%,93.9%,6.1%,100.0%,93.9%,6.1%,100.0%,93.9%,6.1%,100.0%,95.7%,4.3%,100.0%,7.8%,0.0%,0.0%
FOUNTAIN HILLS MIDDLE SCHOOL,15414 N MCDOWELL MOUNTAIN RD,FOUNTAIN HILLS,MARICOPA,85268,NO,,PUBLIC,60,95.0%,3.3%,100.0%,95.0%,3.3%,100.0%,96.7%,3.3%,100.0%,96.7%,3.3%,100.0%,96.7%,3.3%,100.0%,96.7%,3.3%,100.0%,3.3%,0.0%,1.7%
AGUILA ELEMENTARY SCHOOL,50023 N 51ST AVE,AGUILA,MARICOPA,85320,NO,,PUBLIC,15,86.7%,6.7%,93.3%,80.0%,6.7%,86.7%,93.3%,6.7%,100.0%,93.3%,6.7%,100.0%,93.3%,6.7%,100.0%,100.0%,0.0%,100.0%,6.7%,0.0%,0.0%
NADABURG ELEMENTARY SCHOOL,21419 W DOVE VALLEY RD,WITTMANN,MARICOPA,85361,YES,RN,PUBLIC,41,75.6%,24.4%,100.0%,75.6%,24.4%,100.0%,97.6%,2.4%,100.0%,95.1%,4.9%,100.0%,95.1%,4.9%,100.0%,95.1%,4.9%,100.0%,24.4%,0.0%,2.4%
DESERT OASIS ELEMENTARY SCHOOL-85387,17161 W BAJADA RD,SURPRISE,MARICOPA,85387,NO,,PUBLIC,51,86.3%,5.9%,94.1%,86.3%,5.9%,92.2%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,5.9%,0.0%,0.0%
MARY MCLEOD BETHUNE SCHOOL,1310 S 15TH AVE,PHOENIX,MARICOPA,85007,YES,RN,PUBLIC,56,94.6%,3.6%,98.2%,94.6%,3.6%,98.2%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,3.6%,0.0%,0.0%
CAPITOL ELEMENTARY SCHOOL,330 N 16TH AVE,PHOENIX,MARICOPA,85007,YES,RN,PUBLIC,48,91.7%,0.0%,95.8%,93.8%,0.0%,95.8%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
PAUL DUNBAR LAWRENCE SCHOOL,707 W GRANT ST,PHOENIX,MARICOPA,85007,YES,RN,PUBLIC,28,85.7%,7.1%,96.4%,85.7%,7.1%,96.4%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,21.4%,0.0%,0.0%
THOMAS A EDISON SCHOOL,804 N 18TH ST,PHOENIX,MARICOPA,85006,YES,RN,PUBLIC,47,93.6%,0.0%,93.6%,93.6%,0.0%,93.6%,97.9%,0.0%,97.9%,97.9%,0.0%,97.9%,97.9%,0.0%,97.9%,97.9%,0.0%,97.9%,0.0%,0.0%,0.0%
RALPH WALDO EMERSON ELEMENTARY SCHOOL,915 E PALM LN,PHOENIX,MARICOPA,85006,YES,RN,PUBLIC,46,91.3%,6.5%,97.8%,91.3%,6.5%,97.8%,97.8%,2.2%,100.0%,97.8%,2.2%,100.0%,97.8%,2.2%,100.0%,97.8%,2.2%,100.0%,6.5%,0.0%,2.2%
GARFIELD SCHOOL,811 N 13TH ST,PHOENIX,MARICOPA,85006,YES,RN,PUBLIC,53,83.0%,1.9%,86.8%,83.0%,1.9%,86.8%,98.1%,1.9%,100.0%,98.1%,1.9%,100.0%,98.1%,1.9%,100.0%,98.1%,1.9%,100.0%,1.9%,0.0%,1.9%
MAGNET TRADITIONAL SCHOOL,2602 N 23RD AVE,PHOENIX,MARICOPA,85009,YES,RN,PUBLIC,45,82.2%,0.0%,84.4%,82.2%,0.0%,84.4%,97.8%,0.0%,97.8%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
MAIE BARTLETT HEARD SCHOOL,2301 W THOMAS RD,PHOENIX,MARICOPA,85015,YES,RN,PUBLIC,48,72.9%,0.0%,72.9%,70.8%,0.0%,70.8%,95.8%,0.0%,95.8%,95.8%,0.0%,95.8%,97.9%,0.0%,97.9%,97.9%,0.0%,97.9%,0.0%,0.0%,0.0%
SILVESTRE S HERRERA SCHOOL,1350 S 11TH ST,PHOENIX,MARICOPA,85034,YES,RN,PUBLIC,45,68.9%,6.7%,75.6%,68.9%,6.7%,75.6%,88.9%,6.7%,97.8%,91.1%,6.7%,97.8%,91.1%,4.4%,97.8%,91.1%,6.7%,97.8%,6.7%,0.0%,4.4%
KENILWORTH ELEMENTARY SCHOOL,1210 N 5TH AVE,PHOENIX,MARICOPA,85003,YES,RN,PUBLIC,53,77.4%,7.5%,90.6%,77.4%,7.5%,90.6%,90.6%,7.5%,100.0%,94.3%,3.8%,100.0%,94.3%,3.8%,100.0%,94.3%,3.8%,98.1%,7.5%,0.0%,3.8%
AUGUSTUS H SHAW JR SCHOOL,123 N 13TH ST,PHOENIX,MARICOPA,85034,YES,RN,PUBLIC,27,81.5%,11.1%,92.6%,81.5%,11.1%,92.6%,88.9%,11.1%,100.0%,92.6%,7.4%,100.0%,88.9%,11.1%,100.0%,92.6%,7.4%,100.0%,14.8%,0.0%,7.4%
WHITTIER ELEMENTARY SCHOOL-85006,2000 N 16TH ST,PHOENIX,MARICOPA,85006,YES,RN,PUBLIC,44,88.6%,0.0%,88.6%,88.6%,0.0%,88.6%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
KINGS RIDGE PREPARATORY ACADEMY,3650 S 64TH LN,PHOENIX,MARICOPA,85043,YES,LPN,PUBLIC,93,96.8%,3.2%,100.0%,96.8%,3.2%,100.0%,96.8%,3.2%,100.0%,96.8%,3.2%,100.0%,96.8%,3.2%,100.0%,96.8%,3.2%,100.0%,3.2%,0.0%,3.2%
LA CIMA MIDDLE SCHOOL,5600 N LA CANADA RD,TUCSON,PIMA,85704,YES,RN,PUBLIC,146,96.6%,0.7%,100.0%,96.6%,2.1%,100.0%,98.6%,1.4%,100.0%,98.6%,1.4%,100.0%,99.3%,0.7%,100.0%,98.6%,1.4%,100.0%,2.1%,0.0%,0.7%
LAIRD ELEMENTARY SCHOOL,1500 N SCOVEL ST,TEMPE,MARICOPA,85281,YES,RN,PUBLIC,69,79.7%,5.8%,91.3%,78.3%,5.8%,89.9%,94.2%,5.8%,100.0%,94.2%,5.8%,100.0%,94.2%,5.8%,100.0%,94.2%,5.8%,100.0%,5.8%,0.0%,5.8%
AMPHITHEATER MIDDLE SCHOOL,315 E PRINCE RD,TUCSON,PIMA,85705,YES,RN,PUBLIC,213,95.3%,2.3%,97.7%,95.3%,2.3%,97.7%,98.6%,1.4%,100.0%,98.6%,1.4%,100.0%,98.1%,1.4%,100.0%,98.1%,1.9%,100.0%,2.3%,0.0%,0.9%
GILILLAND MIDDLE SCHOOL,1025 S BECK AVE,TEMPE,MARICOPA,85281,YES,RN,PUBLIC,237,97.5%,2.5%,100.0%,97.5%,2.5%,100.0%,97.5%,2.5%,100.0%,97.5%,2.5%,100.0%,97.5%,2.5%,100.0%,97.5%,2.5%,100.0%,2.5%,0.0%,1.3%
CONNOLLY MIDDLE SCHOOL,2002 E CONCORDA DR,TEMPE,MARICOPA,85282,YES,RN,PUBLIC,327,87.5%,4.6%,92.7%,87.5%,4.6%,92.0%,96.6%,3.1%,99.7%,95.7%,3.7%,99.4%,96.9%,2.8%,99.7%,96.9%,2.8%,99.7%,5.2%,0.0%,2.1%
FEES MIDDLE SCHOOL,1600 E WATSON DR,TEMPE,MARICOPA,85283,YES,RN,PUBLIC,247,91.5%,2.8%,98.4%,91.1%,3.2%,98.4%,98.8%,1.2%,100.0%,98.8%,1.2%,100.0%,99.2%,0.8%,100.0%,98.8%,1.2%,100.0%,3.2%,0.0%,1.2%
LAWRENCE W CROSS MIDDLE SCHOOL,1000 W CHAPALA DR,TUCSON,PIMA,85704,YES,RN,PUBLIC,203,94.1%,4.9%,99.0%,93.6%,5.4%,99.0%,96.6%,3.0%,99.5%,97.5%,2.5%,100.0%,97.0%,3.0%,100.0%,97.0%,3.0%,100.0%,5.4%,0.0%,2.0%
WARD TRADITIONAL ACADEMY,1965 E HERMOSA DR,TEMPE,MARICOPA,85282,YES,RN,PUBLIC,37,91.9%,8.1%,100.0%,91.9%,8.1%,100.0%,97.3%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,97.3%,2.7%,100.0%,10.8%,0.0%,0.0%
TEMPE ACADEMY OF INTERNATIONAL STUDIES MCKEMY CAMPUS,2250 S COLLEGE AVE,TEMPE,MARICOPA,85282,NO,,PUBLIC,103,91.3%,3.9%,96.1%,91.3%,3.9%,96.1%,97.1%,2.9%,100.0%,97.1%,2.9%,100.0%,98.1%,1.9%,100.0%,98.1%,1.9%,100.0%,3.9%,0.0%,1.9%
ISAAC MIDDLE SCHOOL,3402 W MCDOWELL RD,PHOENIX,MARICOPA,85009,NO,,PUBLIC,202,86.6%,1.0%,100.0%,87.6%,1.0%,93.6%,98.5%,0.0%,100.0%,98.5%,0.0%,100.0%,99.0%,0.0%,100.0%,99.0%,0.0%,99.0%,1.0%,0.0%,0.0%
RICHARD B WILSON JR SCHOOL,2330 W GLOVER RD,TUCSON,PIMA,85742,YES,RN,PUBLIC,184,97.3%,0.5%,100.0%,97.8%,0.5%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,99.5%,0.0%,100.0%,99.5%,0.0%,100.0%,0.5%,0.5%,0.0%
PUEBLO DEL SOL MIDDLE SCHOOL,3449 N 39TH AVE,PHOENIX,MARICOPA,85019,YES,RN,PUBLIC,148,75.0%,3.4%,85.1%,73.0%,3.4%,80.4%,99.3%,0.0%,99.3%,99.3%,0.0%,99.3%,99.3%,0.0%,99.3%,99.3%,0.0%,99.3%,3.4%,0.0%,0.0%
MORRIS K. UDALL ESCUELA DE BELLAS ARTES,3715 W ROOSEVELT ST,PHOENIX,MARICOPA,85009,NO,,PUBLIC,182,94.0%,2.7%,100.0%,94.0%,2.7%,98.9%,99.5%,0.0%,100.0%,100.0%,0.0%,100.0%,99.5%,0.0%,100.0%,100.0%,0.0%,100.0%,2.7%,2.7%,0.0%
ACACIA ELEMENTARY SCHOOL,3021 W EVANS DR,PHOENIX,MARICOPA,85053,YES,RN,PUBLIC,106,94.3%,2.8%,98.1%,94.3%,2.8%,98.1%,98.1%,1.9%,100.0%,98.1%,1.9%,100.0%,98.1%,1.9%,100.0%,100.0%,0.0%,100.0%,2.8%,0.0%,0.0%
ALTA VISTA ELEMENTARY SCHOOL,8710 N 31ST AVE,PHOENIX,MARICOPA,85051,NO,,PUBLIC,85,97.6%,1.2%,100.0%,90.6%,1.2%,92.9%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,97.6%,2.4%,100.0%,3.5%,0.0%,0.0%
ARROYO SCHOOL,4535 W CHOLLA ST,GLENDALE,MARICOPA,85304,NO,,PUBLIC,56,100.0%,0.0%,100.0%,98.2%,0.0%,98.2%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
CACTUS WREN ELEMENTARY SCHOOL,9650 N 39TH AVE,PHOENIX,MARICOPA,85051,NO,,PUBLIC,52,96.2%,0.0%,100.0%,98.1%,0.0%,100.0%,98.1%,0.0%,100.0%,100.0%,0.0%,100.0%,98.1%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
CHAPARRAL ELEMENTARY SCHOOL-85029,3808 W JOAN DE ARC,PHOENIX,MARICOPA,85029,NO,,PUBLIC,51,88.2%,7.8%,96.1%,86.3%,7.8%,94.1%,92.2%,7.8%,100.0%,94.1%,5.9%,100.0%,96.1%,3.9%,100.0%,94.1%,5.9%,100.0%,13.7%,0.0%,5.9%
GALLEGO INTERMEDIATE FINE ARTS MAGNET SCHOOL,3700 E ALVORD RD,TUCSON,PIMA,85706,YES,RN,PUBLIC,164,99.4%,0.0%,99.4%,99.4%,0.0%,99.4%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,99.4%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
DESERT VIEW ELEMENTARY SCHOOL - PHOENIX,8621 N 3RD ST,PHOENIX,MARICOPA,85020,YES,RN,PUBLIC,51,94.1%,5.9%,100.0%,94.1%,5.9%,100.0%,98.0%,2.0%,100.0%,98.0%,2.0%,100.0%,100.0%,0.0%,100.0%,98.0%,2.0%,100.0%,5.9%,0.0%,0.0%
IRONWOOD ELEMENTARY SCHOOL,14850 N 39TH AVE,PHOENIX,MARICOPA,85053,NO,,PUBLIC,64,90.6%,9.4%,100.0%,90.6%,9.4%,100.0%,98.4%,1.6%,100.0%,98.4%,1.6%,100.0%,96.9%,3.1%,100.0%,98.4%,1.6%,100.0%,9.4%,0.0%,0.0%
JOHN JACOBS ELEMENTARY SCHOOL,14421 N 23RD AVE,PHOENIX,MARICOPA,85023,NO,,PUBLIC,74,97.3%,2.7%,100.0%,97.3%,2.7%,100.0%,98.6%,1.4%,100.0%,97.3%,2.7%,100.0%,98.6%,1.4%,100.0%,98.6%,1.4%,100.0%,2.7%,0.0%,1.4%
LAKEVIEW ELEMENTARY SCHOOL,3040 W YUCCA ST,PHOENIX,MARICOPA,85029,NO,,PUBLIC,89,94.4%,5.6%,100.0%,94.4%,5.6%,100.0%,95.5%,4.5%,100.0%,96.6%,3.4%,100.0%,94.4%,5.6%,100.0%,97.8%,2.2%,100.0%,5.6%,0.0%,1.1%
LOOKOUT MOUNTAIN SCHOOL,15 W CORAL GABLES DR,PHOENIX,MARICOPA,85023,NO,,PUBLIC,147,92.5%,6.8%,100.0%,91.8%,7.5%,100.0%,97.3%,2.7%,100.0%,96.6%,3.4%,100.0%,98.0%,2.0%,100.0%,98.0%,2.0%,100.0%,10.9%,0.0%,0.7%
MANZANITA ELEMENTARY SCHOOL,8430 N 39TH AVE,PHOENIX,MARICOPA,85051,NO,,PUBLIC,80,96.3%,2.5%,98.8%,93.8%,2.5%,97.5%,97.5%,1.3%,98.8%,97.5%,1.3%,98.8%,97.5%,1.3%,98.8%,97.5%,1.3%,98.8%,2.5%,0.0%,1.3%
MARYLAND ELEMENTARY SCHOOL,6503 N 21ST AVE,PHOENIX,MARICOPA,85015,YES,RN,PUBLIC,70,88.6%,2.9%,98.6%,87.1%,5.7%,97.1%,95.7%,4.3%,100.0%,98.6%,1.4%,100.0%,97.1%,2.9%,100.0%,98.6%,1.4%,100.0%,5.7%,0.0%,1.4%
MOON MOUNTAIN SCHOOL,13425 N 19TH AVE,PHOENIX,MARICOPA,85029,NO,,PUBLIC,83,94.0%,4.8%,98.8%,92.8%,4.8%,97.6%,97.6%,2.4%,100.0%,97.6%,1.2%,98.8%,98.8%,0.0%,98.8%,98.8%,1.2%,100.0%,4.8%,0.0%,0.0%
MOUNTAIN VIEW ELEMENTARY SCHOOL,801 W PEORIA AVE,PHOENIX,MARICOPA,85029,YES,RN,PUBLIC,121,97.5%,1.7%,99.2%,97.5%,1.7%,99.2%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,1.7%,0.0%,0.0%
OCOTILLO SCHOOL,3225 W OCOTILLO RD,PHOENIX,MARICOPA,85017,NO,,PUBLIC,99,94.9%,1.0%,96.0%,96.0%,1.0%,97.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,1.0%,0.0%,0.0%
ORANGEWOOD ELEMENTARY SCHOOL,7337 N 19TH AVE,PHOENIX,MARICOPA,85021,NO,,PUBLIC,81,84.0%,0.0%,92.6%,84.0%,6.2%,92.6%,98.8%,0.0%,98.8%,98.8%,0.0%,98.8%,98.8%,0.0%,98.8%,100.0%,0.0%,100.0%,6.2%,0.0%,0.0%
ROADRUNNER ELEMENTARY SCHOOL-85051,7702 N 39TH AVE,PHOENIX,MARICOPA,85051,NO,,PUBLIC,101,91.1%,2.0%,93.1%,90.1%,2.0%,93.1%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,99.0%,0.0%,100.0%,100.0%,0.0%,100.0%,2.0%,0.0%,0.0%
ROYAL PALM MIDDLE SCHOOL,8520 N 19TH AVE,PHOENIX,MARICOPA,85021,NO,,PUBLIC,134,96.3%,1.5%,98.5%,96.3%,1.5%,98.5%,98.5%,1.5%,100.0%,98.5%,1.5%,100.0%,98.5%,1.5%,100.0%,98.5%,1.5%,100.0%,1.5%,0.0%,1.5%
SAHUARO SCHOOL,12835 N 33RD AVE,PHOENIX,MARICOPA,85029,NO,,PUBLIC,78,96.2%,1.3%,100.0%,96.2%,1.3%,100.0%,100.0%,0.0%,100.0%,98.7%,0.0%,98.7%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,1.3%,0.0%,0.0%
SHAW BUTTE SCHOOL,12202 N 21ST AVE,PHOENIX,MARICOPA,85029,NO,,PUBLIC,50,98.0%,2.0%,100.0%,98.0%,2.0%,100.0%,98.0%,2.0%,100.0%,98.0%,2.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,2.0%,0.0%,0.0%
SUNBURST ELEMENTARY SCHOOL,14218 N 47TH AVE,GLENDALE,MARICOPA,85306,NO,,PUBLIC,85,96.5%,3.5%,100.0%,95.3%,4.7%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,4.7%,0.0%,0.0%
SWEETWATER SCHOOL-85304,4602 W SWEETWATER AVE,GLENDALE,MARICOPA,85304,YES,RN,PUBLIC,56,89.3%,8.9%,100.0%,92.9%,7.1%,100.0%,92.9%,5.4%,100.0%,91.1%,7.1%,100.0%,94.6%,5.4%,100.0%,94.6%,5.4%,100.0%,8.9%,1.8%,5.4%
SUNNYSLOPE ELEMENTARY SCHOOL,240 E VOGEL AVE,PHOENIX,MARICOPA,85020,NO,,PUBLIC,80,96.3%,2.5%,98.8%,96.3%,2.5%,98.8%,98.8%,1.3%,100.0%,98.8%,1.3%,100.0%,98.8%,1.3%,100.0%,100.0%,0.0%,100.0%,2.5%,0.0%,0.0%
SUNSET SCHOOL-85302,4626 W MOUNTAIN VIEW RD,GLENDALE,MARICOPA,85302,NO,,PUBLIC,72,95.8%,4.2%,100.0%,93.1%,4.2%,97.2%,97.2%,2.8%,100.0%,97.2%,2.8%,100.0%,97.2%,2.8%,100.0%,98.6%,1.4%,100.0%,6.9%,0.0%,1.4%
TUMBLEWEED ELEMENTARY SCHOOL - 85029,4001 W LAUREL LN,PHOENIX,MARICOPA,85029,NO,,PUBLIC,55,96.4%,1.8%,100.0%,94.5%,3.6%,100.0%,100.0%,0.0%,100.0%,98.2%,1.8%,100.0%,98.2%,1.8%,100.0%,100.0%,0.0%,100.0%,5.5%,0.0%,0.0%
ABRAHAM LINCOLN TRADITIONAL SCHOOL,10444 N 39TH AVE,PHOENIX,MARICOPA,85051,NO,,PUBLIC,61,95.1%,0.0%,100.0%,95.1%,4.9%,100.0%,98.4%,1.6%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,98.4%,1.6%,100.0%,8.2%,0.0%,0.0%
WASHINGTON ELEMENTARY SCHOOL-85051,8033 N 27TH AVE,PHOENIX,MARICOPA,85051,NO,,PUBLIC,102,95.1%,4.9%,100.0%,95.1%,4.9%,100.0%,97.1%,2.0%,100.0%,97.1%,2.9%,100.0%,97.1%,2.0%,100.0%,97.1%,2.9%,100.0%,5.9%,0.0%,2.0%
WILSON ELEMENTARY SCHOOL,2929 E FILLMORE ST,PHOENIX,MARICOPA,85008,YES,RN,PUBLIC,118,75.4%,0.8%,78.0%,75.4%,0.8%,77.1%,98.3%,0.0%,98.3%,99.2%,0.0%,99.2%,99.2%,0.0%,99.2%,99.2%,0.0%,100.0%,0.8%,0.0%,0.0%
CLARENDON SCHOOL,1225 W CLARENDON AVE,PHOENIX,MARICOPA,85013,NO,,PUBLIC,107,50.5%,1.9%,59.8%,50.5%,1.9%,54.2%,98.1%,1.9%,100.0%,97.2%,1.9%,99.1%,97.2%,1.9%,99.1%,96.3%,1.9%,98.1%,1.9%,0.0%,1.9%
SOLANO SCHOOL,1526 W MISSOURI AVE,PHOENIX,MARICOPA,85015,NO,,PUBLIC,57,56.1%,0.0%,84.2%,57.9%,0.0%,59.6%,93.0%,0.0%,98.2%,94.7%,0.0%,100.0%,98.2%,0.0%,100.0%,98.2%,0.0%,98.2%,0.0%,0.0%,0.0%
LONGVIEW ELEMENTARY SCHOOL,1209 E INDIAN SCHOOL RD,PHOENIX,MARICOPA,85014,YES,LPN,PUBLIC,56,50.0%,1.8%,51.8%,51.8%,1.8%,53.6%,91.1%,1.8%,92.9%,96.4%,1.8%,98.2%,94.6%,1.8%,96.4%,98.2%,1.8%,100.0%,1.8%,0.0%,1.8%
THE CREIGHTON ACADEMY,2802 E MCDOWELL RD,PHOENIX,MARICOPA,85008,YES,LPN,PUBLIC,34,97.1%,2.9%,100.0%,97.1%,2.9%,100.0%,97.1%,2.9%,100.0%,97.1%,2.9%,100.0%,97.1%,2.9%,100.0%,97.1%,2.9%,100.0%,2.9%,0.0%,2.9%
GATEWAY SCHOOL,1100 N 35TH ST,PHOENIX,MARICOPA,85008,YES,RN,PUBLIC,78,88.5%,6.4%,94.9%,88.5%,6.4%,94.9%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,6.4%,0.0%,0.0%
LARRY C KENNEDY SCHOOL,2702 E OSBORN RD,PHOENIX,MARICOPA,85016,YES,RN,PUBLIC,49,81.6%,0.0%,81.6%,81.6%,0.0%,81.6%,95.9%,0.0%,95.9%,95.9%,0.0%,95.9%,98.0%,0.0%,98.0%,98.0%,0.0%,98.0%,0.0%,0.0%,0.0%
LOMA LINDA ELEMENTARY SCHOOL,2002 E CLARENDON AVE,PHOENIX,MARICOPA,85016,YES,RN,PUBLIC,54,87.0%,0.0%,87.0%,87.0%,0.0%,87.0%,98.1%,0.0%,98.1%,98.1%,0.0%,98.1%,98.1%,0.0%,98.1%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
WILLIAM T MACHAN ELEMENTARY SCHOOL,2140 E VIRGINIA AVE,PHOENIX,MARICOPA,85006,YES,RN,PUBLIC,59,86.4%,0.0%,88.1%,98.3%,0.0%,100.0%,100.0%,0.0%,100.0%,98.3%,0.0%,98.3%,100.0%,0.0%,100.0%,98.3%,0.0%,98.3%,0.0%,0.0%,0.0%
MONTE VISTA ELEMENTARY SCHOOL,3501 E OSBORN RD,PHOENIX,MARICOPA,85018,YES,RN,PUBLIC,88,96.6%,2.3%,98.9%,96.6%,2.3%,98.9%,98.9%,1.1%,100.0%,98.9%,1.1%,100.0%,97.7%,2.3%,100.0%,98.9%,1.1%,100.0%,2.3%,0.0%,1.1%
