SCHOOL NAME,ADDRESS,CITY,COUNTY,ZIP,SCHOOL NURSE,SCHOOL NURSE TYPE,SCHOOL TYPE,ENROLLED,% IMMUNE TDAP,% EXEMPT TDAP,% COMPLIANCE TDAP,% IMMUNE MCV4,% EXEMPT MCV4,% COMPLIANCE MCV4,% IMMUNE POLIO,% EXEMPT POLIO,% COMPLIANCE POLIO,% IMMUNE MMR,% EXEMPT MMR,% COMPLIANCE MMR,% IMMUNE HEP B,% EXEMPT HEP B,% COMPLIANCE HEP B,% IMMUNE VAR,% EXEMPT VAR,% COMPLIANCE VAR,% PBE,% MEDICAL EXEMPT,% PBE ALL
FINLEY FARMS ELEMENTARY,375 S COLUMBUS DR,GILBERT,MARICOPA,85296,YES,RN,PUBLIC,90,87.8%,4.4%,95.6%,88.9%,4.4%,94.4%,97.8%,2.2%,100.0%,97.8%,2.2%,100.0%,96.7%,3.3%,100.0%,97.8%,2.2%,100.0%,5.6%,0.0%,0.0%
TWIN PEAKS ELEMENTARY SCHOOL,7995 W TWIN PEAKS RD,TUCSON,PIMA,85743,YES,RN,PUBLIC,112,92.9%,2.7%,95.5%,96.4%,2.7%,99.1%,95.5%,2.7%,98.2%,96.4%,2.7%,99.1%,96.4%,2.7%,99.1%,97.3%,2.7%,100.0%,2.7%,0.0%,2.7%
OAK TREE ELEMENTARY,505 W HOUSTON,GILBERT,MARICOPA,85233,YES,RN,PUBLIC,60,93.3%,0.0%,93.3%,93.3%,0.0%,93.3%,98.3%,1.7%,100.0%,98.3%,1.7%,100.0%,98.3%,1.7%,100.0%,100.0%,0.0%,100.0%,1.7%,0.0%,0.0%
SETTLERS POINT ELEMENTARY,423 E SETTLERS POINT,GILBERT,MARICOPA,85296,YES,RN,PUBLIC,65,92.3%,4.6%,98.5%,92.3%,4.6%,98.5%,96.9%,3.1%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,4.6%,0.0%,0.0%
CAROL RAE RANCH ELEMENTARY,3777 E HOUSTON AVE,GILBERT,MARICOPA,85234,YES,RN,PUBLIC,53,94.3%,5.7%,100.0%,94.3%,5.7%,100.0%,96.2%,3.8%,100.0%,96.2%,3.8%,100.0%,94.3%,5.7%,100.0%,96.2%,3.8%,100.0%,11.3%,0.0%,3.8%
BOULDER CREEK ELEMENTARY - 85212,8045 E PORTOBELLO AVE,MESA,MARICOPA,85212,YES,RN,PUBLIC,88,93.2%,5.7%,98.9%,93.2%,5.7%,98.9%,97.7%,2.3%,100.0%,96.6%,3.4%,100.0%,97.7%,2.3%,100.0%,96.6%,3.4%,100.0%,6.8%,0.0%,2.3%
ASHLAND ELEMENTARY,1945 S ASHLAND RANCH,GILBERT,MARICOPA,85295,YES,RN,PUBLIC,101,76.2%,3.0%,80.2%,75.2%,4.0%,80.2%,94.1%,5.0%,99.0%,95.0%,4.0%,99.0%,94.1%,5.0%,99.0%,96.0%,3.0%,99.0%,7.9%,0.0%,2.0%
AUGUSTA RANCH ELEMENTARY,9430 E NEVILLE AVE,MESA,MARICOPA,85209,YES,RN,PUBLIC,128,87.5%,7.8%,97.7%,85.9%,8.6%,96.9%,96.9%,2.3%,99.2%,96.9%,2.3%,99.2%,97.7%,2.3%,100.0%,97.7%,2.3%,100.0%,8.6%,0.0%,2.3%
CANYON RIM ELEMENTARY,3045 S CANYON RIM,MESA,MARICOPA,85212,YES,RN,PUBLIC,100,88.0%,10.0%,98.0%,88.0%,10.0%,98.0%,95.0%,5.0%,100.0%,95.0%,5.0%,100.0%,93.0%,7.0%,100.0%,95.0%,5.0%,100.0%,12.0%,0.0%,5.0%
SPECTRUM ELEMENTARY,2846 S SPECTRUM WAY,GILBERT,MARICOPA,85295,YES,RN,PUBLIC,82,86.6%,11.0%,97.6%,86.6%,11.0%,97.6%,91.5%,8.5%,100.0%,91.5%,8.5%,100.0%,93.9%,6.1%,100.0%,93.9%,6.1%,100.0%,12.2%,0.0%,4.9%
MERIDIAN ELEMENTARY,3900 S MOUNTAIN RD,MESA,MARICOPA,85212,YES,RN,PUBLIC,104,98.1%,1.0%,99.0%,98.1%,1.0%,99.0%,98.1%,1.9%,100.0%,98.1%,1.9%,100.0%,98.1%,1.9%,100.0%,98.1%,1.9%,100.0%,1.9%,0.0%,1.0%
HIGHLAND PARK ELEMENTARY,230 N COLE DR,GILBERT,MARICOPA,85234,YES,RN,PUBLIC,123,82.1%,14.6%,97.6%,80.5%,15.4%,96.7%,92.7%,6.5%,99.2%,87.8%,12.2%,100.0%,92.7%,7.3%,100.0%,94.3%,4.9%,100.0%,16.3%,0.0%,4.9%
RATTLESNAKE RIDGE ELEMENTARY,8500 N CONTINENTAL LOOP DR,TUCSON,PIMA,85743,YES,RN,PUBLIC,52,86.5%,13.5%,100.0%,82.7%,0.0%,100.0%,98.1%,0.0%,98.1%,98.1%,0.0%,98.1%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,13.5%,0.0%,0.0%
QUARTZ HILL ELEMENTARY,3680 S QUARTZ ST,GILBERT,MARICOPA,85297,YES,RN,PUBLIC,87,90.8%,6.9%,97.7%,90.8%,6.9%,97.7%,89.7%,6.9%,96.6%,89.7%,6.9%,96.6%,96.6%,3.4%,100.0%,97.7%,2.3%,100.0%,6.9%,0.0%,2.3%
ECHO CANYON K-8 - SCOTTSDALE,4330 NORTH 62ND STREET,SCOTTSDALE,MARICOPA,85251,YES,RN,PUBLIC,40,75.0%,17.5%,100.0%,75.0%,17.5%,100.0%,90.0%,10.0%,100.0%,90.0%,10.0%,100.0%,87.5%,12.5%,100.0%,95.0%,5.0%,100.0%,17.5%,0.0%,5.0%
TONALEA ELEMENTARY SCHOOL,6720 E CONTINENTAL DR,SCOTTSDALE,MARICOPA,85257,YES,RN,PRIVATE,158,48.7%,0.0%,52.5%,48.1%,0.0%,50.6%,94.9%,0.0%,94.9%,95.6%,0.0%,95.6%,96.2%,0.0%,96.2%,96.8%,0.0%,96.8%,2.5%,0.0%,0.0%
GLADDEN FARMS ELEMENTARY SCHOOL,11745 W GLADDEN FARMS DR.,MARANA,PIMA,85653,NO,,PUBLIC,81,95.1%,2.5%,98.8%,93.8%,2.5%,97.5%,97.5%,1.2%,100.0%,98.8%,1.2%,100.0%,98.8%,1.2%,100.0%,98.8%,1.2%,100.0%,2.5%,0.0%,1.2%
REDFIELD ELEMENTARY SCHOOL,9181 E REDFIELD RD,SCOTTSDALE,MARICOPA,85260,YES,RN,PUBLIC,81,96.3%,0.0%,100.0%,96.3%,0.0%,100.0%,96.3%,3.7%,100.0%,96.3%,3.7%,100.0%,96.3%,0.0%,100.0%,96.3%,0.0%,100.0%,3.7%,0.0%,0.0%
CHEYENNE TRADITIONAL ELEMENTARY SCHOOL - SCOTTSDALE,13636 N 100TH ST,SCOTTSDALE,MARICOPA,85260,YES,RN,PUBLIC,103,91.3%,4.9%,97.1%,89.3%,6.8%,97.1%,94.2%,4.9%,100.0%,96.1%,3.9%,100.0%,94.2%,5.8%,100.0%,94.2%,4.9%,100.0%,7.8%,1.0%,1.9%
CENTENNIAL ELEMENTARY SCHOOL,2200 W WETMORE RD,TUCSON,PIMA,85705,NO,,PUBLIC,62,95.2%,3.2%,98.4%,95.2%,3.2%,98.4%,98.4%,1.6%,100.0%,98.4%,1.6%,100.0%,96.8%,1.6%,100.0%,98.4%,1.6%,100.0%,3.2%,0.0%,1.6%
COPPER RIDGE SCHOOL,10101 E THOMPSON PEAK PKWY,SCOTTSDALE,MARICOPA,85255,YES,RN,PUBLIC,75,86.7%,12.0%,100.0%,86.7%,12.0%,100.0%,93.3%,6.7%,100.0%,92.0%,8.0%,100.0%,89.3%,10.7%,100.0%,93.3%,6.7%,100.0%,12.0%,1.3%,6.7%
DESERT CANYON MIDDLE SCHOOL,10203 E MCDOWELL MOUNTAIN RANCH RD,SCOTTSDALE,MARICOPA,85255,YES,RN,PUBLIC,144,89.6%,8.3%,100.0%,89.6%,8.3%,100.0%,96.5%,3.5%,100.0%,97.9%,2.1%,100.0%,97.2%,2.8%,100.0%,97.9%,2.1%,100.0%,9.7%,0.0%,0.0%
INGLESIDE MIDDLE SCHOOL,5402 E OSBORN RD,PHOENIX,MARICOPA,85018,YES,RN,PUBLIC,252,82.1%,5.2%,90.5%,82.1%,5.2%,90.1%,96.0%,4.0%,100.0%,96.0%,4.0%,100.0%,95.6%,4.4%,100.0%,97.6%,2.4%,100.0%,6.0%,0.0%,2.4%
MOUNTAINSIDE MIDDLE SCHOOL,11256 N 128TH ST,SCOTTSDALE,MARICOPA,85259,YES,RN,PUBLIC,137,79.6%,5.1%,84.7%,78.8%,4.4%,83.2%,91.2%,6.6%,97.8%,92.7%,5.1%,97.8%,93.4%,5.8%,99.3%,92.7%,6.6%,99.3%,8.0%,0.0%,2.9%
MOHAVE MIDDLE SCHOOL,8490 E JACKRABBIT ROAD,SCOTTSDALE,MARICOPA,85250,YES,RN,PUBLIC,229,96.1%,2.2%,100.0%,95.6%,2.2%,99.1%,96.9%,2.2%,100.0%,97.8%,2.2%,100.0%,97.8%,2.2%,100.0%,97.8%,2.2%,100.0%,2.2%,0.0%,2.2%
COCOPAH MIDDLE SCHOOL,6615 E CHOLLA ST,SCOTTSDALE,MARICOPA,85254,YES,RN,PUBLIC,270,74.8%,5.6%,83.0%,72.2%,7.4%,80.4%,93.3%,4.1%,97.4%,93.0%,5.6%,98.5%,92.2%,5.2%,97.4%,97.4%,2.6%,100.0%,11.1%,0.4%,1.9%
HOMER DAVIS ELEMENTARY SCHOOL,4250 N ROMERO RD,TUCSON,PIMA,85705,NO,,PUBLIC,58,96.6%,0.0%,98.3%,96.6%,0.0%,98.3%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
HIGLEY TRADITIONAL ACADEMY,3391 E VEST AVE,GILBERT,MARICOPA,85295,NO,,PUBLIC,126,92.9%,7.1%,100.0%,92.9%,7.1%,100.0%,97.6%,2.4%,100.0%,96.8%,3.2%,100.0%,98.4%,1.6%,100.0%,98.4%,0.8%,100.0%,9.5%,0.0%,0.8%
CORONADO ELEMENTARY SCHOOL,4333 S DE ANZA BLVD,GILBERT,MARICOPA,85297,NO,,PUBLIC,91,90.1%,9.9%,100.0%,90.1%,9.9%,100.0%,96.7%,3.3%,100.0%,96.7%,3.3%,100.0%,96.7%,3.3%,100.0%,96.7%,3.3%,100.0%,9.9%,0.0%,2.2%
SAN TAN ELEMENTARY,3443 E CALISTOGA DR,GILBERT,MARICOPA,85297,NO,,PUBLIC,100,89.0%,8.0%,100.0%,92.0%,6.0%,100.0%,95.0%,5.0%,100.0%,95.0%,5.0%,100.0%,96.0%,4.0%,100.0%,96.0%,4.0%,100.0%,9.0%,0.0%,1.0%
POWER RANCH ELEMENTARY,4351 S RANCH HOUSE PARKWAY,GILBERT,MARICOPA,85297,NO,,PUBLIC,73,83.6%,13.7%,97.3%,86.3%,11.0%,97.3%,94.5%,5.5%,100.0%,93.2%,6.8%,100.0%,93.2%,6.8%,100.0%,98.6%,1.4%,100.0%,13.7%,0.0%,1.4%
GATEWAY POINTE ELEMENTARY,2069 S DELATORRE DR,HIGLEY,MARICOPA,85236,NO,,PUBLIC,125,93.6%,4.8%,100.0%,93.6%,4.8%,100.0%,98.4%,1.6%,100.0%,99.2%,0.8%,100.0%,97.6%,2.4%,100.0%,99.2%,0.8%,100.0%,8.0%,0.0%,0.0%
CORTINA ELEMENTARY,19680 S 188TH ST,QUEEN CREEK,MARICOPA,85242,NO,,PUBLIC,129,95.3%,3.1%,98.4%,95.3%,3.1%,98.4%,97.7%,2.3%,100.0%,97.7%,2.3%,100.0%,96.9%,3.1%,100.0%,98.4%,1.6%,100.0%,3.1%,0.0%,1.6%
CHAPARRAL ELEMENTARY SCHOOL-85295,3380 E FRYE RD,GILBERT,MARICOPA,85295,NO,,PUBLIC,122,89.3%,9.0%,100.0%,89.3%,9.0%,100.0%,97.5%,2.5%,100.0%,97.5%,2.5%,100.0%,96.7%,3.3%,100.0%,96.7%,3.3%,100.0%,9.0%,0.8%,2.5%
CENTENNIAL ELEMENTARY SCHOOL,3507 S RANCH HOUSE PKWY,GILBERT,MARICOPA,85297,NO,,PUBLIC,129,93.8%,5.4%,100.0%,93.0%,6.2%,100.0%,99.2%,0.8%,100.0%,99.2%,0.8%,100.0%,99.2%,0.8%,100.0%,98.4%,1.6%,100.0%,6.2%,0.0%,0.0%
BRIDGES ELEMENTARY SCHOOL,5205 S SOBOBA ST,GILBERT,MARICOPA,85298,YES,LPN,PUBLIC,94,93.6%,6.4%,100.0%,93.6%,6.4%,100.0%,94.7%,5.3%,100.0%,95.7%,4.3%,100.0%,94.7%,5.3%,100.0%,100.0%,0.0%,100.0%,9.6%,0.0%,0.0%
WALTER DOUGLAS ELEMENTARY SCHOOL,3302 N FLOWING WELLS RD,TUCSON,PIMA,85705,NO,,PUBLIC,86,98.8%,0.0%,100.0%,98.8%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,0.0%,0.0%,0.0%
FIRESIDE ELEMENTARY SCHOOL,3725 E LONE CACTUS DR,PHOENIX,MARICOPA,85050,YES,RN,PUBLIC,113,80.5%,5.3%,85.8%,77.9%,6.2%,84.1%,96.5%,2.7%,99.1%,92.9%,3.5%,97.3%,95.6%,3.5%,99.1%,95.6%,3.5%,99.1%,7.1%,0.9%,3.5%
CAMPO BELLO ELEMENTARY SCHOOL,2625 E GROVES AVE,PHOENIX,MARICOPA,85032,YES,RN,PUBLIC,76,88.2%,10.5%,98.7%,88.2%,10.5%,98.7%,89.5%,10.5%,100.0%,89.5%,10.5%,100.0%,89.5%,10.5%,100.0%,89.5%,10.5%,100.0%,10.5%,0.0%,10.5%
NORTH RANCH ELEMENTARY SCHOOL,16406 N 61ST PL,SCOTTSDALE,MARICOPA,85254,YES,RN,PUBLIC,53,98.1%,1.9%,100.0%,96.2%,1.9%,100.0%,98.1%,1.9%,100.0%,96.2%,3.8%,100.0%,98.1%,1.9%,100.0%,98.1%,1.9%,100.0%,3.8%,0.0%,1.9%
EAGLE RIDGE ELEMENTARY SCHOOL - PHONEIX,19801 N 13TH ST,PHOENIX,MARICOPA,85024,YES,RN,PUBLIC,45,93.3%,0.0%,93.3%,86.7%,2.2%,88.9%,97.8%,2.2%,100.0%,97.8%,2.2%,100.0%,97.8%,2.2%,100.0%,100.0%,0.0%,100.0%,2.2%,0.0%,0.0%
HIDDEN HILLS ELEMENTARY SCHOOL,1919 E SHARON DR,PHOENIX,MARICOPA,85022,YES,RN,PUBLIC,55,94.5%,1.8%,100.0%,94.5%,5.5%,100.0%,98.2%,1.8%,100.0%,98.2%,1.8%,100.0%,96.4%,3.6%,100.0%,98.2%,1.8%,100.0%,7.3%,0.0%,1.8%
QUAIL RUN ELEMENTARY SCHOOL,3303 E UTOPIA RD,PHOENIX,MARICOPA,85050,YES,RN,PUBLIC,84,81.0%,3.6%,84.5%,78.6%,3.6%,83.3%,96.4%,1.2%,97.6%,97.6%,2.4%,100.0%,95.2%,2.4%,97.6%,97.6%,2.4%,100.0%,6.0%,0.0%,1.2%
CACTUS VIEW ELEMENTARY SCHOOL,17602 N CENTRAL AVE,PHOENIX,MARICOPA,85022,YES,RN,PUBLIC,75,80.0%,9.3%,89.3%,78.7%,13.3%,92.0%,85.3%,14.7%,100.0%,90.7%,9.3%,100.0%,97.3%,2.7%,100.0%,97.3%,2.7%,100.0%,14.7%,0.0%,2.7%
J  ROBERT HENDRICKS ELEMENTARY SCHOOL,3400 W ORANGE GROVE RD,TUCSON,PIMA,85741,NO,,PUBLIC,67,95.5%,1.5%,97.0%,95.5%,1.5%,97.0%,98.5%,1.5%,100.0%,98.5%,1.5%,100.0%,98.5%,0.0%,100.0%,98.5%,1.5%,100.0%,3.0%,1.5%,1.5%
COPPER CANYON ELEMENTARY SCHOOL,17650 N 54TH ST,SCOTTSDALE,MARICOPA,85254,YES,RN,PUBLIC,76,69.7%,5.3%,75.0%,69.7%,5.3%,75.0%,92.1%,5.3%,97.4%,93.4%,5.3%,98.7%,92.1%,5.3%,97.4%,94.7%,5.3%,100.0%,5.3%,0.0%,1.3%
SONORAN SKY ELEMENTARY SCHOOL-85260,12990 N 75TH ST,SCOTTSDALE,MARICOPA,85260,YES,RN,PUBLIC,74,90.5%,5.4%,97.3%,89.2%,6.8%,97.3%,97.3%,2.7%,100.0%,98.6%,1.4%,100.0%,95.9%,4.1%,100.0%,97.3%,2.7%,100.0%,8.1%,0.0%,1.4%
DESERT SHADOWS ELEMENTARY SCHOOL,5902 E SWEETWATER AVE,SCOTTSDALE,MARICOPA,85254,YES,RN,PUBLIC,53,90.6%,9.4%,100.0%,88.7%,11.3%,100.0%,96.2%,3.8%,100.0%,94.3%,5.7%,100.0%,96.2%,3.8%,100.0%,94.3%,3.8%,100.0%,11.3%,0.0%,3.8%
WILDFIRE ELEMENTARY,3997 E LOCKWOOD DR,PHOENIX,MARICOPA,85050,YES,RN,PUBLIC,77,92.2%,7.8%,100.0%,90.9%,9.1%,100.0%,89.6%,10.4%,100.0%,94.8%,5.2%,100.0%,93.5%,6.5%,100.0%,96.1%,3.9%,100.0%,10.4%,0.0%,3.9%
INDIAN BEND ELEMENTARY SCHOOL,3633 E THUNDERBIRD RD,PHOENIX,MARICOPA,85032,YES,RN,PUBLIC,64,96.9%,3.1%,100.0%,96.9%,3.1%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,96.9%,3.1%,100.0%,100.0%,0.0%,100.0%,3.1%,0.0%,0.0%
DESERT TRAILS ELEMENTARY SCHOOL,4315 E CASHMAN DR,PHOENIX,MARICOPA,85050,YES,RN,PUBLIC,59,89.8%,10.2%,100.0%,88.1%,11.9%,100.0%,93.2%,6.8%,100.0%,94.9%,5.1%,100.0%,94.9%,5.1%,100.0%,93.2%,6.8%,100.0%,11.9%,0.0%,5.1%
WHISPERING WIND ACADEMY,15844 N 43RD ST,PHOENIX,MARICOPA,85032,YES,RN,PUBLIC,92,66.3%,2.2%,88.0%,73.9%,2.2%,95.7%,96.7%,1.1%,97.8%,96.7%,1.1%,97.8%,75.0%,1.1%,79.3%,97.8%,1.1%,98.9%,2.2%,0.0%,1.1%
LARKSPUR ELEMENTARY SCHOOL,2430 E LARKSPUR DR,PHOENIX,MARICOPA,85032,YES,RN,PUBLIC,48,56.3%,2.1%,58.3%,47.9%,2.1%,50.0%,97.9%,2.1%,100.0%,97.9%,2.1%,100.0%,97.9%,2.1%,100.0%,97.9%,2.1%,100.0%,2.1%,0.0%,2.1%
GRAYHAWK ELEMENTARY SCHOOL,7525 E GRAYHAWK DR,SCOTTSDALE,MARICOPA,85255,YES,RN,PUBLIC,47,93.6%,4.3%,97.9%,93.6%,6.4%,100.0%,95.7%,4.3%,100.0%,93.6%,6.4%,100.0%,95.7%,4.3%,100.0%,97.9%,2.1%,100.0%,6.4%,0.0%,2.1%
SUNSET CANYON SCHOOL,2727 E SIESTA LN,PHOENIX,MARICOPA,85050,YES,RN,PUBLIC,65,100.0%,0.0%,100.0%,98.5%,1.5%,100.0%,98.5%,1.5%,100.0%,98.5%,1.5%,100.0%,100.0%,0.0%,100.0%,100.0%,0.0%,100.0%,6.2%,0.0%,0.0%
LIBERTY ELEMENTARY SCHOOL-85254,5125 E MARILYN RD,SCOTTSDALE,MARICOPA,85254,YES,RN,PUBLIC,59,88.1%,6.8%,94.9%,86.4%,6.8%,93.2%,96.6%,3.4%,100.0%,94.9%,5.1%,100.0%,94.9%,3.4%,100.0%,96.6%,3.4%,100.0%,6.8%,0.0%,1.7%
BOULDER CREEK ELEMENTARY - 85024,22801 N 22ND ST,PHOENIX,MARICOPA,85024,YES,RN,PUBLIC,88,98.9%,1.1%,100.0%,97.7%,2.3%,100.0%,100.0%,0.0%,100.0%,98.9%,1.1%,100.0%,98.9%,1.1%,100.0%,97.7%,2.3%,100.0%,3.4%,0.0%,0.0%
MERCURY MINE ELEMENTARY SCHOOL,9640 N 28TH ST,PHOENIX,MARICOPA,85028,YES,RN,PUBLIC,85,88.2%,4.7%,92.9%,88.2%,4.7%,92.9%,97.6%,2.4%,100.0%,97.6%,2.4%,100.0%,97.6%,2.4%,100.0%,96.5%,3.5%,100.0%,4.7%,0.0%,2.4%
PINNACLE PEAK ELEMENTARY,7690 E WILLIAMS DR,SCOTTSDALE,MARICOPA,85255,YES,RN,PUBLIC,59,83.1%,5.1%,88.1%,78.0%,5.1%,83.1%,93.2%,5.1%,98.3%,93.2%,5.1%,98.3%,93.2%,5.1%,98.3%,94.9%,5.1%,100.0%,5.1%,0.0%,5.1%
PALOMINO INTERMEDIATE SCHOOL,15815 N 29TH ST,PHOENIX,MARICOPA,85032,YES,RN,PUBLIC,135,96.3%,0.7%,97.0%,94.8%,0.7%,95.6%,99.3%,0.7%,100.0%,100.0%,0.0%,100.0%,99.3%,0.7%,100.0%,99.3%,0.7%,100.0%,0.7%,0.0%,0.0%
SANDPIPER ELEMENTARY SCHOOL,6724 E HEARN RD,SCOTTSDALE,MARICOPA,85254,YES,RN,PUBLIC,46,69.6%,0.0%,69.6%,67.4%,0.0%,67.4%,100.0%,0.0%,100.0%,97.8%,0.0%,97.8%,100.0%,0.0%,100.0%,97.8%,0.0%,100.0%,0.0%,2.2%,0.0%
ROBERT RICHARDSON ELEMENTARY SCHOOL,6901 N CAMINO DE LA TIERRA,TUCSON,PIMA,85741,NO,,PUBLIC,46,82.6%,0.0%,82.6%,84.8%,0.0%,84.8%,97.8%,0.0%,97.8%,95.7%,2.2%,97.8%,97.8%,0.0%,97.8%,97.8%,0.0%,97.8%,2.2%,0.0%,0.0%
DESERT SPRINGS PREPARATORY ELEMENTARY SCHOOL,6010 E ACOMA DR,SCOTTSDALE,MARICOPA,85254,YES,RN,PUBLIC,40,87.5%,10.0%,100.0%,87.5%,10.0%,100.0%,95.0%,5.0%,100.0%,95.0%,5.0%,100.0%,97.5%,2.5%,100.0%,95.0%,5.0%,100.0%,15.0%,0.0%,5.0%
DESERT COVE ELEMENTARY SCHOOL,11020 N 28TH ST,PHOENIX,MARICOPA,85028,YES,RN,CHARTER,55,72.7%,3.6%,76.4%,72.7%,3.6%,76.4%,96.4%,3.6%,100.0%,100.0%,0.0%,100.0%,98.2%,1.8%,100.0%,98.2%,1.8%,100.0%,3.6%,0.0%,0.0%
SAN MARCOS ELEMENTARY SCHOOL,451 W FRYE RD,CHANDLER,MARICOPA,85225,NO,,PUBLIC,56,87.5%,0.0%,89.3%,83.9%,0.0%,83.9%,100.0%,0.0%,100.0%,98.2%,1.8%,100.0%,100.0%,0.0%,100.0%,98.2%,0.0%,100.0%,3.6%,1.8%,0.0%
GALVESTON ELEMENTARY SCHOOL,661 E GALVESTON ST,CHANDLER,MARICOPA,85225,NO,,PUBLIC,66,98.5%,1.5%,100.0%,92.4%,1.5%,97.0%,98.5%,1.5%,100.0%,98.5%,1.5%,100.0%,98.5%,1.5%,100.0%,98.5%,1.5%,100.0%,1.5%,0.0%,1.5%
HARTFORD SYLVIA ENCINAS ELEMENTARY SCHOOL,700 N HARTFORD ST,CHANDLER,MARICOPA,85225,NO,,PUBLIC,82,87.8%,0.0%,98.8%,90.2%,7.3%,98.8%,97.6%,2.4%,100.0%,96.3%,3.7%,100.0%,96.3%,3.7%,100.0%,96.3%,2.4%,100.0%,8.5%,1.2%,0.0%
KNOX ELEMENTARY SCHOOL,700 W ORCHID LN,CHANDLER,MARICOPA,85225,NO,,PUBLIC,68,85.3%,4.4%,100.0%,86.8%,4.4%,100.0%,97.1%,2.9%,100.0%,97.1%,2.9%,100.0%,98.5%,1.5%,100.0%,97.1%,2.9%,100.0%,5.9%,0.0%,0.0%
FRYE ELEMENTARY SCHOOL,801 E FRYE RD,CHANDLER,MARICOPA,85225,NO,,PUBLIC,65,90.8%,1.5%,98.5%,92.3%,1.5%,98.5%,98.5%,1.5%,100.0%,98.5%,1.5%,100.0%,98.5%,1.5%,100.0%,98.5%,1.5%,100.0%,1.5%,0.0%,1.5%
ANNA MARIE JACOBSON  ELEMENTARY SCHOOL,1515 NW JACARANDA PKWY,CHANDLER,MARICOPA,85248,NO,,PUBLIC,134,91.8%,6.7%,100.0%,91.8%,6.7%,100.0%,97.0%,3.0%,100.0%,97.0%,3.0%,100.0%,97.0%,3.0%,100.0%,97.0%,3.0%,100.0%,6.7%,0.0%,3.0%
SANBORN ELEMENTARY SCHOOL,700 N SUPERSTITION BLVD,CHANDLER,MARICOPA,85225,NO,,PUBLIC,66,95.5%,3.0%,100.0%,95.5%,3.0%,100.0%,98.5%,1.5%,100.0%,98.5%,1.5%,100.0%,98.5%,1.5%,100.0%,98.5%,1.5%,100.0%,3.0%,0.0%,1.5%
CHANDLER TRADITIONAL ACADEMY - GOODMAN CAMPUS,2600 W KNOX RD,CHANDLER,MARICOPA,85224,NO,,PUBLIC,77,84.4%,1.3%,100.0%,84.4%,1.3%,100.0%,97.4%,2.6%,100.0%,98.7%,1.3%,100.0%,96.1%,3.9%,100.0%,96.1%,3.9%,100.0%,6.5%,0.0%,0.0%
WEINBERG ELEMENTARY SCHOOL,5245 S VAL VISTA DR,CHANDLER,MARICOPA,85249,NO,,PUBLIC,50,92.0%,4.0%,98.0%,92.0%,4.0%,98.0%,90.0%,10.0%,100.0%,94.0%,6.0%,100.0%,92.0%,8.0%,100.0%,96.0%,4.0%,100.0%,10.0%,0.0%,2.0%
MARSHALL HUMPHREY II ELEMENTARY SCHOOL,125 S 132ND ST,CHANDLER,MARICOPA,85225,NO,,PUBLIC,95,94.7%,4.2%,100.0%,94.7%,4.2%,100.0%,95.8%,4.2%,100.0%,97.9%,2.1%,100.0%,97.9%,2.1%,100.0%,98.9%,1.1%,100.0%,5.3%,0.0%,1.1%
JOHN M ANDERSEN JR HIGH SCHOOL,1255 N DOBSON RD,CHANDLER,MARICOPA,85224,NO,,PUBLIC,81,91.4%,3.7%,100.0%,93.8%,3.7%,100.0%,97.5%,2.5%,100.0%,97.5%,2.5%,100.0%,96.3%,3.7%,100.0%,97.5%,2.5%,100.0%,6.2%,0.0%,0.0%
SHUMWAY ELEMENTARY SCHOOL,1325 N SHUMWAY AVE,CHANDLER,MARICOPA,85225,NO,,PUBLIC,54,88.9%,7.4%,100.0%,90.7%,7.4%,100.0%,92.6%,7.4%,100.0%,92.6%,7.4%,100.0%,94.4%,0.0%,100.0%,96.3%,3.7%,100.0%,9.3%,0.0%,3.7%
WINIFRED HARELSON ELEMENTARY SCHOOL,826 W CHAPALA DR,TUCSON,PIMA,85704,NO,,PUBLIC,47,95.7%,2.1%,97.9%,97.9%,2.1%,100.0%,97.9%,2.1%,100.0%,97.9%,2.1%,100.0%,97.9%,2.1%,100.0%,97.9%,2.1%,100.0%,2.1%,0.0%,2.1%
DR HOWARD K CONLEY ELEMENTARY SCHOOL,500 S ARROWHEAD DR,CHANDLER,MARICOPA,85224,NO,,PUBLIC,80,88.8%,3.8%,95.0%,90.0%,3.8%,93.8%,97.5%,2.5%,100.0%,97.5%,2.5%,100.0%,97.5%,2.5%,100.0%,97.5%,2.5%,100.0%,3.8%,0.0%,0.0%
RUDY G BOLOGNA ELEMENTARY,1625 E FRY RD,CHANDLER,MARICOPA,85225,NO,,PUBLIC,70,85.7%,7.1%,100.0%,92.9%,5.7%,100.0%,98.6%,1.4%,100.0%,98.6%,1.4%,100.0%,98.6%,1.4%,100.0%,97.1%,2.9%,100.0%,7.1%,0.0%,1.4%
