,Unnamed: 0,school,type,address,city,county,zip,nurse,enrolled,dtap,polio,mmr,hepb,var,exempt_dtap,exempt_polio,exempt_mmr,exempt_hepb,exempt_var,year,mmr_vax_count,exempt_count_mmr,unvax_mmr,missing_forms_mmr,polio_vax_count,exempt_count_polio,unvax_polio,missing_forms_polio,dtap_vax_count,exempt_count_dtap,unvax_dtap,missing_forms_dtap,hep_vax_count,exempt_count_hep,unvax_hep,missing_forms_hep,var_vax_count,exempt_count_var,unvax_var,missing_forms_var,mf2_mmr,mf2_polio,mf2_dtap,mf2_hep,mf2_var,mmr_herd_immune,polio_herd_immune,dtap_herd_immune,hep_herd_immune,var_herd_immune
10812,10812,chandler traditional academy - goodman campus,public,2600 w knox rd,chandler,maricopa,85224.0,no,67.0,0.925,0.91,0.925,0.925,0.9550000000000001,0.075,0.075,0.075,0.075,0.045,2023,62.0,5.0,5.0,0.0,61.0,5.0,6.0,1.0,62.0,5.0,5.0,0.0,62.0,5.0,5.0,0.0,64.0,3.0,3.0,0.0,no,no,no,no,no,no,no,no,no,yes
10813,10813,chandler traditional academy - independence,public,1405 w lake dr,chandler,maricopa,85248.0,no,113.0,0.973,0.973,0.973,0.965,0.9820000000000001,0.027000000000000003,0.027000000000000003,0.027000000000000003,0.035,0.018000000000000002,2023,110.0,3.0,3.0,0.0,110.0,3.0,3.0,0.0,110.0,3.0,3.0,0.0,110.0,4.0,3.0,-1.0,111.0,2.0,2.0,0.0,no,no,no,no,no,yes,yes,yes,yes,yes
10814,10814,chandler traditional academy - liberty campus,public,550 n emmett dr,chandler,maricopa,85225.0,no,87.0,0.9770000000000001,0.9770000000000001,0.9890000000000001,1.0,1.0,0.0,0.023,0.011000000000000001,0.0,0.0,2023,87.0,1.0,0.0,-1.0,85.0,2.0,2.0,0.0,85.0,0.0,2.0,2.0,87.0,0.0,0.0,0.0,87.0,0.0,0.0,0.0,no,no,yes,no,no,yes,yes,yes,yes,yes
10815,10815,chaparral elementary school-85029,public,3808 w joan de arc,phoenix,maricopa,85029.0,no,57.0,0.965,0.965,0.965,0.965,0.9820000000000001,0.035,0.035,0.035,0.035,0.018000000000000002,2023,56.0,2.0,1.0,-1.0,56.0,2.0,1.0,-1.0,56.0,2.0,1.0,-1.0,56.0,2.0,1.0,-1.0,56.0,2.0,1.0,-1.0,no,no,no,no,no,yes,yes,yes,yes,yes
10816,10816,chaparral elementary school-85295,public,3380 e frye rd,gilbert,maricopa,85295.0,no,87.0,0.8740000000000001,0.8740000000000001,0.8740000000000001,0.885,0.9309999999999999,0.126,0.126,0.126,0.0,0.069,2023,77.0,10.0,10.0,0.0,77.0,10.0,10.0,0.0,77.0,10.0,10.0,0.0,77.0,0.0,10.0,10.0,81.0,6.0,6.0,0.0,no,no,no,yes,no,no,no,no,no,no
10817,10817,charles w harris elementary school,public,2252 n 55th ave,phoenix,maricopa,85035.0,no,85.0,0.941,0.953,0.988,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2023,84.0,0.0,1.0,1.0,82.0,0.0,3.0,3.0,80.0,0.0,5.0,5.0,85.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,no,yes,yes,no,no,yes,yes,no,yes,yes
10818,10818,charles w sechrist elementary school,public,2230 n ft valley rd,flagstaff,coconino,86001.0,yes,61.0,0.951,0.951,0.951,0.934,0.9670000000000001,0.049,0.049,0.049,0.066,0.033,2023,59.0,3.0,2.0,-1.0,59.0,3.0,2.0,-1.0,59.0,3.0,2.0,-1.0,57.0,4.0,4.0,0.0,59.0,2.0,2.0,0.0,no,no,no,no,no,yes,yes,yes,no,yes
10819,10819,charlotte patterson elementary,public,7520 s adora blvd,gilbert,maricopa,85298.0,no,78.0,0.91,0.91,0.91,0.9490000000000001,0.9740000000000001,0.077,0.077,0.077,0.051,0.026000000000000002,2023,71.0,6.0,7.0,1.0,71.0,6.0,7.0,1.0,71.0,6.0,7.0,1.0,75.0,4.0,3.0,-1.0,76.0,2.0,2.0,0.0,no,no,no,no,no,no,no,no,no,yes
10820,10820,cheatham elementary school,public,4725 w south mountain ave,laveen,maricopa,85339.0,yes,59.0,0.898,0.898,0.881,0.898,0.915,0.085,0.085,0.085,0.085,0.085,2023,52.0,5.0,7.0,2.0,53.0,5.0,6.0,1.0,53.0,5.0,6.0,1.0,53.0,5.0,6.0,1.0,54.0,5.0,5.0,0.0,yes,no,no,no,no,no,no,no,no,no
10821,10821,cherokee elementary school,public,8801 n 56th st,scottsdale,maricopa,85253.0,yes,105.0,0.924,0.924,0.9329999999999999,0.943,1.0,0.076,0.076,0.067,0.057,0.0,2023,98.0,7.0,7.0,0.0,98.0,8.0,7.0,-1.0,98.0,8.0,7.0,-1.0,100.0,6.0,5.0,-1.0,105.0,0.0,0.0,0.0,no,no,no,no,no,no,no,no,no,yes
10822,10822,cheyenne elementary school - peoria,public,11806 n 87th ave,peoria,maricopa,85345.0,yes,51.0,0.941,0.941,0.941,0.98,0.98,0.02,0.02,0.02,0.02,0.02,2023,48.0,1.0,3.0,2.0,48.0,1.0,3.0,2.0,48.0,1.0,3.0,2.0,50.0,1.0,1.0,0.0,50.0,1.0,1.0,0.0,yes,yes,yes,no,no,no,no,no,yes,yes
10823,10823,cheyenne traditional elementary school - scottsdale,public,13636 n 100th st,scottsdale,maricopa,85260.0,yes,99.0,0.919,0.919,0.919,0.96,0.96,0.081,0.081,0.081,0.04,0.04,2023,91.0,8.0,8.0,0.0,91.0,8.0,8.0,0.0,91.0,8.0,8.0,0.0,96.0,4.0,3.0,-1.0,96.0,4.0,3.0,-1.0,no,no,no,no,no,no,no,no,yes,yes
10826,10826,chinle elementary school,public,hwy 191 & navajo route 7,chinle,apache,86503.0,no,70.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2023,70.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,no,no,no,no,no,yes,yes,yes,yes,yes
10827,10827,cholla elementary school,public,1180 e kortsen rd,casa grande,pinal,85122.0,no,63.0,0.9209999999999999,0.9209999999999999,0.937,0.937,0.937,0.063,0.063,0.063,0.063,0.063,2023,60.0,4.0,3.0,-1.0,59.0,4.0,4.0,0.0,59.0,4.0,4.0,0.0,60.0,4.0,3.0,-1.0,60.0,4.0,3.0,-1.0,no,no,no,no,no,no,no,no,no,no
10829,10829,christ lutheran school,private,3901 e indian school rd,phoenix,maricopa,85018.0,yes,60.0,0.85,0.833,0.8170000000000001,0.883,0.883,0.15,0.167,0.18300000000000002,0.11699999999999999,0.11699999999999999,2023,50.0,10.0,10.0,0.0,50.0,9.0,10.0,1.0,51.0,8.0,9.0,1.0,53.0,7.0,7.0,0.0,53.0,7.0,7.0,0.0,no,no,no,no,no,no,no,no,no,no
10831,10831,christ the king catholic school,private,1551 e dana ave,mesa,maricopa,85204.0,yes,20.0,0.9500000000000001,0.9500000000000001,0.9500000000000001,0.9500000000000001,0.9500000000000001,0.05,0.05,0.05,0.05,0.05,2023,19.0,1.0,1.0,0.0,19.0,1.0,1.0,0.0,19.0,1.0,1.0,0.0,19.0,1.0,1.0,0.0,19.0,1.0,1.0,0.0,no,no,no,no,no,yes,yes,yes,yes,yes
10832,10832,christ's greenfield lutheran school,private,425 n greenfield rd,gilbert,maricopa,85234.0,yes,54.0,0.7220000000000001,0.7590000000000001,0.7220000000000001,0.8520000000000001,0.87,0.278,0.24100000000000002,0.278,0.14800000000000002,0.13,2023,39.0,11.0,15.0,4.0,41.0,10.0,13.0,3.0,39.0,11.0,15.0,4.0,47.0,7.0,7.0,0.0,47.0,7.0,7.0,0.0,yes,yes,yes,no,no,no,no,no,no,no
10833,10833,circle cross k-8 stem academy,public,35900 n. charbray dr,san tan valley,pinal,85143.0,no,64.0,0.953,0.953,0.953,0.953,0.953,0.047,0.047,0.047,0.047,0.047,2023,61.0,3.0,3.0,0.0,61.0,3.0,3.0,0.0,61.0,3.0,3.0,0.0,61.0,3.0,3.0,0.0,61.0,3.0,3.0,0.0,no,no,no,no,no,yes,yes,yes,yes,yes
10835,10835,clarkdale-jerome elementary school,public,1615 main st,clarkdale,yavapai,86324.0,no,43.0,0.674,0.628,0.721,0.767,0.9770000000000001,0.0,0.047,0.0,0.0,0.023,2023,32.0,0.0,11.0,11.0,28.0,2.0,15.0,13.0,29.0,0.0,14.0,14.0,33.0,0.0,10.0,10.0,43.0,1.0,0.0,-1.0,yes,yes,yes,yes,no,no,no,no,no,yes
10836,10836,clawson school,public,1235 7th st,douglas,cochise,85607.0,no,49.0,0.98,1.0,0.918,1.0,0.98,0.0,0.0,0.0,0.0,0.0,2023,45.0,0.0,4.0,4.0,49.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,yes,no,no,no,no,no,yes,yes,yes,yes
10837,10837,cloves c campbell sr elementary school,public,2624 e s mountain ave,phoenix,maricopa,85042.0,yes,41.0,0.902,0.902,0.927,0.951,0.951,0.0,0.0,0.0,0.0,0.0,2023,39.0,0.0,2.0,2.0,37.0,0.0,4.0,4.0,37.0,0.0,4.0,4.0,39.0,0.0,2.0,2.0,39.0,0.0,2.0,2.0,yes,yes,yes,yes,yes,no,no,no,yes,yes
10838,10838,cochise elementary school - scottsdale,public,9451 n 84th st,scottsdale,maricopa,85258.0,yes,91.0,0.912,0.89,0.9009999999999999,0.956,0.923,0.08800000000000001,0.11,0.099,0.044000000000000004,0.077,2023,82.0,9.0,9.0,0.0,81.0,9.0,10.0,1.0,83.0,8.0,8.0,0.0,87.0,4.0,4.0,0.0,84.0,7.0,7.0,0.0,no,no,no,no,no,no,no,no,yes,no
10839,10839,collier elementary school - avondale,public,350 s 118th ave,avondale,maricopa,85323.0,yes,87.0,0.966,0.966,0.966,0.966,0.966,0.034,0.034,0.034,0.034,0.034,2023,85.0,3.0,2.0,-1.0,85.0,3.0,2.0,-1.0,85.0,3.0,2.0,-1.0,85.0,3.0,2.0,-1.0,85.0,3.0,2.0,-1.0,no,no,no,no,no,yes,yes,yes,yes,yes
10841,10841,colonel johnston elementary school,public,"rucker st, building 4712",fort huachuca,cochise,85613.0,yes,95.0,0.9470000000000001,0.9470000000000001,0.9259999999999999,0.937,0.958,0.053,0.053,0.07400000000000001,0.063,0.042,2023,88.0,7.0,7.0,0.0,90.0,5.0,5.0,0.0,90.0,5.0,5.0,0.0,90.0,6.0,5.0,-1.0,92.0,4.0,3.0,-1.0,no,no,no,no,no,no,no,no,no,yes
10842,10842,combs traditional school,public,37327 n gantzel rd,san tan valley,pinal,85140.0,yes,23.0,0.9570000000000001,0.87,0.87,0.9570000000000001,0.87,0.043,0.13,0.13,0.043,0.0,2023,21.0,3.0,2.0,-1.0,21.0,3.0,2.0,-1.0,23.0,1.0,0.0,-1.0,23.0,1.0,0.0,-1.0,21.0,0.0,2.0,2.0,no,no,no,no,yes,no,no,yes,yes,no
10844,10844,constitution elementary school,public,18440 n 15th ave,phoenix,maricopa,85023.0,yes,60.0,0.9500000000000001,0.9500000000000001,0.9500000000000001,0.9670000000000001,0.9670000000000001,0.05,0.05,0.05,0.033,0.033,2023,58.0,3.0,2.0,-1.0,58.0,3.0,2.0,-1.0,58.0,3.0,2.0,-1.0,59.0,2.0,1.0,-1.0,59.0,2.0,1.0,-1.0,no,no,no,no,no,yes,yes,yes,yes,yes
10845,10845,continental elementary school,public,1991 e white house canyon rd,green valley,pima,85614.0,yes,58.0,1.0,1.0,0.983,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2023,58.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,no,no,no,no,no,yes,yes,yes,yes,yes
10846,10846,copper basin k-8,public,28682 n main st,queen creek,pinal,85143.0,yes,56.0,0.8390000000000001,0.8390000000000001,0.8390000000000001,0.8390000000000001,0.8390000000000001,0.161,0.161,0.161,0.161,0.161,2023,47.0,8.0,9.0,1.0,47.0,8.0,9.0,1.0,47.0,8.0,9.0,1.0,47.0,8.0,9.0,1.0,47.0,8.0,9.0,1.0,no,no,no,no,no,no,no,no,no,no
10847,10847,copper canyon elementary school,public,17650 n 54th st,scottsdale,maricopa,85254.0,yes,55.0,0.836,0.836,0.818,0.8,0.855,0.127,0.127,0.145,0.127,0.145,2023,45.0,7.0,10.0,3.0,46.0,6.0,9.0,3.0,46.0,6.0,9.0,3.0,44.0,6.0,11.0,5.0,48.0,7.0,7.0,0.0,yes,yes,yes,yes,no,no,no,no,no,no
10848,10848,copper creek elementary,public,7071 w hillcrest blvd,glendale,maricopa,85310.0,yes,83.0,0.9159999999999999,0.904,0.904,0.904,0.904,0.084,0.096,0.096,0.096,0.096,2023,76.0,8.0,7.0,-1.0,76.0,8.0,7.0,-1.0,77.0,7.0,6.0,-1.0,76.0,8.0,7.0,-1.0,76.0,8.0,7.0,-1.0,no,no,no,no,no,no,no,no,no,no
10849,10849,copper creek elementary school,public,11620 n copper spring trail,tucson,pima,85737.0,no,31.0,0.903,0.903,0.903,0.903,0.903,0.09699999999999999,0.09699999999999999,0.09699999999999999,0.09699999999999999,0.09699999999999999,2023,28.0,3.0,3.0,0.0,28.0,3.0,3.0,0.0,28.0,3.0,3.0,0.0,28.0,3.0,3.0,0.0,28.0,3.0,3.0,0.0,no,no,no,no,no,no,no,no,no,no
10850,10850,copper king elementary,public,10730 w campbell ave,phoenix,maricopa,85037.0,no,71.0,0.845,0.845,0.8590000000000001,0.9009999999999999,0.9009999999999999,0.141,0.141,0.127,0.099,0.099,2023,61.0,8.0,10.0,2.0,60.0,9.0,11.0,2.0,60.0,9.0,11.0,2.0,64.0,7.0,7.0,0.0,64.0,7.0,7.0,0.0,yes,yes,yes,no,no,no,no,no,no,no
10851,10851,copper ridge elementary school - 85641,public,17650 s canyon edge trail,corona de tucson,pima,85641.0,no,53.0,0.9620000000000001,0.9620000000000001,0.9620000000000001,0.9620000000000001,0.9620000000000001,0.038,0.038,0.038,0.038,0.038,2023,51.0,2.0,2.0,0.0,51.0,2.0,2.0,0.0,51.0,2.0,2.0,0.0,51.0,2.0,2.0,0.0,51.0,2.0,2.0,0.0,no,no,no,no,no,yes,yes,yes,yes,yes
10852,10852,copper ridge school - 85255,public,10101 e thompson peak pkwy,scottsdale,maricopa,85255.0,yes,49.0,0.755,0.755,0.755,0.816,0.8370000000000001,0.22399999999999998,0.22399999999999998,0.22399999999999998,0.184,0.163,2023,37.0,9.0,12.0,3.0,37.0,9.0,12.0,3.0,37.0,9.0,12.0,3.0,40.0,8.0,9.0,1.0,42.0,7.0,7.0,0.0,yes,yes,yes,no,no,no,no,no,no,no
10853,10853,copper rim elementary school,public,1600 mesquite,globe,gila,85501.0,yes,94.0,0.9259999999999999,0.915,0.915,0.9359999999999999,0.9359999999999999,0.064,0.053,0.064,0.064,0.064,2023,87.0,6.0,7.0,1.0,87.0,5.0,7.0,2.0,88.0,6.0,6.0,0.0,88.0,6.0,6.0,0.0,88.0,6.0,6.0,0.0,no,yes,no,no,no,no,no,no,no,no
10854,10854,copper trails elementary,public,16875 west canyon trails blvd,goodyear,maricopa,85338.0,yes,89.0,0.9440000000000001,0.9440000000000001,0.9209999999999999,0.966,1.0,0.055999999999999994,0.055999999999999994,0.055999999999999994,0.022000000000000002,0.0,2023,82.0,5.0,7.0,2.0,85.0,5.0,4.0,-1.0,85.0,5.0,4.0,-1.0,86.0,2.0,3.0,1.0,89.0,0.0,0.0,0.0,yes,no,no,no,no,no,no,no,yes,yes
10855,10855,copper view elementary school,public,16200 s starlight view ln,sahuarita,pima,85629.0,no,85.0,0.988,0.871,0.976,0.929,0.965,0.012,0.012,0.024,0.024,0.035,2023,83.0,2.0,2.0,0.0,75.0,1.0,10.0,9.0,84.0,2.0,1.0,-1.0,79.0,2.0,6.0,4.0,83.0,3.0,2.0,-1.0,no,yes,no,yes,no,yes,no,yes,no,yes
10856,10856,copperwood school,public,11232 n 65th ave,glendale,maricopa,85304.0,yes,63.0,0.9520000000000001,0.9520000000000001,0.9520000000000001,0.9520000000000001,0.9520000000000001,0.048,0.048,0.048,0.048,0.048,2023,60.0,3.0,3.0,0.0,60.0,3.0,3.0,0.0,60.0,3.0,3.0,0.0,60.0,3.0,3.0,0.0,60.0,3.0,3.0,0.0,no,no,no,no,no,yes,yes,yes,yes,yes
10857,10857,cordova elementary school,public,5631 n 35th ave,phoenix,maricopa,85017.0,yes,56.0,0.9640000000000001,0.9820000000000001,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2023,56.0,0.0,0.0,0.0,55.0,0.0,1.0,1.0,54.0,0.0,2.0,2.0,56.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,no,no,yes,no,no,yes,yes,yes,yes,yes
10858,10858,coronado elementary school - apache,public,50 n water st,saint johns,apache,85936.0,no,51.0,0.588,0.608,0.608,0.725,0.745,0.41200000000000003,0.392,0.392,0.275,0.255,2023,32.0,13.0,19.0,6.0,32.0,13.0,19.0,6.0,30.0,13.0,21.0,8.0,37.0,11.0,14.0,3.0,38.0,10.0,13.0,3.0,yes,yes,yes,yes,yes,no,no,no,no,no
10859,10859,coronado elementary school - cochise,public,5148 coronado school dr,sierra vista,cochise,85650.0,yes,36.0,0.861,0.917,0.75,0.861,0.917,0.083,0.083,0.083,0.083,0.083,2023,27.0,3.0,9.0,6.0,34.0,3.0,2.0,-1.0,31.0,3.0,5.0,2.0,31.0,3.0,5.0,2.0,34.0,3.0,2.0,-1.0,yes,no,yes,yes,no,no,no,no,no,no
10860,10860,coronado elementary school - gilbert,public,4333 s de anza blvd,gilbert,maricopa,85297.0,no,57.0,0.895,0.895,0.877,0.912,0.912,0.105,0.105,0.12300000000000001,0.08800000000000001,0.08800000000000001,2023,50.0,7.0,7.0,0.0,52.0,6.0,5.0,-1.0,52.0,6.0,5.0,-1.0,52.0,5.0,5.0,0.0,52.0,5.0,5.0,0.0,no,no,no,no,no,no,no,no,no,no
10861,10861,coronado k-8 school,public,3401 e wilds rd,tucson,pima,85739.0,yes,45.0,0.9329999999999999,0.9329999999999999,0.9329999999999999,0.9329999999999999,0.978,0.022000000000000002,0.022000000000000002,0.022000000000000002,0.022000000000000002,0.022000000000000002,2023,42.0,1.0,3.0,2.0,42.0,1.0,3.0,2.0,42.0,1.0,3.0,2.0,42.0,1.0,3.0,2.0,45.0,1.0,0.0,-1.0,yes,yes,yes,yes,no,no,no,no,no,yes
10862,10862,corte sierra elementary school,public,3300 n sante fe trail,avondale,maricopa,85392.0,yes,99.0,0.828,0.828,0.848,0.99,0.909,0.10099999999999999,0.10099999999999999,0.10099999999999999,0.0,0.091,2023,84.0,9.0,15.0,6.0,82.0,9.0,17.0,8.0,82.0,9.0,17.0,8.0,99.0,0.0,0.0,0.0,90.0,9.0,9.0,0.0,yes,yes,yes,no,no,no,no,no,yes,no
10863,10863,cortina elementary,public,19680 s 188th st,queen creek,maricopa,85142.0,no,76.0,0.961,0.961,0.855,0.961,0.9740000000000001,0.039,0.039,0.145,0.039,0.026000000000000002,2023,65.0,10.0,11.0,1.0,74.0,3.0,2.0,-1.0,74.0,3.0,2.0,-1.0,74.0,3.0,2.0,-1.0,75.0,2.0,1.0,-1.0,no,no,no,no,no,no,yes,yes,yes,yes
10864,10864,cotton boll school,public,8540 w butler dr,peoria,maricopa,85345.0,yes,81.0,0.8890000000000001,0.914,0.877,0.951,0.975,0.025,0.025,0.025,0.025,0.025,2023,72.0,2.0,9.0,7.0,75.0,2.0,6.0,4.0,73.0,2.0,8.0,6.0,78.0,2.0,3.0,1.0,79.0,2.0,2.0,0.0,yes,yes,yes,no,no,no,no,no,yes,yes
10865,10865,cottonwood community school,public,500 e mingus ave,cottonwood,yavapai,86326.0,no,43.0,0.86,0.86,0.8370000000000001,0.86,0.907,0.14,0.14,0.163,0.14,0.09300000000000001,2023,36.0,6.0,7.0,1.0,37.0,6.0,6.0,0.0,37.0,6.0,6.0,0.0,37.0,6.0,6.0,0.0,40.0,4.0,3.0,-1.0,no,no,no,no,no,no,no,no,no,no
10866,10866,cottonwood elementary school - 85222,public,1667 n kadota ave,casa grande,pinal,85122.0,no,84.0,0.929,0.8690000000000001,0.512,0.8570000000000001,0.929,0.048,0.048,0.048,0.048,0.048,2023,44.0,3.0,40.0,37.0,73.0,4.0,11.0,7.0,79.0,4.0,5.0,1.0,72.0,4.0,12.0,8.0,79.0,4.0,5.0,1.0,yes,yes,no,yes,no,no,no,no,no,no
10867,10867,cottonwood elementary school - 85641,public,9950 rees loop,tucson,pima,85641.0,no,104.0,0.971,0.9329999999999999,0.913,0.981,0.981,0.0,0.0,0.0,0.0,0.0,2023,95.0,0.0,9.0,9.0,98.0,0.0,6.0,6.0,101.0,0.0,3.0,3.0,103.0,0.0,1.0,1.0,103.0,0.0,1.0,1.0,yes,yes,yes,no,no,no,no,yes,yes,yes
10868,10868,country gardens charter school,charter,6313 w southern ave,laveen,maricopa,85339.0,no,23.0,0.913,0.913,0.913,0.9570000000000001,0.9570000000000001,0.043,0.043,0.043,0.043,0.043,2023,21.0,1.0,2.0,1.0,21.0,1.0,2.0,1.0,21.0,1.0,2.0,1.0,23.0,1.0,0.0,-1.0,23.0,1.0,0.0,-1.0,no,no,no,no,no,no,no,no,yes,yes
10869,10869,country meadows elementary school,public,8409 n 111 th ave,peoria,maricopa,85345.0,yes,90.0,0.8220000000000001,0.9440000000000001,0.8440000000000001,0.9440000000000001,0.9440000000000001,0.033,0.033,0.033,0.033,0.033,2023,76.0,3.0,14.0,11.0,85.0,3.0,5.0,2.0,74.0,3.0,16.0,13.0,85.0,3.0,5.0,2.0,85.0,3.0,5.0,2.0,yes,yes,yes,yes,yes,no,no,no,no,no
10870,10870,country place elementary,public,10207 w country place blvd,tolleson,maricopa,85353.0,no,81.0,0.951,0.951,0.963,0.963,0.975,0.037000000000000005,0.037000000000000005,0.037000000000000005,0.025,0.025,2023,79.0,3.0,2.0,-1.0,78.0,3.0,3.0,0.0,78.0,3.0,3.0,0.0,79.0,2.0,2.0,0.0,79.0,2.0,2.0,0.0,no,no,no,no,no,yes,yes,yes,yes,yes
10871,10871,countryside elementary,public,15034 n parkview pl,surprise,maricopa,85379.0,no,93.0,0.914,0.925,0.914,0.925,0.925,0.075,0.065,0.086,0.075,0.075,2023,86.0,8.0,7.0,-1.0,87.0,6.0,6.0,0.0,86.0,7.0,7.0,0.0,87.0,7.0,6.0,-1.0,87.0,7.0,6.0,-1.0,no,no,no,no,no,no,no,no,no,no
10872,10872,coyote hills elementary school,public,21180 n 87th ave,peoria,maricopa,85382.0,yes,87.0,0.92,0.92,0.908,0.966,0.966,0.069,0.057,0.08,0.023,0.034,2023,79.0,7.0,8.0,1.0,81.0,5.0,6.0,1.0,81.0,6.0,6.0,0.0,85.0,2.0,2.0,0.0,85.0,3.0,2.0,-1.0,no,no,no,no,no,no,no,no,yes,yes
10873,10873,coyote springs elementary school,public,8101 e hwy 89a,prescott valley,yavapai,86314.0,yes,64.0,0.875,0.875,0.875,0.875,0.875,0.125,0.125,0.125,0.125,0.125,2023,56.0,7.0,8.0,1.0,56.0,7.0,8.0,1.0,56.0,7.0,8.0,1.0,56.0,7.0,8.0,1.0,56.0,7.0,8.0,1.0,no,no,no,no,no,no,no,no,no,no
10874,10874,coyote trail elementary school,public,8000 n silverbell rd,tucson,pima,85743.0,no,68.0,0.941,0.956,0.941,0.956,0.956,0.059000000000000004,0.044000000000000004,0.059000000000000004,0.044000000000000004,0.044000000000000004,2023,64.0,4.0,4.0,0.0,66.0,3.0,2.0,-1.0,64.0,4.0,4.0,0.0,66.0,3.0,2.0,-1.0,66.0,3.0,2.0,-1.0,no,no,no,no,no,no,yes,no,yes,yes
10875,10875,cradleboard school,public,holly grape rd & n power lin,whiteriver,navajo,85941.0,yes,43.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2023,43.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,no,no,no,no,no,yes,yes,yes,yes,yes
10876,10876,cragin elementary school,public,2945 n tucson blvd,tucson,pima,85716.0,yes,38.0,0.9740000000000001,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2023,38.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,no,no,no,no,no,yes,yes,yes,yes,yes
10877,10877,craycroft elementary school,public,5455 e littletown rd,tucson,pima,85756.0,yes,94.0,0.9890000000000001,0.9890000000000001,0.9890000000000001,0.9890000000000001,0.9890000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,0.011000000000000001,2023,93.0,2.0,1.0,-1.0,93.0,2.0,1.0,-1.0,93.0,2.0,1.0,-1.0,93.0,2.0,1.0,-1.0,93.0,2.0,1.0,-1.0,no,no,no,no,no,yes,yes,yes,yes,yes
10879,10879,creative castle preschool & playtime,private,4130 w opportunity way,phoenix,maricopa,85086.0,no,47.0,0.745,0.723,0.745,0.723,0.745,0.255,0.255,0.255,0.255,0.255,2023,36.0,10.0,11.0,1.0,34.0,9.0,13.0,4.0,36.0,10.0,11.0,1.0,34.0,9.0,13.0,4.0,36.0,10.0,11.0,1.0,no,yes,no,yes,no,no,no,no,no,no
10881,10881,crismon elementary school,public,825 w medina ave,mesa,maricopa,85210.0,no,49.0,0.918,0.918,0.918,0.898,0.9390000000000001,0.061,0.061,0.061,0.08199999999999999,0.061,2023,45.0,3.0,4.0,1.0,45.0,3.0,4.0,1.0,45.0,3.0,4.0,1.0,45.0,4.0,4.0,0.0,47.0,3.0,2.0,-1.0,no,no,no,no,no,no,no,no,no,no
10882,10882,cross of glory lutheran school,private,10111 w jomax rd,peoria,maricopa,85383.0,no,25.0,0.8,0.8,0.8,0.8,0.68,0.2,0.2,0.2,0.2,0.32,2023,20.0,4.0,5.0,1.0,20.0,4.0,5.0,1.0,20.0,4.0,5.0,1.0,20.0,4.0,5.0,1.0,17.0,6.0,8.0,2.0,no,no,no,no,yes,no,no,no,no,no
10883,10883,crown charter school,charter,12450 w maryland ave,litchfield park,maricopa,85340.0,no,64.0,0.75,0.797,0.563,0.703,0.7809999999999999,0.047,0.047,0.047,0.047,0.047,2023,37.0,2.0,27.0,25.0,52.0,3.0,12.0,9.0,48.0,3.0,16.0,13.0,45.0,3.0,19.0,16.0,50.0,3.0,14.0,11.0,yes,yes,yes,yes,yes,no,no,no,no,no
10884,10884,curiel school,public,1000 n curiel st,eloy,pinal,85131.0,no,81.0,0.963,0.975,0.988,0.988,0.988,0.0,0.0,0.0,0.0,0.0,2023,81.0,0.0,0.0,0.0,79.0,0.0,2.0,2.0,79.0,0.0,2.0,2.0,81.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,no,yes,yes,no,no,yes,yes,yes,yes,yes
10885,10885,curry elementary school,public,1974 e meadow dr,tempe,maricopa,85282.0,yes,52.0,0.981,0.981,0.981,0.981,0.981,0.019,0.019,0.019,0.019,0.019,2023,52.0,1.0,0.0,-1.0,52.0,1.0,0.0,-1.0,52.0,1.0,0.0,-1.0,52.0,1.0,0.0,-1.0,52.0,1.0,0.0,-1.0,no,no,no,no,no,yes,yes,yes,yes,yes
